#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Добрый день, начали у меня проблемы со сном, около месяца мучилась не могла долго заснуть, если с трудом засыпала то проснувшись часа в 3-4 ночи уже не засыпала., решила сходить к врачу, порекомендовал вот это лекарство, в аптеке строго потребовали рецепт, прочитав нотацию, там столько было написано побочных явлений, как и в любом другом препарате, Ну вот при наступление ночи, выпила я свою назначенную дозу препарата, и уснула, впервые за месяц я уснула в течение как мне показалось 10-18 минут.
1-1	0-6	Добрый	_	_	*->2-1	EF[2]	
1-2	7-11	день	_	_	*->2-1	EF[2]	
1-3	11-12	,	_	_	*->2-1	EF[2]	
1-4	13-19	начали	_	_	*->2-1	EF[2]	
1-5	20-21	у	_	_	*->2-1	EF[2]	
1-6	22-26	меня	_	_	*->2-1	EF[2]	
1-7	27-35	проблемы	*[1]	DI[1]	*->2-1	EF[2]	
1-8	36-38	со	*[1]	DI[1]	*->2-1	EF[2]	
1-9	39-43	сном	*[1]	DI[1]	*->2-1	EF[2]	
1-10	43-44	,	_	_	*->2-1	EF[2]	
1-11	45-50	около	_	_	*->2-1	EF[2]	
1-12	51-57	месяца	_	_	*->2-1	EF[2]	
1-13	58-66	мучилась	_	_	*->2-1	EF[2]	
1-14	67-69	не	*[2]	DI[2]	*->2-1	EF[2]	
1-15	70-75	могла	*[2]	DI[2]	*->2-1	EF[2]	
1-16	76-81	долго	*[2]	DI[2]	*->2-1	EF[2]	
1-17	82-89	заснуть	*[2]	DI[2]	*->2-1	EF[2]	
1-18	89-90	,	_	_	*->2-1	EF[2]	
1-19	91-95	если	_	_	*->2-1	EF[2]	
1-20	96-97	с	*[3]	DI[3]	*->2-1	EF[2]	
1-21	98-104	трудом	*[3]	DI[3]	*->2-1	EF[2]	
1-22	105-113	засыпала	*[3]	DI[3]	*->2-1	EF[2]	
1-23	114-116	то	_	_	*->2-1	EF[2]	
1-24	117-128	проснувшись	_	_	*->2-1	EF[2]	
1-25	129-133	часа	_	_	*->2-1	EF[2]	
1-26	134-135	в	_	_	*->2-1	EF[2]	
1-27	136-139	3-4	_	_	*->2-1	EF[2]	
1-28	140-144	ночи	_	_	*->2-1	EF[2]	
1-29	145-148	уже	_	_	*->2-1	EF[2]	
1-30	149-151	не	*[4]	DI[4]	*->2-1	EF[2]	
1-31	152-161	засыпала.	*[4]	DI[4]	*->2-1	EF[2]	
1-32	161-162	,	_	_	*->2-1	EF[2]	
1-33	163-169	решила	_	_	*->2-1	EF[2]	
1-34	170-177	сходить	_	_	*->2-1	EF[2]	
1-35	178-179	к	_	_	*->2-1	EF[2]	
1-36	180-185	врачу	_	_	*->2-1	EF[2]	
1-37	185-186	,	_	_	*->2-1	EF[2]	
1-38	187-201	порекомендовал	_	_	*->2-1	EF[2]	
1-39	202-205	вот	_	_	*->2-1	EF[2]	
1-40	206-209	это	_	_	*->2-1	EF[2]	
1-41	210-219	лекарство	_	_	*->2-1	EF[2]	
1-42	219-220	,	_	_	*->2-1	EF[2]	
1-43	221-222	в	_	_	*->2-1	EF[2]	
1-44	223-229	аптеке	_	_	*->2-1	EF[2]	
1-45	230-236	строго	_	_	*->2-1	EF[2]	
1-46	237-248	потребовали	_	_	*->2-1	EF[2]	
1-47	249-255	рецепт	_	_	*->2-1	EF[2]	
1-48	255-256	,	_	_	*->2-1	EF[2]	
1-49	257-265	прочитав	_	_	*->2-1	EF[2]	
1-50	266-273	нотацию	_	_	*->2-1	EF[2]	
1-51	273-274	,	_	_	*->2-1	EF[2]	
1-52	275-278	там	_	_	*->2-1	EF[2]	
1-53	279-286	столько	_	_	*->2-1	EF[2]	
1-54	287-291	было	_	_	*->2-1	EF[2]	
1-55	292-300	написано	_	_	*->2-1	EF[2]	
1-56	301-309	побочных	_	_	*->2-1	EF[2]	
1-57	310-317	явлений	_	_	*->2-1	EF[2]	
1-58	317-318	,	_	_	*->2-1	EF[2]	
1-59	319-322	как	_	_	*->2-1	EF[2]	
1-60	323-324	и	_	_	*->2-1	EF[2]	
1-61	325-326	в	_	_	*->2-1	EF[2]	
1-62	327-332	любом	_	_	*->2-1	EF[2]	
1-63	333-339	другом	_	_	*->2-1	EF[2]	
1-64	340-349	препарате	_	_	*->2-1	EF[2]	
1-65	349-350	,	_	_	*->2-1	EF[2]	
1-66	351-353	Ну	_	_	*->2-1	EF[2]	
1-67	354-357	вот	_	_	*->2-1	EF[2]	
1-68	358-361	при	_	_	*->2-1	EF[2]	
1-69	362-373	наступление	_	_	*->2-1	EF[2]	
1-70	374-378	ночи	_	_	*->2-1	EF[2]	
1-71	378-379	,	_	_	*->2-1	EF[2]	
1-72	380-386	выпила	_	_	*->2-1	EF[2]	
1-73	387-388	я	_	_	*->2-1	EF[2]	
1-74	389-393	свою	_	_	*->2-1	EF[2]	
1-75	394-405	назначенную	_	_	*->2-1	EF[2]	
1-76	406-410	дозу	_	_	*->2-1	EF[2]	
1-77	411-420	препарата	_	_	*->2-1	EF[2]	
1-78	420-421	,	_	_	*->2-1	EF[2]	
1-79	422-423	и	_	_	*->2-1	EF[2]	
1-80	424-430	уснула	_	_	*->2-1	EF[2]	
1-81	430-431	,	_	_	*->2-1	EF[2]	
1-82	432-439	впервые	_	_	*->2-1	EF[2]	
1-83	440-442	за	_	_	*->2-1	EF[2]	
1-84	443-448	месяц	_	_	*->2-1	EF[2]	
1-85	449-450	я	_	_	*->2-1	EF[2]	
1-86	451-457	уснула	_	_	*->2-1	EF[2]	
1-87	458-459	в	_	_	*->2-1	EF[2]	
1-88	460-467	течение	_	_	*->2-1	EF[2]	
1-89	468-471	как	_	_	*->2-1	EF[2]	
1-90	472-475	мне	_	_	*->2-1	EF[2]	
1-91	476-486	показалось	_	_	*->2-1	EF[2]	
1-92	487-492	10-18	_	_	*->2-1	EF[2]	
1-93	493-498	минут	_	_	*->2-1	EF[2]	
1-94	498-499	.	_	_	*->2-1	EF[2]	

#Text=встала я только на утро, правда вот голова была какая то чумная, на след день прошло все также.
2-1	500-506	встала	_	_	_	_	
2-2	507-508	я	_	_	_	_	
2-3	509-515	только	_	_	_	_	
2-4	516-518	на	_	_	_	_	
2-5	519-523	утро	_	_	_	_	
2-6	523-524	,	_	_	_	_	
2-7	525-531	правда	_	_	_	_	
2-8	532-535	вот	_	_	_	_	
2-9	536-542	голова	*[5]	ADR[5]	_	_	
2-10	543-547	была	*[5]	ADR[5]	_	_	
2-11	548-553	какая	*[5]	ADR[5]	_	_	
2-12	554-556	то	*[5]	ADR[5]	_	_	
2-13	557-563	чумная	*[5]	ADR[5]	_	_	
2-14	563-564	,	_	_	_	_	
2-15	565-567	на	_	_	_	_	
2-16	568-572	след	_	_	_	_	
2-17	573-577	день	_	_	_	_	
2-18	578-584	прошло	_	_	_	_	
2-19	585-588	все	_	_	_	_	
2-20	589-594	также	_	_	_	_	
2-21	594-595	.	_	_	_	_	

#Text=Потом появилась видимо привыкание организма к препарату, я стала все хуже и хуже засыпать.
3-1	596-601	Потом	_	_	*->1-1|*->3-1	INF[1]|EF[3]	
3-2	602-611	появилась	_	_	*->1-1|*->3-1	INF[1]|EF[3]	
3-3	612-618	видимо	_	_	*->1-1|*->3-1	INF[1]|EF[3]	
3-4	619-629	привыкание	_	_	*->1-1|*->3-1	INF[1]|EF[3]	
