#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=В жизни всякого человека встречаются стрессы, неприятные ситуации, разбитые отношения, экзамены или собеседования.
1-1	0-1	В	_	_	
1-2	2-7	жизни	_	_	
1-3	8-15	всякого	_	_	
1-4	16-24	человека	_	_	
1-5	25-36	встречаются	_	_	
1-6	37-44	стрессы	*	DI	
1-7	44-45	,	_	_	
1-8	46-56	неприятные	_	_	
1-9	57-65	ситуации	_	_	
1-10	65-66	,	_	_	
1-11	67-75	разбитые	_	_	
1-12	76-85	отношения	_	_	
1-13	85-86	,	_	_	
1-14	87-95	экзамены	_	_	
1-15	96-99	или	_	_	
1-16	100-113	собеседования	_	_	
1-17	113-114	.	_	_	

#Text=В этом плане "Персен" отличный препарат.
2-1	115-116	В	_	_	
2-2	117-121	этом	_	_	
2-3	122-127	плане	_	_	
2-4	128-129	"	_	_	
2-5	129-135	Персен	*	Drugname	
2-6	135-136	"	_	_	
2-7	137-145	отличный	_	_	
2-8	146-154	препарат	_	_	
2-9	154-155	.	_	_	

#Text=Состав: валериана, мелисса, мята и куча всяких вспомогательных добавок типа кремния диоксида коллоидного.
3-1	156-162	Состав	_	_	
3-2	162-163	:	_	_	
3-3	164-173	валериана	_	_	
3-4	173-174	,	_	_	
3-5	175-182	мелисса	_	_	
3-6	182-183	,	_	_	
3-7	184-188	мята	_	_	
3-8	189-190	и	_	_	
3-9	191-195	куча	_	_	
3-10	196-202	всяких	_	_	
3-11	203-218	вспомогательных	_	_	
3-12	219-226	добавок	_	_	
3-13	227-231	типа	_	_	
3-14	232-239	кремния	_	_	
3-15	240-248	диоксида	_	_	
3-16	249-260	коллоидного	_	_	
3-17	260-261	.	_	_	

#Text=У меня препарат не вызывает сонливости и это хорошо, значит его можно выпить на работе в какие-то особенно напряженные моменты.
4-1	262-263	У	_	_	
4-2	264-268	меня	_	_	
4-3	269-277	препарат	_	_	
4-4	278-280	не	_	_	
4-5	281-289	вызывает	_	_	
4-6	290-300	сонливости	*	Other	
4-7	301-302	и	_	_	
4-8	303-306	это	_	_	
4-9	307-313	хорошо	_	_	
4-10	313-314	,	_	_	
4-11	315-321	значит	_	_	
