#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Здравствуйте, дорогие читатели и посетители сайта Отзовик!
1-1	0-12	Здравствуйте	_	_	_	_	
1-2	12-13	,	_	_	_	_	
1-3	14-21	дорогие	_	_	_	_	
1-4	22-30	читатели	_	_	_	_	
1-5	31-32	и	_	_	_	_	
1-6	33-43	посетители	_	_	_	_	
1-7	44-49	сайта	_	_	_	_	
1-8	50-57	Отзовик	_	_	_	_	
1-9	57-58	!	_	_	_	_	

#Text=Хочу поделиться с вами отзывом о снотворных таблетках "Красная звезда" Сондокс, которые я приобрела по рекомендации моей подруги.
2-1	59-63	Хочу	_	_	_	_	
2-2	64-74	поделиться	_	_	_	_	
2-3	75-76	с	_	_	_	_	
2-4	77-81	вами	_	_	_	_	
2-5	82-89	отзывом	_	_	_	_	
2-6	90-91	о	_	_	_	_	
2-7	92-102	снотворных	*	Drugclass	_	_	
2-8	103-112	таблетках	*	Drugform	_	_	
2-9	113-114	"	_	_	_	_	
2-10	114-121	Красная	_	_	_	_	
2-11	122-128	звезда	_	_	_	_	
2-12	128-129	"	_	_	_	_	
2-13	130-137	Сондокс	*	Drugname	_	_	
2-14	137-138	,	_	_	_	_	
2-15	139-146	которые	_	_	_	_	
2-16	147-148	я	_	_	_	_	
2-17	149-158	приобрела	_	_	_	_	
2-18	159-161	по	_	_	_	_	
2-19	162-174	рекомендации	_	_	_	_	
2-20	175-179	моей	_	_	_	_	
2-21	180-187	подруги	_	_	_	_	
2-22	187-188	.	_	_	_	_	

#Text=Кто из нас хоть один раз в жизни не сталкивался с проблемой бессонницы?
3-1	189-192	Кто	_	_	_	_	
3-2	193-195	из	_	_	_	_	
3-3	196-199	нас	_	_	_	_	
3-4	200-204	хоть	_	_	_	_	
3-5	205-209	один	_	_	_	_	
3-6	210-213	раз	_	_	_	_	
3-7	214-215	в	_	_	_	_	
3-8	216-221	жизни	_	_	_	_	
3-9	222-224	не	_	_	_	_	
3-10	225-236	сталкивался	_	_	_	_	
3-11	237-238	с	_	_	_	_	
3-12	239-248	проблемой	_	_	_	_	
3-13	249-259	бессонницы	*	DI	_	_	
3-14	259-260	?	_	_	_	_	

#Text=Наверное таких людей очень немного.
4-1	261-269	Наверное	_	_	_	_	
4-2	270-275	таких	_	_	_	_	
4-3	276-281	людей	_	_	_	_	
4-4	282-287	очень	_	_	_	_	
4-5	288-295	немного	_	_	_	_	
4-6	295-296	.	_	_	_	_	

#Text=Мне иногда бывает трудно уснуть после тяжелого дня или стресса.
5-1	297-300	Мне	_	_	_	_	
5-2	301-307	иногда	_	_	_	_	
5-3	308-314	бывает	_	_	_	_	
5-4	315-321	трудно	_	_	_	_	
5-5	322-328	уснуть	_	_	_	_	
5-6	329-334	после	_	_	_	_	
5-7	335-343	тяжелого	_	_	_	_	
5-8	344-347	дня	_	_	_	_	
5-9	348-351	или	_	_	_	_	
5-10	352-359	стресса	*	DI	_	_	
5-11	359-360	.	_	_	_	_	

#Text=На помощь быстро приходят таблетки "Сондокс", которые производят в городе Харьков.
6-1	361-363	На	_	_	_	_	
6-2	364-370	помощь	_	_	_	_	
6-3	371-377	быстро	_	_	_	_	
6-4	378-386	приходят	_	_	_	_	
6-5	387-395	таблетки	*	Drugform	_	_	
6-6	396-397	"	_	_	_	_	
6-7	397-404	Сондокс	*	Drugname	_	_	
6-8	404-405	"	_	_	_	_	
6-9	405-406	,	_	_	_	_	
6-10	407-414	которые	_	_	_	_	
6-11	415-425	производят	_	_	_	_	
6-12	426-427	в	_	_	_	_	
6-13	428-434	городе	_	_	_	_	
6-14	435-442	Харьков	_	_	_	_	
6-15	442-443	.	_	_	_	_	

#Text=Выпив одну таблетку сон долго не заставляет себя ждать.
7-1	444-449	Выпив	_	_	*->2-1	EF[2]	
7-2	450-454	одну	_	_	*->2-1	EF[2]	
7-3	455-463	таблетку	_	_	*->2-1	EF[2]	
7-4	464-467	сон	*	DI	*->2-1	EF[2]	
7-5	468-473	долго	_	_	*->2-1	EF[2]	
7-6	474-476	не	_	_	*->2-1	EF[2]	
7-7	477-487	заставляет	_	_	*->2-1	EF[2]	
7-8	488-492	себя	_	_	*->2-1	EF[2]	
7-9	493-498	ждать	_	_	*->2-1	EF[2]	
7-10	498-499	.	_	_	*->2-1	EF[2]	

#Text=Для меня это очень хорошее снотворное, хотя я посмотрела отзывы других людей и оказывается, что они мало кому подходят.
8-1	500-503	Для	_	_	*->1-1	EF[1]	
8-2	504-508	меня	_	_	*->1-1	EF[1]	
8-3	509-512	это	_	_	*->1-1	EF[1]	
8-4	513-518	очень	_	_	*->1-1	EF[1]	
8-5	519-526	хорошее	_	_	*->1-1	EF[1]	
8-6	527-537	снотворное	*	Drugclass	*->1-1	EF[1]	
8-7	537-538	,	_	_	*->1-1	EF[1]	
8-8	539-543	хотя	_	_	*->1-1	EF[1]	
8-9	544-545	я	_	_	*->1-1	EF[1]	
8-10	546-556	посмотрела	_	_	*->1-1	EF[1]	
8-11	557-563	отзывы	_	_	*->1-1	EF[1]	
8-12	564-570	других	_	_	*->1-1	EF[1]	
8-13	571-576	людей	_	_	*->1-1	EF[1]	
8-14	577-578	и	_	_	*->1-1	EF[1]	
8-15	579-590	оказывается	_	_	*->1-1	EF[1]	
8-16	590-591	,	_	_	*->1-1	EF[1]	
8-17	592-595	что	_	_	*->1-1	EF[1]	
8-18	596-599	они	_	_	*->1-1	EF[1]	
8-19	600-604	мало	_	_	*->1-1	EF[1]	
8-20	605-609	кому	_	_	*->1-1	EF[1]	
8-21	610-618	подходят	_	_	*->1-1	EF[1]	
8-22	618-619	.	_	_	*->1-1	EF[1]	

#Text=Препарат не дает зависимости и я легко утром от него проснулась.
9-1	620-628	Препарат	_	_	_	_	
9-2	629-631	не	_	_	_	_	
9-3	632-636	дает	_	_	_	_	
9-4	637-648	зависимости	_	_	_	_	
