EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
0,0,1,0,0,ADR[3],594103,3,0.03373110294342041,0.05629202723503113,0.899207592010498,0.024536162614822388,0.07621940970420837
1,0,1,0,0,EF[5]|ADR[6],594103,7,0.13618439435958862,0.06834211945533752,0.9461775422096252,0.06230327486991882,0.07545021176338196
0,0,0,0,0,NEUTRAL,594103,6,0.01483839750289917,0.024307548999786377,0.021349668502807617,0.02326679229736328,0.02976226806640625
0,0,0,1,0,DI[4],652119,1,0.018780052661895752,0.016544580459594727,0.013368606567382812,0.9238978028297424,0.08625629544258118
1,0,0,0,1,EF[9]|Finding[3],652119,6,0.9379419088363647,0.13535070419311523,0.05260249972343445,0.9601283073425293,0.10741287469863892
0,0,0,0,1,Finding[5],652119,7,0.34437286853790283,0.19020047783851624,0.012159585952758789,0.9751318693161011,0.060696572065353394
0,0,0,1,0,DI[6],652119,8,0.0138988196849823,0.03044632077217102,0.04602751135826111,0.9377768039703369,0.2451457679271698
0,0,1,0,0,ADR[7],652119,10,0.01816350221633911,0.01838374137878418,0.029844284057617188,0.9614449739456177,0.10948264598846436
0,0,1,1,0,ADR[8]|DI[1],652119,14,0.020321041345596313,0.024464040994644165,0.01950627565383911,0.9595372676849365,0.09269750118255615
0,0,0,1,0,DI[2],652119,16,0.016944527626037598,0.02035367488861084,0.011640667915344238,0.9030367732048035,0.08555257320404053
0,0,0,0,0,NEUTRAL,652119,5,0.019924312829971313,0.013432174921035767,0.019599169492721558,0.03092542290687561,0.033072978258132935
1,0,0,1,0,EF[6]|DI[5],639476,2,0.9487701654434204,0.03577902913093567,0.04514765739440918,0.9194443225860596,0.10564634203910828
1,0,0,0,1,EF[3]|Finding[4],639476,3,0.520889163017273,0.0687904953956604,0.023871809244155884,0.9561145901679993,0.0975615382194519
0,0,0,1,0,DI[2],639476,9,0.17305365204811096,0.07597297430038452,0.01736694574356079,0.98369300365448,0.07151836156845093
0,0,0,1,0,DI[1],639476,10,0.021748989820480347,0.020167112350463867,0.015242427587509155,0.9489233493804932,0.08756667375564575
0,0,0,0,0,NEUTRAL,639476,6,0.04490464925765991,0.025733977556228638,0.0060905516147613525,0.1599503457546234,0.049459606409072876
0,0,0,0,1,Finding[5],884467,1,0.05128750205039978,0.010094404220581055,0.06726443767547607,0.7068169116973877,0.36699968576431274
0,0,0,1,0,DI[4],884467,4,0.10416314005851746,0.05111733078956604,0.01320222020149231,0.9786922931671143,0.07461896538734436
0,0,0,1,0,DI[1],884467,5,0.06200385093688965,0.07598665356636047,0.015182405710220337,0.9785520434379578,0.09130322933197021
0,0,0,1,0,DI[3],884467,8,0.021150410175323486,0.017934799194335938,0.01507568359375,0.941716730594635,0.07417058944702148
1,0,0,0,0,EF[2],884467,11,0.667631983757019,0.013104885816574097,0.014691591262817383,0.10583657026290894,0.03912067413330078
0,0,0,0,0,NEUTRAL,884467,2,0.02207520604133606,0.019691675901412964,0.017658859491348267,0.022330373525619507,0.029382824897766113
0,0,0,1,0,DI[3],2491250,1,0.08382904529571533,0.03371703624725342,0.09197232127189636,0.9765689373016357,0.28278830647468567
0,0,0,1,0,DI[1],2491250,2,0.015223205089569092,0.01866436004638672,0.019747942686080933,0.9423553943634033,0.1000242829322815
0,0,0,1,0,DI[7],2491250,3,0.03477934002876282,0.010037928819656372,0.8244386315345764,0.1778528392314911,0.12489083409309387
0,1,0,0,0,INF[4],2491250,5,0.05495545268058777,0.17931890487670898,0.017083734273910522,0.9752103686332703,0.11055019497871399
0,1,0,1,0,INF[5]|DI[2],2491250,6,0.5088275074958801,0.7366623282432556,0.04695391654968262,0.9384629726409912,0.1187436580657959
0,0,0,0,1,Finding[6],2491250,7,0.9368579387664795,0.08705222606658936,0.5701788663864136,0.9345160722732544,0.229923814535141
0,0,0,0,0,NEUTRAL,2491250,8,0.02355194091796875,0.012455523014068604,0.018345922231674194,0.029564499855041504,0.02952602505683899
0,0,0,1,0,DI[1],2404812,2,0.031241506338119507,0.022773295640945435,0.019224733114242554,0.9665647149085999,0.0911342203617096
0,0,0,1,0,DI[2],2404812,4,0.012899577617645264,0.013894319534301758,0.0393412709236145,0.4011290371417999,0.25365114212036133
0,0,1,0,0,ADR[3],2404812,6,0.04410743713378906,0.012553751468658447,0.504420280456543,0.041895776987075806,0.3694995045661926
0,0,1,0,0,ADR[4],2404812,7,0.052815407514572144,0.03542378544807434,0.37000757455825806,0.045505672693252563,0.5637565851211548
0,0,0,0,0,NEUTRAL,2404812,8,0.04497972130775452,0.014660805463790894,0.011871546506881714,0.029063493013381958,0.02357199788093567
1,0,0,0,0,EF[1],565283,2,0.9750391244888306,0.02527657151222229,0.09858530759811401,0.4547191560268402,0.1090526282787323
0,0,0,0,1,Finding[2],565283,9,0.23161575198173523,0.013953059911727905,0.04102545976638794,0.8893328905105591,0.12883087992668152
0,0,0,0,0,NEUTRAL,565283,3,0.04125279188156128,0.36442768573760986,0.01677161455154419,0.012817978858947754,0.03317597508430481
0,0,1,1,0,ADR[2]|DI[3],2439532,4,0.0874859094619751,0.12683099508285522,0.9758990406990051,0.4358789026737213,0.18484261631965637
