#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Первый раз дочке назначили в 2008 году.
1-1	0-6	Первый	_	_	_	_	
1-2	7-10	раз	_	_	_	_	
1-3	11-16	дочке	_	_	_	_	
1-4	17-26	назначили	_	_	_	_	
1-5	27-28	в	_	_	_	_	
1-6	29-33	2008	_	_	_	_	
1-7	34-38	году	_	_	_	_	
1-8	38-39	.	_	_	_	_	

#Text=Ей было три месяца и у нас нашли кисты в мозгу.
2-1	40-42	Ей	_	_	_	_	
2-2	43-47	было	_	_	_	_	
2-3	48-51	три	_	_	_	_	
2-4	52-58	месяца	_	_	_	_	
2-5	59-60	и	_	_	_	_	
2-6	61-62	у	_	_	_	_	
2-7	63-66	нас	_	_	_	_	
2-8	67-72	нашли	_	_	_	_	
2-9	73-78	кисты	*[1]	DI[1]	_	_	
2-10	79-80	в	*[1]	DI[1]	_	_	
2-11	81-86	мозгу	*[1]	DI[1]	_	_	
2-12	86-87	.	_	_	_	_	

#Text=Пили два месяца.
3-1	88-92	Пили	_	_	_	_	
3-2	93-96	два	_	_	_	_	
3-3	97-103	месяца	_	_	_	_	
3-4	103-104	.	_	_	_	_	

#Text=Да, эффект был, кисты рассосались.
4-1	105-107	Да	_	_	*->3-1	EF[3]	
4-2	107-108	,	_	_	*->3-1	EF[3]	
4-3	109-115	эффект	_	_	*->3-1	EF[3]	
4-4	116-119	был	_	_	*->3-1	EF[3]	
4-5	119-120	,	_	_	*->3-1	EF[3]	
4-6	121-126	кисты	*	DI	*->3-1	EF[3]	
4-7	127-138	рассосались	_	_	*->3-1	EF[3]	
4-8	138-139	.	_	_	*->3-1	EF[3]	

#Text=Когда дочке было три года начали замечать, что она почти не разговаривает.
5-1	140-145	Когда	_	_	_	_	
5-2	146-151	дочке	_	_	_	_	
5-3	152-156	было	_	_	_	_	
5-4	157-160	три	_	_	_	_	
5-5	161-165	года	_	_	_	_	
5-6	166-172	начали	_	_	_	_	
5-7	173-181	замечать	_	_	_	_	
5-8	181-182	,	_	_	_	_	
5-9	183-186	что	_	_	_	_	
5-10	187-190	она	_	_	_	_	
5-11	191-196	почти	_	_	_	_	
5-12	197-199	не	*[2]	DI[2]	_	_	
5-13	200-213	разговаривает	*[2]	DI[2]	_	_	
5-14	213-214	.	_	_	_	_	

#Text=Очень маленький словарный запас.
6-1	215-220	Очень	_	_	_	_	
6-2	221-230	маленький	_	_	_	_	
6-3	231-240	словарный	_	_	_	_	
6-4	241-246	запас	_	_	_	_	
6-5	246-247	.	_	_	_	_	

#Text=И тогда опять обратились к невропатологу.
7-1	248-249	И	_	_	_	_	
7-2	250-255	тогда	_	_	_	_	
7-3	256-261	опять	_	_	_	_	
7-4	262-272	обратились	_	_	_	_	
7-5	273-274	к	_	_	_	_	
7-6	275-288	невропатологу	_	_	_	_	
7-7	288-289	.	_	_	_	_	

#Text=Он назначил раствор на два месяца.
8-1	290-292	Он	_	_	_	_	
8-2	293-301	назначил	_	_	_	_	
8-3	302-309	раствор	*	Drugform	_	_	
8-4	310-312	на	_	_	_	_	
8-5	313-316	два	_	_	_	_	
8-6	317-323	месяца	_	_	_	_	
8-7	323-324	.	_	_	_	_	

#Text=Сказать, что толку не было - не сказать ничего.
9-1	325-332	Сказать	_	_	*->2-1	INF[2]	
9-2	332-333	,	_	_	*->2-1	INF[2]	
9-3	334-337	что	_	_	*->2-1	INF[2]	
9-4	338-343	толку	_	_	*->2-1	INF[2]	
9-5	344-346	не	_	_	*->2-1	INF[2]	
9-6	347-351	было	_	_	*->2-1	INF[2]	
9-7	352-353	-	_	_	*->2-1	INF[2]	
9-8	354-356	не	_	_	*->2-1	INF[2]	
9-9	357-364	сказать	_	_	*->2-1	INF[2]	
9-10	365-371	ничего	_	_	*->2-1	INF[2]	
9-11	371-372	.	_	_	*->2-1	INF[2]	

#Text=А как оказалось потом нам вообще нужны были другие препараты.
10-1	373-374	А	_	_	_	_	
10-2	375-378	как	_	_	_	_	
10-3	379-388	оказалось	_	_	_	_	
10-4	389-394	потом	_	_	_	_	
10-5	395-398	нам	_	_	_	_	
10-6	399-405	вообще	_	_	_	_	
10-7	406-411	нужны	_	_	_	_	
10-8	412-416	были	_	_	_	_	
10-9	417-423	другие	_	_	_	_	
10-10	424-433	препараты	_	_	_	_	
10-11	433-434	.	_	_	_	_	

#Text=Наши врачи в поликлиниках очень любят назначать это лекарство, а ведь стоит он дорого.
11-1	435-439	Наши	_	_	_	_	
11-2	440-445	врачи	_	_	_	_	
11-3	446-447	в	_	_	_	_	
11-4	448-460	поликлиниках	_	_	_	_	
11-5	461-466	очень	_	_	_	_	
11-6	467-472	любят	_	_	_	_	
11-7	473-482	назначать	_	_	_	_	
11-8	483-486	это	_	_	_	_	
11-9	487-496	лекарство	_	_	_	_	
11-10	496-497	,	_	_	_	_	
11-11	498-499	а	_	_	_	_	
11-12	500-504	ведь	_	_	_	_	
11-13	505-510	стоит	_	_	_	_	
11-14	511-513	он	_	_	_	_	
11-15	514-520	дорого	_	_	_	_	
11-16	520-521	.	_	_	_	_	

#Text=Да и бог с ценой, но ведь часто он вообще не помогает.
12-1	522-524	Да	_	_	*->4-1	INF[4]	
12-2	525-526	и	_	_	*->4-1	INF[4]	
12-3	527-530	бог	_	_	*->4-1	INF[4]	
12-4	531-532	с	_	_	*->4-1	INF[4]	
12-5	533-538	ценой	_	_	*->4-1	INF[4]	
12-6	538-539	,	_	_	*->4-1	INF[4]	
12-7	540-542	но	_	_	*->4-1	INF[4]	
