#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=С таблетками глицина знакома еще с детства.
1-1	0-1	С	_	_	_	_	
1-2	2-12	таблетками	*	Drugform	_	_	
1-3	13-20	глицина	*	Drugname	_	_	
1-4	21-28	знакома	_	_	_	_	
1-5	29-32	еще	_	_	_	_	
1-6	33-34	с	_	_	_	_	
1-7	35-42	детства	_	_	_	_	
1-8	42-43	.	_	_	_	_	

#Text=Это самое легкое и безопасное средство для успокоения нервной системы и улучшения памяти.
2-1	44-47	Это	_	_	_	_	
2-2	48-53	самое	_	_	_	_	
2-3	54-60	легкое	_	_	_	_	
2-4	61-62	и	_	_	_	_	
2-5	63-73	безопасное	_	_	_	_	
2-6	74-82	средство	_	_	_	_	
2-7	83-86	для	_	_	_	_	
2-8	87-97	успокоения	*[1]	DI[1]	_	_	
2-9	98-105	нервной	*[1]	DI[1]	_	_	
2-10	106-113	системы	*[1]	DI[1]	_	_	
2-11	114-115	и	_	_	_	_	
2-12	116-125	улучшения	*[2]	DI[2]	_	_	
2-13	126-132	памяти	*[2]	DI[2]	_	_	
2-14	132-133	.	_	_	_	_	

#Text=Уже во взрослом возрасте врач-невролог мне сказала очень интересную вещь: Если вы не можете уснуть, то достаточно 2-3 таблетки глицина и вы заснете сном младенца.
3-1	134-137	Уже	_	_	_	_	
3-2	138-140	во	_	_	_	_	
3-3	141-149	взрослом	_	_	_	_	
3-4	150-158	возрасте	_	_	_	_	
3-5	159-172	врач-невролог	_	_	_	_	
3-6	173-176	мне	_	_	_	_	
3-7	177-184	сказала	_	_	_	_	
3-8	185-190	очень	_	_	_	_	
3-9	191-201	интересную	_	_	_	_	
3-10	202-206	вещь	_	_	_	_	
3-11	206-207	:	_	_	_	_	
3-12	208-212	Если	_	_	_	_	
3-13	213-215	вы	_	_	_	_	
3-14	216-218	не	_	_	_	_	
3-15	219-225	можете	_	_	_	_	
3-16	226-232	уснуть	_	_	_	_	
3-17	232-233	,	_	_	_	_	
3-18	234-236	то	_	_	_	_	
3-19	237-247	достаточно	_	_	_	_	
3-20	248-251	2-3	_	_	_	_	
3-21	252-260	таблетки	_	_	_	_	
3-22	261-268	глицина	*	Drugname	_	_	
3-23	269-270	и	_	_	_	_	
3-24	271-273	вы	_	_	_	_	
3-25	274-281	заснете	_	_	_	_	
3-26	282-286	сном	_	_	_	_	
3-27	287-295	младенца	_	_	_	_	
3-28	295-296	.	_	_	_	_	

#Text=Это правда.
4-1	297-300	Это	_	_	_	_	
4-2	301-307	правда	_	_	_	_	
4-3	307-308	.	_	_	_	_	

#Text=Валерьяна мне не помогает, фенозепамом я не увлекаюсь, а вот безопасный глицин отлично помогает заснуть, при чем очень быстро.
5-1	309-318	Валерьяна	*	Drugname	*->6-1|*->7-1	EF[6]|INF[7]	
5-2	319-322	мне	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-3	323-325	не	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-4	326-334	помогает	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-5	334-335	,	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-6	336-347	фенозепамом	*	Drugname	*->6-1|*->7-1	EF[6]|INF[7]	
5-7	348-349	я	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-8	350-352	не	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-9	353-362	увлекаюсь	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-10	362-363	,	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-11	364-365	а	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-12	366-369	вот	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-13	370-380	безопасный	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-14	381-387	глицин	*	Drugname	*->6-1|*->7-1	EF[6]|INF[7]	
5-15	388-395	отлично	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-16	396-404	помогает	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-17	405-412	заснуть	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-18	412-413	,	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-19	414-417	при	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-20	418-421	чем	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-21	422-427	очень	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-22	428-434	быстро	_	_	*->6-1|*->7-1	EF[6]|INF[7]	
5-23	434-435	.	_	_	*->6-1|*->7-1	EF[6]|INF[7]	

#Text=Попробуйте!
6-1	436-446	Попробуйте	_	_	_	_	
6-2	446-447	!	_	_	_	_	

#Text=Также я всегда ношу Глицин в кармашке моей дамской сумочке.
7-1	448-453	Также	_	_	_	_	
7-2	454-455	я	_	_	_	_	
7-3	456-462	всегда	_	_	_	_	
7-4	463-467	ношу	_	_	_	_	
7-5	468-474	Глицин	*	Drugname	_	_	
