#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Энцефабол нам был назначен, так как у нашего малыша основная проблема это ЗРР плюс он иногда еще моргал глазками.
1-1	0-9	Энцефабол	*	Drugname	_	_	
1-2	10-13	нам	_	_	_	_	
1-3	14-17	был	_	_	_	_	
1-4	18-26	назначен	_	_	_	_	
1-5	26-27	,	_	_	_	_	
1-6	28-31	так	_	_	_	_	
1-7	32-35	как	_	_	_	_	
1-8	36-37	у	_	_	_	_	
1-9	38-44	нашего	_	_	_	_	
1-10	45-51	малыша	_	_	_	_	
1-11	52-60	основная	_	_	_	_	
1-12	61-69	проблема	_	_	_	_	
1-13	70-73	это	_	_	_	_	
1-14	74-77	ЗРР	*	DI	_	_	
1-15	78-82	плюс	_	_	_	_	
1-16	83-85	он	_	_	_	_	
1-17	86-92	иногда	_	_	_	_	
1-18	93-96	еще	_	_	_	_	
1-19	97-103	моргал	*[1]	DI[1]	_	_	
1-20	104-112	глазками	*[1]	DI[1]	_	_	
1-21	112-113	.	_	_	_	_	

#Text=Сам сиропчик приятный на вкус, но как по мне немного сладковат, давала я его малышу с помощью шприца (без иголки) ему так было интересней, чем с обычной ложечкой).
2-1	114-117	Сам	_	_	_	_	
2-2	118-126	сиропчик	*	Drugform	_	_	
2-3	127-135	приятный	_	_	_	_	
2-4	136-138	на	_	_	_	_	
2-5	139-143	вкус	_	_	_	_	
2-6	143-144	,	_	_	_	_	
2-7	145-147	но	_	_	_	_	
2-8	148-151	как	_	_	_	_	
2-9	152-154	по	_	_	_	_	
2-10	155-158	мне	_	_	_	_	
2-11	159-166	немного	_	_	_	_	
2-12	167-176	сладковат	_	_	_	_	
2-13	176-177	,	_	_	_	_	
2-14	178-184	давала	_	_	_	_	
2-15	185-186	я	_	_	_	_	
2-16	187-190	его	_	_	_	_	
2-17	191-197	малышу	_	_	_	_	
2-18	198-199	с	_	_	_	_	
2-19	200-207	помощью	_	_	_	_	
2-20	208-214	шприца	_	_	_	_	
2-21	215-216	(	_	_	_	_	
2-22	216-219	без	_	_	_	_	
2-23	220-226	иголки	_	_	_	_	
2-24	226-227	)	_	_	_	_	
2-25	228-231	ему	_	_	_	_	
2-26	232-235	так	_	_	_	_	
2-27	236-240	было	_	_	_	_	
2-28	241-251	интересней	_	_	_	_	
2-29	251-252	,	_	_	_	_	
