EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
0,0,1,0,0,ADR[3],594103,3,0.026588141918182373,0.028342753648757935,0.9665952920913696,0.018604367971420288,0.033125072717666626
1,0,1,0,0,EF[5]|ADR[6],594103,7,0.14739304780960083,0.06200101971626282,0.9807116985321045,0.06007665395736694,0.0358295738697052
0,0,0,0,0,NEUTRAL,594103,6,0.037464916706085205,0.006103634834289551,0.005358338356018066,0.33319327235221863,0.0031549036502838135
0,0,0,1,0,DI[4],652119,1,0.013574957847595215,0.01641729474067688,0.012361079454421997,0.38233524560928345,0.7505244016647339
1,0,0,0,1,EF[9]|Finding[3],652119,6,0.972856879234314,0.03821846842765808,0.028547853231430054,0.9888086318969727,0.07291644811630249
0,0,0,0,1,Finding[5],652119,7,0.2521355450153351,0.1799980103969574,0.022003233432769775,0.9971939325332642,0.08531704545021057
0,0,0,1,0,DI[6],652119,8,0.010391920804977417,0.021513938903808594,0.012454003095626831,0.643259584903717,0.7470093965530396
0,0,1,0,0,ADR[7],652119,10,0.0041093528270721436,0.02314049005508423,0.01399540901184082,0.9653100371360779,0.19148671627044678
0,0,1,1,0,ADR[8]|DI[1],652119,14,0.005902469158172607,0.019413620233535767,0.010565787553787231,0.9827030897140503,0.05257582664489746
0,0,0,1,0,DI[2],652119,16,0.01233595609664917,0.03255048394203186,0.009332478046417236,0.4687877893447876,0.7527896165847778
0,0,0,0,0,NEUTRAL,652119,5,0.011197090148925781,0.011817306280136108,0.010484129190444946,0.0148639976978302,0.007773995399475098
1,0,0,1,0,EF[6]|DI[5],639476,2,0.758776068687439,0.02374783158302307,0.011503666639328003,0.990143358707428,0.02246883511543274
1,0,0,0,1,EF[3]|Finding[4],639476,3,0.9771307110786438,0.026006609201431274,0.18319040536880493,0.9882746934890747,0.14307239651679993
0,0,0,1,0,DI[2],639476,9,0.007967382669448853,0.026503324508666992,0.008495330810546875,0.9676223397254944,0.009091287851333618
0,0,0,1,0,DI[1],639476,10,0.013077616691589355,0.032199740409851074,0.010458648204803467,0.9855550527572632,0.013374179601669312
0,0,0,0,0,NEUTRAL,639476,6,0.35067370533943176,0.004024893045425415,0.004052788019180298,0.6639833450317383,0.013605564832687378
0,0,0,0,1,Finding[5],884467,1,0.007454246282577515,0.006321698427200317,0.004173547029495239,0.22667965292930603,0.08351203799247742
0,0,0,1,0,DI[4],884467,4,0.012228637933731079,0.047978758811950684,0.010268807411193848,0.9836333394050598,0.01041904091835022
0,0,0,1,0,DI[1],884467,5,0.27761250734329224,0.08256569504737854,0.015453487634658813,0.9957069158554077,0.020456135272979736
0,0,0,1,0,DI[3],884467,8,0.0076039135456085205,0.02543419599533081,0.00912138819694519,0.9812297224998474,0.021408110857009888
1,0,0,0,0,EF[2],884467,11,0.5480315685272217,0.0034926533699035645,0.005662441253662109,0.34952205419540405,0.0061157941818237305
0,0,0,0,0,NEUTRAL,884467,2,0.007024675607681274,0.022290199995040894,0.01284635066986084,0.010659277439117432,0.009944796562194824
0,0,0,1,0,DI[3],2491250,1,0.013725370168685913,0.02017080783843994,0.1316070854663849,0.02861425280570984,0.8008928298950195
0,0,0,1,0,DI[1],2491250,2,0.008900105953216553,0.02152848243713379,0.009620964527130127,0.9845662117004395,0.021039217710494995
0,0,0,1,0,DI[7],2491250,3,0.006986021995544434,0.004252046346664429,0.8614710569381714,0.11216354370117188,0.13431406021118164
0,1,0,0,0,INF[4],2491250,5,0.005605131387710571,0.49669313430786133,0.003315567970275879,0.8033199310302734,0.09855517745018005
0,1,0,1,0,INF[5]|DI[2],2491250,6,0.03272116184234619,0.6195238828659058,0.017233610153198242,0.004264324903488159,0.017068177461624146
0,0,0,0,1,Finding[6],2491250,7,0.8488210439682007,0.015451908111572266,0.01783159375190735,0.9895461797714233,0.03517904877662659
0,0,0,0,0,NEUTRAL,2491250,8,0.006799280643463135,0.02812984585762024,0.011619001626968384,0.010969489812850952,0.009720683097839355
0,0,0,1,0,DI[1],2404812,2,0.005217820405960083,0.0178583562374115,0.005807667970657349,0.9481848478317261,0.13394862413406372
0,0,0,1,0,DI[2],2404812,4,0.00591433048248291,0.010046660900115967,0.0061650872230529785,0.8316818475723267,0.006039619445800781
0,0,1,0,0,ADR[3],2404812,6,0.0072904229164123535,0.006467938423156738,0.007877528667449951,0.8007902503013611,0.304379940032959
0,0,1,0,0,ADR[4],2404812,7,0.023149192333221436,0.01554456353187561,0.013979434967041016,0.2532004117965698,0.7837297916412354
0,0,0,0,0,NEUTRAL,2404812,8,0.007869452238082886,0.0041761696338653564,0.01268690824508667,0.04517367482185364,0.008603483438491821
1,0,0,0,0,EF[1],565283,2,0.8319171667098999,0.019779711961746216,0.04380512237548828,0.011739611625671387,0.029294252395629883
0,0,0,0,1,Finding[2],565283,9,0.43897125124931335,0.4076288640499115,0.032879263162612915,0.9945411682128906,0.06511282920837402
0,0,0,0,0,NEUTRAL,565283,3,0.010269731283187866,0.4039524495601654,0.015762001276016235,0.0050389766693115234,0.020290523767471313
0,0,1,1,0,ADR[2]|DI[3],2439532,4,0.010244309902191162,0.017321228981018066,0.9705151319503784,0.09290429949760437,0.09692814946174622
0,0,1,0,0,ADR[4],2439532,5,0.876731276512146,0.011490106582641602,0.009775161743164062,0.9126346707344055,0.009368658065795898
0,0,0,1,0,DI[1],2439532,6,0.006572991609573364,0.006030261516571045,0.015863656997680664,0.9021941423416138,0.24886518716812134
0,0,0,0,0,NEUTRAL,2439532,10,0.008832395076751709,0.007783710956573486,0.014481544494628906,0.01250547170639038,0.01894804835319519
0,0,0,1,0,DI[2],877448,1,0.006268858909606934,0.022857308387756348,0.009282857179641724,0.9812982082366943,0.03438153862953186
0,0,1,0,0,ADR[3],877448,5,0.017335563898086548,0.010148853063583374,0.970831036567688,0.08412548899650574,0.0983305275440216
0,0,1,0,0,ADR[4],877448,6,0.01786816120147705,0.42939522862434387,0.02098652720451355,0.0036928653717041016,0.026295125484466553
0,0,0,0,1,Finding[1],877448,7,0.32103121280670166,0.03160378336906433,0.011766999959945679,0.9948720932006836,0.03177604079246521
0,0,0,0,0,NEUTRAL,877448,9,0.02244645357131958,0.05764678120613098,0.01278454065322876,0.004125267267227173,0.01401287317276001
