EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
0,0,0,0,0,NEUTRAL,877405,4,0.04319539666175842,0.013918578624725342,0.01260724663734436,0.012527555227279663,0.01032102108001709
0,0,0,0,1,Finding[2],2886803,2,0.01350259780883789,0.0856344997882843,0.04446879029273987,0.16650250554084778,0.8439548015594482
0,0,1,0,0,ADR[3],2886803,3,0.01797431707382202,0.01852932572364807,0.9650816917419434,0.02016618847846985,0.037286847829818726
0,0,1,0,0,ADR[1],2886803,5,0.011816024780273438,0.0479048490524292,0.14072716236114502,0.15774187445640564,0.877901554107666
0,0,0,0,0,NEUTRAL,2886803,4,0.007832348346710205,0.4971138834953308,0.06607910990715027,0.0033248960971832275,0.03450629115104675
0,0,0,1,0,DI[2],5801040,7,0.010335564613342285,0.007323533296585083,0.01944756507873535,0.9680726528167725,0.12031301856040955
1,0,0,0,0,EF[1],5801040,10,0.008102983236312866,0.6542565822601318,0.013019829988479614,0.012768864631652832,0.033414244651794434
0,0,0,0,0,NEUTRAL,5801040,13,0.9747068881988525,0.03690800070762634,0.04365110397338867,0.01815381646156311,0.04440104961395264
0,0,0,1,0,DI[1],24065,1,0.014157652854919434,0.03813648223876953,0.9795541763305664,0.03360345959663391,0.04816126823425293
0,0,0,1,0,DI[5],24065,2,0.021621614694595337,0.009899616241455078,0.013959676027297974,0.984347403049469,0.023892194032669067
1,0,0,0,0,EF[3],24065,6,0.9113050699234009,0.018694400787353516,0.021891355514526367,0.016883164644241333,0.030014097690582275
0,0,0,1,0,DI[2],24065,8,0.10368087887763977,0.010596752166748047,0.014312952756881714,0.987761378288269,0.016758084297180176
1,0,0,0,0,EF[4],24065,10,0.6033231616020203,0.02019992470741272,0.01601913571357727,0.008863836526870728,0.014136075973510742
0,0,0,0,0,NEUTRAL,24065,4,0.011960655450820923,0.006711423397064209,0.00548514723777771,0.7372217178344727,0.10206601023674011
0,1,0,0,0,INF[2],217439,4,0.05477753281593323,0.9857925176620483,0.02471354603767395,0.11539414525032043,0.031667470932006836
0,0,1,0,0,ADR[5],217439,5,0.0036900341510772705,0.018891215324401855,0.0046762824058532715,0.42632344365119934,0.06510648131370544
0,0,1,0,0,ADR[4],217439,6,0.006392776966094971,0.029505938291549683,0.014364689588546753,0.011538922786712646,0.08947044610977173
0,0,0,0,1,Finding[1],217439,8,0.015524715185165405,0.02647581696510315,0.02476555109024048,0.13430047035217285,0.677780032157898
0,0,1,0,0,ADR[3],217439,9,0.011359632015228271,0.01713767647743225,0.007194489240646362,0.9606654644012451,0.015086948871612549
0,0,0,0,0,NEUTRAL,217439,1,0.008501172065734863,0.009208858013153076,0.01038786768913269,0.5950446724891663,0.31522974371910095
0,1,0,0,0,INF[1],2706079,2,0.007433652877807617,0.6766016483306885,0.05692300200462341,0.00428086519241333,0.09103628993034363
0,0,0,0,0,NEUTRAL,2706079,4,0.00809374451637268,0.007212460041046143,0.11044949293136597,0.008007615804672241,0.06914609670639038
0,0,0,0,1,Finding[4],2734199,1,0.015458524227142334,0.010339170694351196,0.009873777627944946,0.9769598841667175,0.10355469584465027
0,0,0,0,1,Finding[2],2734199,3,0.42216628789901733,0.027578353881835938,0.0058193206787109375,0.9829643368721008,0.01934260129928589
0,0,1,1,1,ADR[1]|DI[3]|Finding[5],2734199,6,0.01665356755256653,0.01797279715538025,0.6987175941467285,0.957648754119873,0.1474059820175171
0,0,0,0,0,NEUTRAL,2734199,8,0.011758804321289062,0.01835489273071289,0.011679083108901978,0.014377057552337646,0.01526486873626709
0,0,0,1,0,DI[3],2689254,2,0.042771875858306885,0.01062685251235962,0.00982201099395752,0.9851275086402893,0.017550796270370483
0,0,1,0,0,ADR[1],2689254,6,0.007779419422149658,0.021856755018234253,0.43419766426086426,0.27823692560195923,0.8347868919372559
0,0,1,0,0,ADR[2],2689254,7,0.024455398321151733,0.03236699104309082,0.09200957417488098,0.704662561416626,0.891067385673523
0,0,0,0,1,Finding[4],2689254,8,0.006469398736953735,0.046035587787628174,0.04809251427650452,0.4406290650367737,0.7100424766540527
0,0,0,0,0,NEUTRAL,2689254,5,0.9568130373954773,0.025817155838012695,0.09347015619277954,0.012501358985900879,0.024171918630599976
0,0,0,1,0,DI[1],2883218,2,0.005237758159637451,0.015228897333145142,0.0162353515625,0.9539490938186646,0.21615341305732727
0,0,1,0,0,ADR[2],2883218,4,0.029543280601501465,0.028233617544174194,0.975224494934082,0.02980417013168335,0.024903446435928345
0,0,1,0,0,ADR[3],2883218,9,0.008484303951263428,0.015924721956253052,0.016872376203536987,0.9733090400695801,0.1706424355506897
0,0,0,0,0,NEUTRAL,2883218,7,0.8373110294342041,0.012610435485839844,0.009810030460357666,0.046581268310546875,0.011999368667602539
0,0,0,1,0,DI[6],901487,1,0.024653255939483643,0.05659791827201843,0.2666771411895752,0.19867324829101562,0.9293639659881592
0,1,0,0,0,INF[5],901487,2,0.03141069412231445,0.04283013939857483,0.009957343339920044,0.009516805410385132,0.01078808307647705
1,1,1,1,0,EF[1]|INF[7]|ADR[8]|DI[4],901487,5,0.029406368732452393,0.016828060150146484,0.9771476984024048,0.09981682896614075,0.03280162811279297
0,0,1,0,0,ADR[2],901487,6,0.009898245334625244,0.006090342998504639,0.751178503036499,0.018732726573944092,0.13324621319770813
0,0,1,0,0,ADR[3],901487,8,0.017086893320083618,0.030698150396347046,0.9705894589424133,0.016108691692352295,0.03816607594490051
0,0,0,0,0,NEUTRAL,901487,3,0.010220050811767578,0.005606234073638916,0.005365133285522461,0.7038261294364929,0.018003076314926147
0,0,0,1,0,DI[3],2869916,1,0.012762606143951416,0.011905074119567871,0.011415243148803711,0.9775322079658508,0.02348989248275757
0,0,0,1,0,DI[1],2869916,2,0.00995209813117981,0.012559235095977783,0.01259458065032959,0.9799937009811401,0.0311926007270813
1,0,0,0,0,EF[2],2869916,8,0.9678300619125366,0.02173161506652832,0.02233925461769104,0.03618478775024414,0.028843730688095093
1,0,0,1,0,EF[4]|DI[5],2869916,9,0.5078002214431763,0.030338436365127563,0.024309009313583374,0.9951777458190918,0.031879276037216187
0,0,0,1,0,DI[6],2869916,11,0.016689777374267578,0.009983241558074951,0.009162724018096924,0.9789596796035767,0.023745059967041016
0,0,0,0,0,NEUTRAL,2869916,4,0.01845449209213257,0.011401534080505371,0.015658676624298096,0.009832531213760376,0.020413130521774292
0,0,0,1,0,DI[6],792635,1,0.9618420600891113,0.009430378675460815,0.02217581868171692,0.9422807693481445,0.021427184343338013
0,0,0,1,0,DI[4],792635,2,0.021116167306900024,0.014429569244384766,0.9693334102630615,0.03936505317687988,0.03435125946998596
1,0,0,1,0,EF[2]|DI[8],792635,7,0.9863414764404297,0.01942536234855652,0.019627869129180908,0.9190438985824585,0.04059407114982605
1,0,1,0,0,EF[3]|ADR[1],792635,10,0.9924943447113037,0.031228244304656982,0.2238554060459137,0.5599554777145386,0.049251705408096313
0,0,0,1,0,DI[7],792635,11,0.008612453937530518,0.00884595513343811,0.005556583404541016,0.9150065183639526,0.027301818132400513
0,0,0,0,1,Finding[5],792635,13,0.023548156023025513,0.07092747092247009,0.07169073820114136,0.02799808979034424,0.8289886713027954
0,0,0,0,0,NEUTRAL,792635,5,0.022316396236419678,0.008772134780883789,0.011876344680786133,0.0143280029296875,0.01915830373764038
0,0,0,1,0,DI[3],641485,3,0.003476768732070923,0.018516480922698975,0.005901932716369629,0.874950647354126,0.04232320189476013
0,1,0,0,0,INF[2],641485,5,0.09286373853683472,0.9763953685760498,0.02189779281616211,0.04746803641319275,0.03383633494377136
0,1,0,0,0,INF[1],641485,6,0.9068036079406738,0.032348424196243286,0.009450554847717285,0.030850470066070557,0.02081283926963806
0,0,0,0,0,NEUTRAL,641485,2,0.009525775909423828,0.025944441556930542,0.0077179670333862305,0.028119951486587524,0.01144111156463623
1,0,0,1,0,EF[1]|DI[2],594839,1,0.013223767280578613,0.06582015752792358,0.1099625825881958,0.9497637748718262,0.42304545640945435
0,0,1,0,0,ADR[5],594839,2,0.026163220405578613,0.01851794123649597,0.8268246054649353,0.007886946201324463,0.02150404453277588
1,1,0,1,0,INF[3]|EF[6]|DI[4],594839,3,0.005056887865066528,0.8376035094261169,0.6514381766319275,0.011393249034881592,0.4616360664367676
0,0,0,0,0,NEUTRAL,594839,5,0.8573994040489197,0.011595338582992554,0.01690170168876648,0.026804208755493164,0.013492673635482788
0,0,0,1,0,DI[1],2533802,6,0.006718248128890991,0.02562728524208069,0.017643272876739502,0.9842971563339233,0.045650750398635864
0,0,0,1,0,DI[2],2533802,8,0.007251709699630737,0.011793553829193115,0.007870465517044067,0.9598861932754517,0.030150145292282104
0,0,0,0,0,NEUTRAL,2533802,1,0.01235276460647583,0.012532472610473633,0.014255374670028687,0.014805644750595093,0.01494106650352478
1,0,0,0,0,EF[1],822720,3,0.7984461188316345,0.017697781324386597,0.0245855450630188,0.013176947832107544,0.012895375490188599
0,0,0,0,0,NEUTRAL,822720,2,0.012028992176055908,0.021914035081863403,0.016346871852874756,0.16822713613510132,0.5818884968757629
1,0,1,1,0,EF[7]|ADR[1]|DI[4],2685800,2,0.969089150428772,0.009678751230239868,0.018703728914260864,0.1501874029636383,0.05118784308433533
1,0,0,0,0,EF[2],2685800,3,0.9804580211639404,0.017236441373825073,0.022487908601760864,0.08052420616149902,0.03531244397163391
1,0,0,0,0,EF[8],2685800,6,0.8968766331672668,0.023007750511169434,0.024233222007751465,0.013148367404937744,0.018898487091064453
0,0,0,1,0,DI[5],2685800,7,0.012318223714828491,0.009297668933868408,0.007970422506332397,0.9681739211082458,0.025969624519348145
0,0,0,0,1,Finding[3],2685800,8,0.007182180881500244,0.03543668985366821,0.018780797719955444,0.006894350051879883,0.06365537643432617
0,0,0,1,0,DI[6],2685800,11,0.015042692422866821,0.005668967962265015,0.00845026969909668,0.9399762153625488,0.10549858212471008
0,0,0,0,0,NEUTRAL,2685800,5,0.008828282356262207,0.008176952600479126,0.010315656661987305,0.045186132192611694,0.09921744465827942
1,0,0,0,0,EF[1],2452343,11,0.3602787256240845,0.004434466361999512,0.00556531548500061,0.13930881023406982,0.019257426261901855
1,0,0,0,0,EF[2],2452343,13,0.8961676359176636,0.014943301677703857,0.004476487636566162,0.7499021887779236,0.013896256685256958
0,0,0,0,0,NEUTRAL,2452343,7,0.005557417869567871,0.007300704717636108,0.00445026159286499,0.4563979506492615,0.03559109568595886
0,0,1,0,0,ADR[3],2693866,9,0.008847236633300781,0.7742434144020081,0.009422540664672852,0.02857491374015808,0.08801856637001038
0,0,1,0,0,ADR[1],2693866,11,0.0191459059715271,0.017689555883407593,0.9690815210342407,0.030421525239944458,0.03326830267906189
0,0,1,0,0,ADR[2],2693866,12,0.006439477205276489,0.04449006915092468,0.04238000512123108,0.151320219039917,0.6987923383712769
0,0,0,0,0,NEUTRAL,2693866,4,0.005358099937438965,0.060658037662506104,0.03189891576766968,0.005169779062271118,0.03833666443824768
0,0,0,1,0,DI[4],2547762,2,0.007160663604736328,0.028287053108215332,0.06215173006057739,0.029745250940322876,0.5007388591766357
0,0,0,1,0,DI[2],2547762,3,0.13951244950294495,0.03138050436973572,0.008238911628723145,0.9887216687202454,0.0117969810962677
0,0,0,1,0,DI[5],2547762,4,0.008460521697998047,0.010428130626678467,0.006841510534286499,0.9459208250045776,0.0231417715549469
0,0,0,1,0,DI[7],2547762,6,0.03437131643295288,0.021898716688156128,0.0056972503662109375,0.9785927534103394,0.011462599039077759
1,0,0,1,0,EF[3]|DI[6],2547762,8,0.009775251150131226,0.09758073091506958,0.008141547441482544,0.9869772791862488,0.030817627906799316
0,0,0,0,1,Finding[1],2547762,9,0.004411160945892334,0.025028645992279053,0.005258142948150635,0.15957030653953552,0.13575008511543274
0,0,0,0,0,NEUTRAL,2547762,5,0.004250138998031616,0.02758622169494629,0.006743490695953369,0.04296964406967163,0.07487708330154419
0,0,1,0,0,ADR[1],2414358,2,0.00480961799621582,0.012395858764648438,0.8909406661987305,0.047635167837142944,0.20659476518630981
0,0,1,0,0,ADR[3],2414358,3,0.015461146831512451,0.007259368896484375,0.011525392532348633,0.45312395691871643,0.34019434452056885
1,0,1,0,0,EF[2]|ADR[4],2414358,7,0.03801530599594116,0.00771215558052063,0.006749480962753296,0.9760907888412476,0.019591301679611206
0,0,0,0,0,NEUTRAL,2414358,4,0.005873501300811768,0.019589722156524658,0.017732739448547363,0.015459209680557251,0.10531383752822876
0,0,0,1,0,DI[3],2523468,1,0.017338931560516357,0.008795589208602905,0.008058905601501465,0.9734505414962769,0.02570316195487976
0,1,0,1,0,INF[2]|DI[1],2523468,3,0.07616373896598816,0.9691662788391113,0.02901330590248108,0.9605298042297363,0.04397740960121155
0,0,0,0,0,NEUTRAL,2523468,2,0.012529492378234863,0.011073529720306396,0.009428918361663818,0.023380666971206665,0.016094237565994263
0,0,0,1,0,DI[1],612471,1,0.017910629510879517,0.012286365032196045,0.00862690806388855,0.9731676578521729,0.014919936656951904
0,0,0,0,0,NEUTRAL,612471,5,0.0068558454513549805,0.02805224061012268,0.015973985195159912,0.010810822248458862,0.020317792892456055
0,0,0,0,1,Finding[2],5629005,5,0.007519900798797607,0.00750201940536499,0.013311386108398438,0.9456499218940735,0.14528107643127441
0,0,0,0,1,Finding[1],5629005,8,0.008308738470077515,0.010817080736160278,0.010284274816513062,0.9702746868133545,0.10255700349807739
1,0,0,0,0,EF[3],5629005,21,0.9762147665023804,0.029637932777404785,0.06457343697547913,0.01756972074508667,0.037660151720047
0,0,0,0,0,NEUTRAL,5629005,2,0.006218522787094116,0.008567452430725098,0.09419253468513489,0.010638922452926636,0.10190391540527344
0,0,0,1,0,DI[5],2459114,1,0.005668044090270996,0.013758927583694458,0.006150156259536743,0.9360771179199219,0.06322497129440308
0,1,1,1,0,INF[4]|ADR[2]|DI[1],2459114,7,0.029787003993988037,0.9895486831665039,0.04090851545333862,0.18498516082763672,0.04688060283660889
0,0,0,1,0,DI[3],2459114,8,0.02332356572151184,0.01160779595375061,0.007624298334121704,0.9824000597000122,0.022641241550445557
0,0,0,0,0,NEUTRAL,2459114,5,0.03313833475112915,0.010170042514801025,0.013301044702529907,0.013567984104156494,0.011675477027893066
1,0,0,0,0,EF[2],2690594,2,0.4852830469608307,0.007864266633987427,0.01969325542449951,0.010775446891784668,0.01773706078529358
0,0,0,1,0,DI[1],2690594,4,0.012919455766677856,0.02255415916442871,0.04000183939933777,0.048597127199172974,0.6264867186546326
0,0,0,0,0,NEUTRAL,2690594,1,0.008244991302490234,0.006261348724365234,0.005816161632537842,0.1568971574306488,0.026199430227279663
0,0,0,1,0,DI[5],940903,1,0.029094427824020386,0.010772347450256348,0.014601171016693115,0.9856681823730469,0.019425243139266968
0,0,0,1,0,DI[7],940903,2,0.008246660232543945,0.009106159210205078,0.33432966470718384,0.17220526933670044,0.6395702362060547
1,0,0,1,0,EF[2]|DI[1],940903,4,0.25904035568237305,0.013242155313491821,0.010897696018218994,0.98512864112854,0.010771036148071289
0,0,0,1,0,DI[4],940903,5,0.1083550751209259,0.023995667695999146,0.011768311262130737,0.991844654083252,0.018139183521270752
1,0,1,1,0,EF[6]|ADR[8]|DI[3],940903,6,0.9918256998062134,0.06146591901779175,0.034410715103149414,0.9417438507080078,0.12454479932785034
0,0,0,0,0,NEUTRAL,940903,3,0.009201258420944214,0.011347413063049316,0.015289217233657837,0.01390296220779419,0.026913374662399292
0,0,0,1,0,DI[4],2665872,3,0.05413368344306946,0.004503786563873291,0.004778474569320679,0.15910303592681885,0.01994386315345764
0,0,0,1,0,DI[3],2665872,4,0.012007087469100952,0.04117727279663086,0.058996617794036865,0.704249382019043,0.8431478142738342
1,0,0,0,0,EF[2],2665872,5,0.9428548216819763,0.019651174545288086,0.014177262783050537,0.03762480616569519,0.023978829383850098
0,0,0,1,0,DI[1],2665872,6,0.6754340529441833,0.04437297582626343,0.007066249847412109,0.9860464930534363,0.017639756202697754
0,0,0,0,0,NEUTRAL,2665872,11,0.015102207660675049,0.010555535554885864,0.008168816566467285,0.042673707008361816,0.009699106216430664
0,0,0,1,0,DI[6],873342,1,0.014010071754455566,0.009815424680709839,0.008727997541427612,0.022773444652557373,0.01905578374862671
0,0,0,1,0,DI[4],873342,6,0.019054651260375977,0.026385724544525146,0.05006244778633118,0.16497838497161865,0.7916747331619263
0,0,0,1,0,DI[3],873342,7,0.008059263229370117,0.024499118328094482,0.007230252027511597,0.9773671627044678,0.031145870685577393
0,1,0,0,0,INF[1],873342,8,0.03507053852081299,0.9763407111167908,0.015034109354019165,0.1285736858844757,0.027698755264282227
1,0,0,0,0,EF[5],873342,10,0.9537525177001953,0.016782164573669434,0.023525238037109375,0.02874201536178589,0.032519400119781494
0,0,0,1,0,DI[2],873342,15,0.014372915029525757,0.008422911167144775,0.009365588426589966,0.029116064310073853,0.01502901315689087
0,0,0,0,0,NEUTRAL,873342,13,0.009885221719741821,0.014391899108886719,0.02226075530052185,0.00831449031829834,0.060080260038375854
0,0,0,1,0,DI[1],2671137,2,0.006830275058746338,0.024252712726593018,0.4996705949306488,0.023311972618103027,0.5783757567405701
0,0,0,0,0,NEUTRAL,2671137,4,0.012718647718429565,0.01211366057395935,0.015541613101959229,0.009928375482559204,0.03671008348464966
0,0,1,0,0,ADR[3],2196209,2,0.04641997814178467,0.030725032091140747,0.9719729423522949,0.02036041021347046,0.020381420850753784
0,0,1,0,0,ADR[1],2196209,3,0.027087807655334473,0.02594044804573059,0.9756859540939331,0.03682446479797363,0.025939851999282837
0,0,1,0,0,ADR[4],2196209,5,0.010796338319778442,0.014665842056274414,0.9596021175384521,0.026876091957092285,0.05988532304763794
0,0,1,0,0,ADR[5],2196209,6,0.010497421026229858,0.017607301473617554,0.01057085394859314,0.01459050178527832,0.019140541553497314
0,0,1,0,0,ADR[6],2196209,7,0.0322435200214386,0.01944112777709961,0.9710911512374878,0.03238359093666077,0.023535609245300293
