#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=купила ирс 19 своему сыну по рекомендации врача-педиатора.
1-1	0-6	купила	_	_	
1-2	7-10	ирс	*[1]	Drugname[1]	
1-3	11-13	19	*[1]	Drugname[1]	
1-4	14-20	своему	_	_	
1-5	21-25	сыну	_	_	
1-6	26-28	по	_	_	
1-7	29-41	рекомендации	_	_	
1-8	42-57	врача-педиатора	_	_	
1-9	57-58	.	_	_	

#Text=(сыну 2,6 ) Т. к сложно проходила адаптация к дет саду.
2-1	58-59	(	_	_	
2-2	59-63	сыну	_	_	
2-3	64-67	2,6	_	_	
2-4	68-69	)	_	_	
2-5	70-72	Т.	_	_	
2-6	73-74	к	_	_	
2-7	75-81	сложно	_	_	
2-8	82-91	проходила	_	_	
2-9	92-101	адаптация	_	_	
2-10	102-103	к	_	_	
2-11	104-107	дет	_	_	
2-12	108-112	саду	_	_	
2-13	112-113	.	_	_	

#Text=Первые три раза прошло все без побочек, прыскала по одному разу в каждую ноздрю два раза в день.
3-1	114-120	Первые	_	_	
3-2	121-124	три	_	_	
3-3	125-129	раза	_	_	
3-4	130-136	прошло	_	_	
3-5	137-140	все	_	_	
3-6	141-144	без	_	_	
3-7	145-152	побочек	_	_	
3-8	152-153	,	_	_	
3-9	154-162	прыскала	_	_	
3-10	163-165	по	_	_	
3-11	166-172	одному	_	_	
3-12	173-177	разу	_	_	
3-13	178-179	в	_	_	
3-14	180-186	каждую	_	_	
3-15	187-193	ноздрю	_	_	
3-16	194-197	два	_	_	
3-17	198-202	раза	_	_	
3-18	203-204	в	_	_	
3-19	205-209	день	_	_	
3-20	209-210	.	_	_	

#Text=На четвертый раз-второй день, у сына начался пристуобразный кашель, нос полностью перестал дышать(отек носа), сын начал тереть горло как будто и там отек произошел.
4-1	211-213	На	_	_	
4-2	214-223	четвертый	_	_	
4-3	224-234	раз-второй	_	_	
4-4	235-239	день	_	_	
4-5	239-240	,	_	_	
4-6	241-242	у	_	_	
4-7	243-247	сына	_	_	
4-8	248-255	начался	_	_	
4-9	256-270	пристуобразный	_	_	
4-10	271-277	кашель	*	DI	
4-11	277-278	,	_	_	
4-12	279-282	нос	_	_	
4-13	283-292	полностью	_	_	
4-14	293-301	перестал	_	_	
4-15	302-308	дышать	_	_	
4-16	308-309	(	_	_	
4-17	309-313	отек	*[2]	ADR[2]	
4-18	314-318	носа	*[2]	ADR[2]	
4-19	318-319	)	_	_	
4-20	319-320	,	_	_	
4-21	321-324	сын	_	_	
4-22	325-330	начал	*[3]	DI[3]	
4-23	331-337	тереть	*[3]	DI[3]	
4-24	338-343	горло	*[3]	DI[3]	
4-25	344-347	как	_	_	
4-26	348-353	будто	_	_	
4-27	354-355	и	_	_	
4-28	356-359	там	_	_	
4-29	360-364	отек	*	ADR	
4-30	365-374	произошел	_	_	
4-31	374-375	.	_	_	

#Text=Он просто стал задыхаться.
5-1	376-378	Он	_	_	
5-2	379-385	просто	_	_	
5-3	386-390	стал	_	_	
5-4	391-401	задыхаться	*	ADR	
5-5	401-402	.	_	_	

#Text=Я быстро дала Зиртек(от аллергии)-можно сказать впихнула ложку с лекарством и через некоторое время все прошло как будто ничего и не было.
6-1	403-404	Я	_	_	
6-2	405-411	быстро	_	_	
6-3	412-416	дала	_	_	
6-4	417-423	Зиртек	*	Drugname	
6-5	423-424	(	_	_	
6-6	424-426	от	_	_	
6-7	427-435	аллергии	_	_	
6-8	435-436	)	_	_	
6-9	436-442	-можно	_	_	
6-10	443-450	сказать	_	_	
6-11	451-459	впихнула	_	_	
6-12	460-465	ложку	_	_	
6-13	466-467	с	_	_	
6-14	468-478	лекарством	_	_	
6-15	479-480	и	_	_	
6-16	481-486	через	_	_	
6-17	487-496	некоторое	_	_	
6-18	497-502	время	_	_	
6-19	503-506	все	_	_	
6-20	507-513	прошло	_	_	
6-21	514-517	как	_	_	
6-22	518-523	будто	_	_	
6-23	524-530	ничего	_	_	
6-24	531-532	и	_	_	
6-25	533-535	не	_	_	
6-26	536-540	было	_	_	
6-27	540-541	.	_	_	

#Text=Ранее такой реакции на препараты другие не было.
7-1	542-547	Ранее	_	_	
7-2	548-553	такой	_	_	
7-3	554-561	реакции	_	_	
7-4	562-564	на	_	_	
7-5	565-574	препараты	_	_	
7-6	575-581	другие	_	_	
7-7	582-584	не	_	_	
7-8	585-589	было	_	_	
7-9	589-590	.	_	_	

#Text=Так что не всем он подходит.
8-1	591-594	Так	_	_	
8-2	595-598	что	_	_	
8-3	599-601	не	_	_	
8-4	602-606	всем	_	_	
8-5	607-609	он	_	_	
8-6	610-618	подходит	_	_	
8-7	618-619	.	_	_	

#Text=Будьте осторожны.
9-1	620-626	Будьте	_	_	
9-2	627-636	осторожны	_	_	
9-3	636-637	.	_	_	

#Text=Читайте побочные эффекты.
10-1	638-645	Читайте	_	_	
10-2	646-654	побочные	_	_	
10-3	655-662	эффекты	_	_	
10-4	662-663	.	_	_	

#Text=p.s деньги на ветер, не дешевый препарат-около 500р маленький флакон
11-1	664-667	p.s	_	_	
11-2	668-674	деньги	_	_	
11-3	675-677	на	_	_	
11-4	678-683	ветер	_	_	
11-5	683-684	,	_	_	
11-6	685-687	не	_	_	
11-7	688-695	дешевый	_	_	
11-8	696-710	препарат-около	_	_	
11-9	711-715	500р	_	_	
11-10	716-725	маленький	_	_	
11-11	726-732	флакон	_	_	
