#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Этот препарат комбинированный, состоит из трех действующих начал.
1-1	0-4	Этот	_	_	
1-2	5-13	препарат	_	_	
1-3	14-29	комбинированный	_	_	
1-4	29-30	,	_	_	
1-5	31-38	состоит	_	_	
1-6	39-41	из	_	_	
1-7	42-46	трех	_	_	
1-8	47-58	действующих	_	_	
1-9	59-64	начал	_	_	
1-10	64-65	.	_	_	

#Text=Он продается в аптеке только по рецепту.
2-1	66-68	Он	_	_	
2-2	69-78	продается	_	_	
2-3	79-80	в	_	_	
2-4	81-87	аптеке	_	_	
2-5	88-94	только	_	_	
2-6	95-97	по	_	_	
2-7	98-105	рецепту	_	_	
2-8	105-106	.	_	_	

#Text=Это правильно.
3-1	107-110	Это	_	_	
3-2	111-120	правильно	_	_	
3-3	120-121	.	_	_	

#Text=У него много противопоказаний.
4-1	122-123	У	_	_	
4-2	124-128	него	_	_	
4-3	129-134	много	_	_	
4-4	135-151	противопоказаний	_	_	
4-5	151-152	.	_	_	

#Text=Назначить препарат может только врач, взвесив все за и против.
5-1	153-162	Назначить	_	_	
5-2	163-171	препарат	_	_	
5-3	172-177	может	_	_	
5-4	178-184	только	_	_	
5-5	185-189	врач	_	_	
5-6	189-190	,	_	_	
5-7	191-198	взвесив	_	_	
5-8	199-202	все	_	_	
5-9	203-205	за	_	_	
5-10	206-207	и	_	_	
5-11	208-214	против	_	_	
5-12	214-215	.	_	_	

#Text=У беллатаминала есть успокаивающее действие.
6-1	216-217	У	_	_	
6-2	218-231	беллатаминала	*	Drugname	
6-3	232-236	есть	_	_	
6-4	237-250	успокаивающее	*	Drugclass	
6-5	251-259	действие	_	_	
6-6	259-260	.	_	_	

#Text=Стоят таблетки недорого, но препарат не безобидный.
7-1	261-266	Стоят	_	_	
7-2	267-275	таблетки	*	Drugform	
7-3	276-284	недорого	_	_	
7-4	284-285	,	_	_	
7-5	286-288	но	_	_	
7-6	289-297	препарат	_	_	
7-7	298-300	не	_	_	
7-8	301-311	безобидный	_	_	
7-9	311-312	.	_	_	

#Text=Пришлось столкнуться с двумя его побочными действиями.
8-1	313-321	Пришлось	_	_	
8-2	322-333	столкнуться	_	_	
8-3	334-335	с	_	_	
8-4	336-341	двумя	_	_	
8-5	342-345	его	_	_	
8-6	346-355	побочными	_	_	
8-7	356-366	действиями	_	_	
8-8	366-367	.	_	_	

#Text=Сухость во рту не так страшна, но не приятна.
9-1	368-375	Сухость	*[1]	ADR[1]	
9-2	376-378	во	*[1]	ADR[1]	
9-3	379-382	рту	*[1]	ADR[1]	
9-4	383-385	не	_	_	
9-5	386-389	так	_	_	
9-6	390-397	страшна	_	_	
9-7	397-398	,	_	_	
9-8	399-401	но	_	_	
9-9	402-404	не	_	_	
9-10	405-412	приятна	_	_	
9-11	412-413	.	_	_	

#Text=Все время хочется сделать глоток воды.
10-1	414-417	Все	_	_	
10-2	418-423	время	_	_	
10-3	424-431	хочется	_	_	
10-4	432-439	сделать	_	_	
10-5	440-446	глоток	_	_	
10-6	447-451	воды	_	_	
10-7	451-452	.	_	_	

#Text=Более выраженный дискомфорт вызывает сердцебиение.
11-1	453-458	Более	_	_	
11-2	459-469	выраженный	_	_	
11-3	470-480	дискомфорт	_	_	
11-4	481-489	вызывает	_	_	
11-5	490-502	сердцебиение	*	ADR	
11-6	502-503	.	_	_	

#Text=Вроде бы и нагрузки никакой нет, а сердце бьется непривычно часто, как будто ты только что догонял уходящий автобус.
12-1	504-509	Вроде	_	_	
12-2	510-512	бы	_	_	
12-3	513-514	и	_	_	
12-4	515-523	нагрузки	_	_	
12-5	524-531	никакой	_	_	
12-6	532-535	нет	_	_	
12-7	535-536	,	_	_	
12-8	537-538	а	_	_	
12-9	539-545	сердце	*[2]	ADR[2]	
12-10	546-552	бьется	*[2]	ADR[2]	
12-11	553-563	непривычно	*[2]	ADR[2]	
12-12	564-569	часто	_	_	
12-13	569-570	,	_	_	
12-14	571-574	как	_	_	
12-15	575-580	будто	_	_	
12-16	581-583	ты	_	_	
12-17	584-590	только	_	_	
12-18	591-594	что	_	_	
12-19	595-602	догонял	_	_	
12-20	603-611	уходящий	_	_	
12-21	612-619	автобус	_	_	
12-22	619-620	.	_	_	

#Text=Если вам назначит препарат врач, значит у вас есть показания к его приему, что же, придется принимать, может быть
13-1	621-625	Если	_	_	
13-2	626-629	вам	_	_	
13-3	630-638	назначит	_	_	
13-4	639-647	препарат	_	_	
13-5	648-652	врач	_	_	
13-6	652-653	,	_	_	
13-7	654-660	значит	_	_	
13-8	661-662	у	_	_	
13-9	663-666	вас	_	_	
13-10	667-671	есть	_	_	
13-11	672-681	показания	_	_	
13-12	682-683	к	_	_	
13-13	684-687	его	_	_	
13-14	688-694	приему	_	_	
13-15	694-695	,	_	_	
13-16	696-699	что	_	_	
13-17	700-702	же	_	_	
13-18	702-703	,	_	_	
13-19	704-712	придется	_	_	
13-20	713-722	принимать	_	_	
13-21	722-723	,	_	_	
13-22	724-729	может	_	_	
13-23	730-734	быть	_	_	
