#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Как часто болеют наши детки.
1-1	0-3	Как	_	_	_	_	
1-2	4-9	часто	_	_	_	_	
1-3	10-16	болеют	_	_	_	_	
1-4	17-21	наши	_	_	_	_	
1-5	22-27	детки	_	_	_	_	
1-6	27-28	.	_	_	_	_	

#Text=Каждая мама хочет уберечь от вируса и убить болячку на ее начальном этапе.
2-1	29-35	Каждая	_	_	_	_	
2-2	36-40	мама	_	_	_	_	
2-3	41-46	хочет	_	_	_	_	
2-4	47-54	уберечь	_	_	_	_	
2-5	55-57	от	_	_	_	_	
2-6	58-64	вируса	_	_	_	_	
2-7	65-66	и	_	_	_	_	
2-8	67-72	убить	_	_	_	_	
2-9	73-80	болячку	_	_	_	_	
2-10	81-83	на	_	_	_	_	
2-11	84-86	ее	_	_	_	_	
2-12	87-96	начальном	_	_	_	_	
2-13	97-102	этапе	_	_	_	_	
2-14	102-103	.	_	_	_	_	

#Text=Мой ребенок не относится к тем детям которые часто болеют, но так же как и все болеет вирусными заболеваниями особенно когда грипп.
3-1	104-107	Мой	_	_	_	_	
3-2	108-115	ребенок	_	_	_	_	
3-3	116-118	не	_	_	_	_	
3-4	119-128	относится	_	_	_	_	
3-5	129-130	к	_	_	_	_	
3-6	131-134	тем	_	_	_	_	
3-7	135-140	детям	_	_	_	_	
3-8	141-148	которые	_	_	_	_	
3-9	149-154	часто	_	_	_	_	
3-10	155-161	болеют	_	_	_	_	
3-11	161-162	,	_	_	_	_	
3-12	163-165	но	_	_	_	_	
3-13	166-169	так	_	_	_	_	
3-14	170-172	же	_	_	_	_	
3-15	173-176	как	_	_	_	_	
3-16	177-178	и	_	_	_	_	
3-17	179-182	все	_	_	_	_	
3-18	183-189	болеет	_	_	_	_	
3-19	190-199	вирусными	_	_	_	_	
3-20	200-213	заболеваниями	_	_	_	_	
3-21	214-222	особенно	_	_	_	_	
3-22	223-228	когда	_	_	_	_	
3-23	229-234	грипп	*	DI	_	_	
3-24	234-235	.	_	_	_	_	

#Text=Я как только вижу что появились сопли и кашель сразу отправляю мужа за Лаферобионом.
4-1	236-237	Я	_	_	_	_	
4-2	238-241	как	_	_	_	_	
4-3	242-248	только	_	_	_	_	
4-4	249-253	вижу	_	_	_	_	
4-5	254-257	что	_	_	_	_	
4-6	258-267	появились	_	_	_	_	
4-7	268-273	сопли	*	DI	_	_	
4-8	274-275	и	_	_	_	_	
4-9	276-282	кашель	*	DI	_	_	
4-10	283-288	сразу	_	_	_	_	
4-11	289-298	отправляю	_	_	_	_	
4-12	299-303	мужа	_	_	_	_	
4-13	304-306	за	_	_	_	_	
4-14	307-319	Лаферобионом	*	Drugname	_	_	
4-15	319-320	.	_	_	_	_	

#Text=Очень хорошее средство на начальном этапе простуды поняла для себя, эффективный только на первых трех днях простуды, если болеет ребенок уже неделю то покупать смысла нет, уже не поможет.
5-1	321-326	Очень	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-2	327-334	хорошее	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-3	335-343	средство	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-4	344-346	на	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-5	347-356	начальном	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-6	357-362	этапе	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-7	363-371	простуды	*	DI	*->2-1|*->1-1	EF[2]|INF[1]	
5-8	372-378	поняла	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-9	379-382	для	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-10	383-387	себя	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-11	387-388	,	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-12	389-400	эффективный	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-13	401-407	только	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-14	408-410	на	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-15	411-417	первых	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-16	418-422	трех	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-17	423-427	днях	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-18	428-436	простуды	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-19	436-437	,	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-20	438-442	если	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-21	443-449	болеет	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-22	450-457	ребенок	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-23	458-461	уже	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-24	462-468	неделю	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-25	469-471	то	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-26	472-480	покупать	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-27	481-487	смысла	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-28	488-491	нет	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-29	491-492	,	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-30	493-496	уже	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-31	497-499	не	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-32	500-507	поможет	_	_	*->2-1|*->1-1	EF[2]|INF[1]	
5-33	507-508	.	_	_	*->2-1|*->1-1	EF[2]|INF[1]	

#Text=Еще одно злоупотреблять так же нельзя, организм привыкнет и помогать перестанет.
6-1	509-512	Еще	_	_	_	_	
6-2	513-517	одно	_	_	_	_	
6-3	518-532	злоупотреблять	_	_	_	_	
6-4	533-536	так	_	_	_	_	
6-5	537-539	же	_	_	_	_	
6-6	540-546	нельзя	_	_	_	_	
6-7	546-547	,	_	_	_	_	
6-8	548-556	организм	_	_	_	_	
6-9	557-566	привыкнет	_	_	_	_	
6-10	567-568	и	_	_	_	_	
6-11	569-577	помогать	_	_	_	_	
6-12	578-588	перестанет	_	_	_	_	
6-13	588-589	.	_	_	_	_	

#Text=Свечи не всасываются в кровь а входят вмести с туалетом.
7-1	590-595	Свечи	*	Drugform	_	_	
7-2	596-598	не	_	_	_	_	
7-3	599-610	всасываются	_	_	_	_	
7-4	611-612	в	_	_	_	_	
7-5	613-618	кровь	_	_	_	_	
7-6	619-620	а	_	_	_	_	
7-7	621-627	входят	_	_	_	_	
7-8	628-634	вмести	_	_	_	_	
7-9	635-636	с	_	_	_	_	
7-10	637-645	туалетом	_	_	_	_	
7-11	645-646	.	_	_	_	_	
