#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Ужас!
1-1	0-4	Ужас	_	_	
1-2	4-5	!	_	_	
1-3	4-5	!	_	_	

#Text=не покупайте эти свечи, нам выписал педиатр, после них стул раз 10 в день, у ребенка болит животик и высыпала на попе(красные пятнышки).
2-1	6-8	не	_	_	
2-2	9-18	покупайте	_	_	
2-3	19-22	эти	_	_	
2-4	23-28	свечи	*	Drugform	
2-5	28-29	,	_	_	
2-6	30-33	нам	_	_	
2-7	34-41	выписал	_	_	
2-8	42-49	педиатр	_	_	
2-9	49-50	,	_	_	
2-10	51-56	после	_	_	
2-11	57-60	них	_	_	
2-12	61-65	стул	*[1]	ADR[1]	
2-13	66-69	раз	*[1]	ADR[1]	
2-14	70-72	10	*[1]	ADR[1]	
2-15	73-74	в	*[1]	ADR[1]	
2-16	75-79	день	*[1]	ADR[1]	
2-17	79-80	,	_	_	
2-18	81-82	у	_	_	
2-19	83-90	ребенка	_	_	
2-20	91-96	болит	*[2]	ADR[2]	
2-21	97-104	животик	*[2]	ADR[2]	
2-22	105-106	и	_	_	
2-23	107-115	высыпала	*[3]	ADR[3]	
2-24	116-118	на	*[3]	ADR[3]	
2-25	119-123	попе	*[3]	ADR[3]	
2-26	123-124	(	_	_	
2-27	124-131	красные	_	_	
2-28	132-140	пятнышки	_	_	
2-29	140-141	)	_	_	
2-30	141-142	.	_	_	

#Text=Очень пожалела, что дала ребенку!!!
3-1	143-148	Очень	_	_	
3-2	149-157	пожалела	_	_	
3-3	157-158	,	_	_	
3-4	159-162	что	_	_	
3-5	163-167	дала	_	_	
3-6	168-175	ребенку	_	_	
3-7	175-176	!	_	_	
3-8	176-177	!	_	_	
3-9	177-178	!	_	_	

#Text=!
