sentences,EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
"Потом попробовали его намазать летом - покусали комарики, да еще и расчесали - не помог тоже.",0,1,0,0,0,INF[6],591900,4,0.0006815243395976722,0.6612282991409302,0.944277822971344,0.009268753230571747,0.001950379111804068
"Конечно, может нужно его использовать в комплексе с внутренними препаратами, но как отдельное средство он нам не помог.",0,1,0,0,0,INF[3],591900,5,0.01035427674651146,0.9773644804954529,0.0028693240601569414,0.004652841482311487,0.0041408902034163475
"Я тоже пострадала от укусов комаров летом, тоже мазалась и тоже как чесалась так и чесалась.",0,1,0,0,0,INF[7],591900,6,0.0009826256427913904,0.042655546218156815,0.26381054520606995,0.9892233610153198,0.005559534300118685
"Мне кажется, что он не эффективен.",0,1,0,0,0,INF[2],591900,7,0.006631386931985617,0.9930750131607056,0.007147853262722492,0.006182817742228508,0.007358368486166
"Я согласна с тем, что на разных людей одинаковые средства действуют по-разному.",0,0,0,0,0,NEUTRAL,591900,2,0.0015829395269975066,0.002281831344589591,0.0016060699708759785,0.0007765156915411353,0.0024567891377955675
Но мне ингавирин смог помочь за 3 дня.,1,0,0,0,0,EF[3],2663253,4,0.9921078085899353,0.005725917872041464,0.00390287465415895,0.003125580959022045,0.0025352858938276768
"заболела Орви, купила в аптеке Ингавирин в капсулах.",0,0,0,1,0,DI[1],2663253,5,0.004483829252421856,0.007118920795619488,0.004428521264344454,0.9952751398086548,0.0017501317197456956
"И помогло, на третий день чувствовала себя уже отлично.",1,0,0,0,0,EF[6],2663253,9,0.996336817741394,0.0056623429991304874,0.004981399979442358,0.004988670349121094,0.004190149717032909
Прекрасное эффективное средство.,1,0,0,0,0,EF[4],2663253,10,0.9954311847686768,0.0040917969308793545,0.005344036500900984,0.004596733953803778,0.003791866358369589
"Правда может показаться дороговатым, но за прекрасное действие можно и потратиться, особенно когда болеешь и хочется быть в строю как можно раньше.",1,0,0,0,0,EF[2],2663253,11,0.9317826628684998,0.017329782247543335,0.00127880135551095,0.001848375890403986,0.0023155680391937494
Я честно рекомендую Ингавирин при начальных симптомах простуды и даже в целях профилактики.,0,0,0,1,0,DI[5],2663253,12,0.022821998223662376,0.0025877489242702723,0.004501618444919586,0.997194766998291,0.0021629484836012125
"Наверно, благодаря рекламе.",0,0,0,0,0,NEUTRAL,2663253,2,0.0006561069749295712,0.0026546167209744453,0.0014991015195846558,0.003547059604898095,0.0006461814045906067
С недавних пор начала страдать появлением герпеса на губах.,0,0,0,1,0,DI[7],832817,1,0.002437735442072153,0.006115053314715624,0.002414851449429989,0.9902848601341248,0.0021193812135607004
"Двадцать три года прожила и ничего подобного никогда не появлялось, а однажды переболела, иммунитет ослабел и выскочила эта ерунда на губах.",0,0,0,1,0,DI[10],832817,2,0.0004668304754886776,0.0028557665646076202,0.0024843402206897736,0.19618439674377441,0.1772310435771942
"Я какие только средства не перепробовала: и Герпевир, и Зовиракс и еще какое-то средство было, а еще врач мне порекомендовал еще на ранней стадии появления герпеса присушивать его спиртом, вернее спиртовым раствором (кстати, помог).",0,0,0,1,0,DI[3],832817,3,0.005637879017740488,0.005483701359480619,0.0013009338872507215,0.9919809103012085,0.003478536382317543
А вот однажды у меня опять появился герпес и снова тогда когда я переболела респираторной вирусной инфекцией.,0,0,0,1,0,DI[9],832817,4,0.004091470967978239,0.009895591996610165,0.0022278225515037775,0.9949807524681091,0.002761825919151306
И уже на следующий день у меня все прошло.,1,0,0,0,0,EF[6],832817,7,0.9749912023544312,0.005352993495762348,0.0017673418624326587,0.002010880969464779,0.0033150825183838606
"Правда, осталась еще маленькая ранка, но зато губу не раздуло, не разнесло, дальше герпес не пошел.",1,0,0,1,1,EF[1]|DI[8]|Finding[2],832817,8,0.028894519433379173,0.9867938160896301,0.009103364311158657,0.9970568418502808,0.02465684525668621
Отличное средство при борьбе с герпесом.,1,0,0,1,0,EF[5]|DI[4],832817,11,0.722944438457489,0.004336148034781218,0.0015689266147091985,0.9963107705116272,0.0016803728649392724
"Общее впечатление : главное начать пользоваться на ранней стадии, эффект есть RATING 4 NOTE",0,0,0,0,0,NEUTRAL,832817,13,0.5119855999946594,0.001398955355398357,0.0009676651679910719,0.0015829704934731126,0.0008698815363459289
"Нам первый раз прописывала его врач при ОРВИ, давала его неделю, результата никакого, потом пошли в больницу и нам выписали другие препараты.",1,0,0,1,0,EF[4]|DI[2],905423,1,0.004283186048269272,0.884306013584137,0.0028856254648417234,0.9918330907821655,0.0055633895099163055
"В общем я бы не рекомендовала его покупать, так как несколько раз покупали и результат был один и тот же, никакой!",0,1,0,0,0,INF[1],905423,6,0.0011604594765231013,0.5357666015625,0.0024704388342797756,0.0013271081261336803,0.002153238980099559
Общее впечатление : И лечились и профилактика фигня!,0,1,0,1,0,INF[3]|DI[5],905423,7,0.007351085543632507,0.8663490414619446,0.0013890715781599283,0.9827461242675781,0.010519487783312798
"Правда на этом шприце очень плохо видно циферки, разметка тусклая.",0,0,0,0,0,NEUTRAL,905423,5,0.0010009219404309988,0.0007831798284314573,0.019487738609313965,0.0005292267305776477,0.004992916248738766
"Выписывают детям при любой простуде, хотя особого действия я от них я не замечала, что ешь, что радио слушаешь.",0,0,0,1,0,DI[3],578508,1,0.0021517272107303143,0.5587859153747559,0.002382755046710372,0.9925755262374878,0.004509713500738144
"Пробовала давать отдельно, как профилактику, съедают целую пачку, а толка никакого, а стоят не дёшево.",0,1,0,1,0,INF[1]|DI[2],578508,4,0.0018342476105317473,0.8051897287368774,0.008653425611555576,0.994487464427948,0.007824447005987167
"Один плюс можно давать детям с самого рождения, не навредят, а мамам спокойнее « вроде что то дают для защиты».",0,0,0,0,0,NEUTRAL,578508,6,0.04305824264883995,0.0022622966207563877,0.0021076067350804806,0.0070421225391328335,0.7676544785499573
"А чередую я его с нурофеном, когда между приёмами нурофена у ребенка быстро набегает температура, а пить нурофен бывает ещё рано.",0,0,0,1,0,DI[1],2707053,2,0.008572287857532501,0.04161171242594719,0.866973340511322,0.98095703125,0.0009885267354547977
"И поэтому у нас дома в нашей аптечка всегда имеются два этих лекарственных препаратов: нурофен и Обезболивающее и жаропонижающее средство ""Синтез"" Парацетамол детский в виде суспензии.",0,0,0,0,0,NEUTRAL,2707053,5,0.004393911454826593,0.001285039121285081,0.0013543855166062713,0.005378141067922115,0.00028357552946545184
"Прошлой осенью решила попробовать для профилактики таблетки Ratiopharm ""Эхинацея"".",0,0,0,1,0,DI[1],2443835,2,0.004709114320576191,0.0034922100603580475,0.0041687218472361565,0.9927284717559814,0.0015508722281083465
"Курс я пропила, заболела всё-таки, но болезнь протекала легче и выздоровела я быстрее.",1,0,0,0,0,EF[2],2443835,5,0.9984484910964966,0.029030459001660347,0.005036954768002033,0.0075880736112594604,0.006011611316353083
"Не знаю, может быть, это было просто самовнушение, что я пила профилактический препарат, а может, действительно, ""Эхинацея"" сработала.",0,0,0,1,0,DI[3],2443835,6,0.9994155168533325,0.015764713287353516,0.04109571874141693,0.9134464263916016,0.01103106141090393
"Они, конечно дороже, чем отечественные аналоги, но, я думаю, качество немного лучше.",0,0,0,0,0,NEUTRAL,2443835,3,0.08163955062627792,0.007528395392000675,0.001587290083989501,0.0003538647433742881,0.0008935626246966422
"Средства типа валерианы мне не помогают совсем, поэтому начала искать для себя новое средство.",0,1,0,0,0,INF[1],264987,2,0.003023588564246893,0.9791657328605652,0.0040543340146541595,0.042573731392621994,0.0022341040894389153
"Перепробовала некоторые, но от каких-то болит голова, от каких-то никакого эффекта.",0,1,1,0,0,INF[5]|ADR[7],264987,3,0.003948113415390253,0.9957780838012695,0.54819655418396,0.034536782652139664,0.002908197231590748
"Успокаивает очень хорошо, никаких головных болей, как у меня были от других средств, пропила в течение месяца, эффект очень ощутимый, стала менее раздражительной, более спокойной.",1,0,0,1,1,EF[8]|DI[2]|Finding[10],264987,8,0.9966064691543579,0.006232641637325287,0.038356758654117584,0.9989338517189026,0.060734231024980545
"Сейчас постоянно пить бросила, а пользуюсь только в стрессовых ситуациях.",0,0,0,1,0,DI[3],264987,9,0.007334645837545395,0.0066363075748085976,0.0028317850083112717,0.9957444071769714,0.00241616228595376
Хорошо так же пить на ночь - нормализует сон.,1,0,1,0,0,EF[12]|ADR[9],264987,10,0.9936808347702026,0.0013631032779812813,0.014958393760025501,0.9932492971420288,0.016049088910222054
"Если пить днем, то никакой сонливости не наблюдается, что важно на работе.",0,0,0,0,1,Finding[6],264987,11,0.07002566754817963,0.0003972967970184982,0.05192624405026436,0.8561667799949646,0.2521093785762787
"Это средство однозначно мне подходит, но всё сугубо индивидуально.",1,0,0,0,0,EF[4],264987,12,0.9938914775848389,0.008397807367146015,0.007677865214645863,0.0022024887148290873,0.0039026313461363316
"Общее впечатление : Единственное,что мне помогает",1,0,0,0,0,EF[11],264987,13,0.7891347408294678,0.17589426040649414,0.0009264337713830173,0.003792216069996357,0.0006921705207787454
"Если верить составу, то он основан на травах, честно эффекта не ждала, т. к. решила, что травки мне не помогут.",0,0,0,0,0,NEUTRAL,264987,5,0.002657824195921421,0.9913862943649292,0.00886004138737917,0.008520961739122868,0.010153527371585369
"Первый раз столкнулся с препаратом когда лечили бабушку, уже довольно пожилая и возможно по-старости ее последнее время беспокоила гипертония.",0,0,0,1,0,DI[1],618094,1,0.0073240227065980434,0.001666916417889297,0.004571589641273022,0.9933151602745056,0.0022660959511995316
"Принимала таблетки, но в одно время стался микро-инсульт и парализовало левую сторону, так вот одним из препаратов был у нее кавинтон.",0,0,0,1,0,DI[6],618094,2,0.0025166040286421776,0.00139903137460351,0.08675726503133774,0.9937514662742615,0.04209858924150467
"Около двух лет кололи всевозможные препараты и было хорошее комплексное лечение, но результат все-равно был слабым, немного отпустило, но руку и ногу бабушке до конца не отпустило.",1,1,0,0,0,EF[4]|INF[3],618094,3,0.005706632509827614,0.3260430693626404,0.9275855422019958,0.7913795113563538,0.023044133558869362
"Сам лично столкнулся с препаратом в кабинете у лора, беспокоил шум в ушах и к моему удивлению мне был прописан кавинтон форте.",0,0,0,1,0,DI[5],618094,4,0.013154111802577972,0.0031016278080642223,0.009207147173583508,0.997071385383606,0.0019354296382516623
"Около недели принимал препарат и бросил, началась бессонница и тахикардия, мне он не подошел.",0,1,1,0,0,INF[9]|ADR[7],618094,5,0.002759225433692336,0.8919323682785034,0.9985100626945496,0.06235655024647713,0.009072845801711082
"Воздействия, кроме побочного явления я не почувствовал.",0,1,0,0,0,INF[10],618094,6,0.005634578410536051,0.995519757270813,0.0093532120808959,0.012236877344548702,0.00906245969235897
"К удивлению у моего кума были проблеммы с ЦНС и он лечился тоже кавинтоном, очень помог ему.",1,0,0,1,0,EF[8]|DI[2],618094,7,0.9257422685623169,0.0011031418107450008,0.0007738815038464963,0.9617893099784851,0.014202830381691456
"Так что даже и незнаю как оценить правильно препарат, мне не дал результата, хотя моим знакомым и помог.",0,0,0,0,0,NEUTRAL,618094,8,0.015342069789767265,0.9933677315711975,0.004791834391653538,0.006097229663282633,0.007832149975001812
"Таблеточки не приносят никакого неудобства, их просто нужно проглотить) Раньше совсем таблетки не пила, а тут подхватила вирус гриппа и разболелась.",0,0,0,1,0,DI[2],5967832,2,0.00104348489549011,0.006419784855097532,0.0009892497910186648,0.8500717878341675,0.222824826836586
