#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Покупал при простуде - результатом не доволен.
1-1	0-7	Покупал	_	_	_	_	
1-2	8-11	при	_	_	_	_	
1-3	12-20	простуде	*	DI	_	_	
1-4	21-22	-	_	_	_	_	
1-5	23-34	результатом	_	_	_	_	
1-6	35-37	не	_	_	_	_	
1-7	38-45	доволен	_	_	_	_	
1-8	45-46	.	_	_	_	_	

#Text=По сравнению с другими средствами, облегчение от которых наступает через полчаса-час, после употребления "Лемсип" только стало полегче горлу, температура не снизилась, озноб не прошел, слабость не уменьшилась даже после употребления через некоторое время второго пакетика.
2-1	47-49	По	_	_	*->1-1	INF[1]	
2-2	50-59	сравнению	_	_	*->1-1	INF[1]	
2-3	60-61	с	_	_	*->1-1	INF[1]	
2-4	62-69	другими	_	_	*->1-1	INF[1]	
2-5	70-80	средствами	_	_	*->1-1	INF[1]	
2-6	80-81	,	_	_	*->1-1	INF[1]	
2-7	82-92	облегчение	_	_	*->1-1	INF[1]	
2-8	93-95	от	_	_	*->1-1	INF[1]	
2-9	96-103	которых	_	_	*->1-1	INF[1]	
2-10	104-113	наступает	_	_	*->1-1	INF[1]	
2-11	114-119	через	_	_	*->1-1	INF[1]	
2-12	120-131	полчаса-час	_	_	*->1-1	INF[1]	
2-13	131-132	,	_	_	*->1-1	INF[1]	
2-14	133-138	после	_	_	*->1-1	INF[1]	
2-15	139-151	употребления	_	_	*->1-1	INF[1]	
2-16	152-153	"	_	_	*->1-1	INF[1]	
2-17	153-159	Лемсип	*	Drugname	*->1-1	INF[1]	
2-18	159-160	"	_	_	*->1-1	INF[1]	
2-19	161-167	только	_	_	*->1-1	INF[1]	
2-20	168-173	стало	_	_	*->1-1	INF[1]	
2-21	174-181	полегче	_	_	*->1-1	INF[1]	
2-22	182-187	горлу	_	_	*->1-1	INF[1]	
2-23	187-188	,	_	_	*->1-1	INF[1]	
2-24	189-200	температура	*	DI	*->1-1	INF[1]	
2-25	201-203	не	_	_	*->1-1	INF[1]	
2-26	204-213	снизилась	_	_	*->1-1	INF[1]	
2-27	213-214	,	_	_	*->1-1	INF[1]	
2-28	215-220	озноб	*	DI	*->1-1	INF[1]	
2-29	221-223	не	_	_	*->1-1	INF[1]	
2-30	224-230	прошел	_	_	*->1-1	INF[1]	
2-31	230-231	,	_	_	*->1-1	INF[1]	
2-32	232-240	слабость	*	DI	*->1-1	INF[1]	
2-33	241-243	не	_	_	*->1-1	INF[1]	
2-34	244-255	уменьшилась	_	_	*->1-1	INF[1]	
2-35	256-260	даже	_	_	*->1-1	INF[1]	
2-36	261-266	после	_	_	*->1-1	INF[1]	
2-37	267-279	употребления	_	_	*->1-1	INF[1]	
2-38	280-285	через	_	_	*->1-1	INF[1]	
2-39	286-295	некоторое	_	_	*->1-1	INF[1]	
2-40	296-301	время	_	_	*->1-1	INF[1]	
2-41	302-309	второго	_	_	*->1-1	INF[1]	
2-42	310-318	пакетика	_	_	*->1-1	INF[1]	
2-43	318-319	.	_	_	*->1-1	INF[1]	

#Text=Общее впечатление : Не очень.
3-1	320-325	Общее	_	_	_	_	
3-2	326-337	впечатление	_	_	_	_	
3-3	338-339	:	_	_	_	_	
3-4	340-342	Не	_	_	_	_	
3-5	343-348	очень	_	_	_	_	
3-6	348-349	.	_	_	_	_	

#Text=RATING 2 NOTE
4-1	350-356	RATING	_	_	_	_	
4-2	357-358	2	_	_	_	_	
4-3	359-363	NOTE	_	_	_	_	
