#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Попробовал Ингавирин эффекта мало честно говоря.
1-1	0-10	Попробовал	_	_	_	_	
1-2	11-20	Ингавирин	*	Drugname	_	_	
1-3	21-28	эффекта	_	_	_	_	
1-4	29-33	мало	_	_	_	_	
1-5	34-40	честно	_	_	_	_	
1-6	41-47	говоря	_	_	_	_	
1-7	47-48	.	_	_	_	_	

#Text=После приема первые два чача легче, но потом все симптомы возвращаются.
2-1	49-54	После	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-2	55-61	приема	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-3	62-68	первые	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-4	69-72	два	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-5	73-77	чача	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-6	78-83	легче	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-7	83-84	,	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-8	85-87	но	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-9	88-93	потом	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-10	94-97	все	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-11	98-106	симптомы	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-12	107-119	возвращаются	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-13	119-120	.	_	_	*->1-1|*->2-1	EF[1]|INF[2]	

#Text=Ну каждый из нас индивидуален, поэтому это чисто мое мнение.
3-1	121-123	Ну	_	_	_	_	
3-2	124-130	каждый	_	_	_	_	
3-3	131-133	из	_	_	_	_	
3-4	134-137	нас	_	_	_	_	
3-5	138-150	индивидуален	_	_	_	_	
3-6	150-151	,	_	_	_	_	
3-7	152-159	поэтому	_	_	_	_	
3-8	160-163	это	_	_	_	_	
3-9	164-169	чисто	_	_	_	_	
3-10	170-173	мое	_	_	_	_	
3-11	174-180	мнение	_	_	_	_	
3-12	180-181	.	_	_	_	_	
