#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Не смотря на то, что мне ближе к сердцу является нурофен, но вот Обезболивающее и жаропонижающее средство "Синтез" Парацетамол детский - суспензию я все же использую и также наравне с нурофеном даю его ребенку.
1-1	0-2	Не	_	_	
1-2	3-9	смотря	_	_	
1-3	10-12	на	_	_	
1-4	13-15	то	_	_	
1-5	15-16	,	_	_	
1-6	17-20	что	_	_	
1-7	21-24	мне	_	_	
1-8	25-30	ближе	_	_	
1-9	31-32	к	_	_	
1-10	33-39	сердцу	_	_	
1-11	40-48	является	_	_	
1-12	49-56	нурофен	*	Drugname	
1-13	56-57	,	_	_	
1-14	58-60	но	_	_	
1-15	61-64	вот	_	_	
1-16	65-79	Обезболивающее	*	Drugclass	
1-17	80-81	и	_	_	
1-18	82-96	жаропонижающее	*	Drugclass	
1-19	97-105	средство	_	_	
1-20	106-107	"	_	_	
1-21	107-113	Синтез	_	_	
1-22	113-114	"	_	_	
1-23	115-126	Парацетамол	*	Drugname	
1-24	127-134	детский	_	_	
1-25	135-136	-	_	_	
1-26	137-146	суспензию	*	Drugform	
1-27	147-148	я	_	_	
1-28	149-152	все	_	_	
1-29	153-155	же	_	_	
1-30	156-165	использую	_	_	
1-31	166-167	и	_	_	
1-32	168-173	также	_	_	
1-33	174-181	наравне	_	_	
1-34	182-183	с	_	_	
1-35	184-193	нурофеном	*	Drugname	
1-36	194-197	даю	_	_	
1-37	198-201	его	_	_	
1-38	202-209	ребенку	_	_	
1-39	209-210	.	_	_	

#Text=А чередую я его с нурофеном, когда между приёмами нурофена у ребенка быстро набегает температура, а пить нурофен бывает ещё рано.
2-1	211-212	А	_	_	
2-2	213-220	чередую	_	_	
2-3	221-222	я	_	_	
2-4	223-226	его	_	_	
2-5	227-228	с	_	_	
2-6	229-238	нурофеном	*	Drugname	
2-7	238-239	,	_	_	
2-8	240-245	когда	_	_	
2-9	246-251	между	_	_	
2-10	252-260	приёмами	_	_	
2-11	261-269	нурофена	*	Drugname	
2-12	270-271	у	_	_	
2-13	272-279	ребенка	_	_	
2-14	280-286	быстро	_	_	
2-15	287-295	набегает	_	_	
2-16	296-307	температура	*	DI	
2-17	307-308	,	_	_	
2-18	309-310	а	_	_	
2-19	311-315	пить	_	_	
2-20	316-323	нурофен	*	Drugname	
2-21	324-330	бывает	_	_	
2-22	331-334	ещё	_	_	
2-23	335-339	рано	_	_	
2-24	339-340	.	_	_	

#Text=И это я делаю, чтобы не нарушить дозировку нурофена, ведь это будет чрезмерно опасно.
3-1	341-342	И	_	_	
3-2	343-346	это	_	_	
3-3	347-348	я	_	_	
3-4	349-354	делаю	_	_	
3-5	354-355	,	_	_	
3-6	356-361	чтобы	_	_	
3-7	362-364	не	_	_	
3-8	365-373	нарушить	_	_	
3-9	374-383	дозировку	_	_	
3-10	384-392	нурофена	*	Drugname	
3-11	392-393	,	_	_	
3-12	394-398	ведь	_	_	
3-13	399-402	это	_	_	
3-14	403-408	будет	_	_	
3-15	409-418	чрезмерно	_	_	
3-16	419-425	опасно	_	_	
3-17	425-426	.	_	_	

#Text=И именно такую схему лечения нам порекомендовал наш лечащий врач педиатр.
4-1	427-428	И	_	_	
4-2	429-435	именно	_	_	
4-3	436-441	такую	_	_	
4-4	442-447	схему	_	_	
4-5	448-455	лечения	_	_	
4-6	456-459	нам	_	_	
4-7	460-474	порекомендовал	_	_	
4-8	475-478	наш	_	_	
4-9	479-486	лечащий	_	_	
4-10	487-491	врач	_	_	
4-11	492-499	педиатр	_	_	
4-12	499-500	.	_	_	

#Text=И поэтому у нас дома в нашей аптечка всегда имеются два этих лекарственных препаратов: нурофен и Обезболивающее и жаропонижающее средство "Синтез" Парацетамол детский в виде суспензии.
5-1	501-502	И	_	_	
5-2	503-510	поэтому	_	_	
5-3	511-512	у	_	_	
5-4	513-516	нас	_	_	
5-5	517-521	дома	_	_	
5-6	522-523	в	_	_	
5-7	524-529	нашей	_	_	
5-8	530-537	аптечка	_	_	
5-9	538-544	всегда	_	_	
5-10	545-552	имеются	_	_	
5-11	553-556	два	_	_	
5-12	557-561	этих	_	_	
5-13	562-575	лекарственных	_	_	
5-14	576-586	препаратов	_	_	
5-15	586-587	:	_	_	
5-16	588-595	нурофен	*	Drugname	
5-17	596-597	и	_	_	
5-18	598-612	Обезболивающее	*	Drugclass	
5-19	613-614	и	_	_	
5-20	615-629	жаропонижающее	*	Drugclass	
5-21	630-638	средство	_	_	
5-22	639-640	"	_	_	
5-23	640-646	Синтез	_	_	
5-24	646-647	"	_	_	
5-25	648-659	Парацетамол	*	Drugname	
5-26	660-667	детский	_	_	
5-27	668-669	в	_	_	
5-28	670-674	виде	_	_	
5-29	675-684	суспензии	*	Drugform	
5-30	684-685	.	_	_	
