#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Впервые делала прививку от гриппа.
1-1	0-7	Впервые	_	_	
1-2	8-14	делала	_	_	
1-3	15-23	прививку	_	_	
1-4	24-26	от	_	_	
1-5	27-33	гриппа	*	DI	
1-6	33-34	.	_	_	

#Text=Переноситься достаточно легко.
2-1	35-47	Переноситься	_	_	
2-2	48-58	достаточно	_	_	
2-3	59-64	легко	_	_	
2-4	64-65	.	_	_	

#Text=Возможно покраснение в течении нескольких дней в месте укола.
3-1	66-74	Возможно	_	_	
3-2	75-86	покраснение	*	ADR	
3-3	87-88	в	_	_	
3-4	89-96	течении	_	_	
3-5	97-107	нескольких	_	_	
3-6	108-112	дней	_	_	
3-7	113-114	в	_	_	
3-8	115-120	месте	_	_	
3-9	121-126	укола	_	_	
3-10	126-127	.	_	_	

#Text=Были побочные: слабость, сонливость, общее недомогание.
4-1	128-132	Были	_	_	
4-2	133-141	побочные	_	_	
4-3	141-142	:	_	_	
4-4	143-151	слабость	*	ADR	
4-5	151-152	,	_	_	
4-6	153-163	сонливость	*	ADR	
4-7	163-164	,	_	_	
4-8	165-170	общее	_	_	
4-9	171-182	недомогание	*	ADR	
4-10	182-183	.	_	_	

#Text=Все прошло на следующий день.
5-1	184-187	Все	_	_	
5-2	188-194	прошло	_	_	
5-3	195-197	на	_	_	
5-4	198-207	следующий	_	_	
5-5	208-212	день	_	_	
5-6	212-213	.	_	_	

#Text=Можно делать!
6-1	214-219	Можно	_	_	
6-2	220-226	делать	_	_	
6-3	226-227	!	_	_	
