EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
0,0,0,1,1,DI[3]|Finding[1],252298,4,0.012861520051956177,0.017158836126327515,0.016269952058792114,0.9882766008377075,0.013158440589904785
1,0,0,0,0,EF[2],252298,7,0.9969536662101746,0.1710386872291565,0.7976840138435364,0.8653773069381714,0.13994517922401428
0,0,0,0,0,NEUTRAL,252298,8,0.9919412732124329,0.006355911493301392,0.028883278369903564,0.2574828267097473,0.03565835952758789
0,0,0,1,0,DI[1],2457636,2,0.015747487545013428,0.009120583534240723,0.009533852338790894,0.9828188419342041,0.011702179908752441
0,1,0,1,0,INF[3]|DI[2],2457636,5,0.4214392602443695,0.9658927321434021,0.021788328886032104,0.9842635989189148,0.05800250172615051
0,1,0,0,0,INF[4],2457636,6,0.031033635139465332,0.03459945321083069,0.029804378747940063,0.03110906481742859,0.8714444041252136
0,0,0,0,0,NEUTRAL,2457636,1,0.08129271864891052,0.9893156886100769,0.015904605388641357,0.04867318272590637,0.030078142881393433
0,0,0,1,0,DI[1],902248,1,0.017570942640304565,0.01025235652923584,0.007175445556640625,0.9847811460494995,0.012473970651626587
0,1,0,0,0,INF[2],902248,4,0.025171935558319092,0.9648436307907104,0.01979491114616394,0.01424756646156311,0.02224552631378174
0,1,0,0,0,INF[3],902248,13,0.021396785974502563,0.9822657108306885,0.016677379608154297,0.035090744495391846,0.029302924871444702
0,1,0,0,0,INF[4],902248,17,0.0436188280582428,0.9858361482620239,0.01936545968055725,0.027050942182540894,0.029726684093475342
0,0,0,0,0,NEUTRAL,902248,2,0.6913840770721436,0.00827518105506897,0.00912657380104065,0.01320803165435791,0.008400171995162964
0,0,0,1,0,DI[5],1410682,1,0.006222784519195557,0.002876371145248413,0.6870782375335693,0.10042175650596619,0.02592909336090088
0,0,0,1,0,DI[8],1410682,3,0.026848644018173218,0.6410216093063354,0.03773173689842224,0.9873696565628052,0.018156856298446655
1,0,0,0,0,EF[4],1410682,6,0.9560897350311279,0.01629108190536499,0.023080021142959595,0.01034650206565857,0.01954132318496704
1,0,0,1,1,EF[1]|DI[2]|Finding[6],1410682,7,0.08051377534866333,0.007940679788589478,0.007483690977096558,0.9899296760559082,0.0107860267162323
0,0,1,0,0,ADR[3],1410682,9,0.020264029502868652,0.014530152082443237,0.9754133820533752,0.014588743448257446,0.051741451025009155
0,0,1,0,0,ADR[7],1410682,10,0.9736510515213013,0.1094847023487091,0.037506312131881714,0.9499220848083496,0.011952102184295654
0,0,0,0,0,NEUTRAL,1410682,12,0.625856876373291,0.004758775234222412,0.00585252046585083,0.02646908164024353,0.010627508163452148
0,0,1,0,0,ADR[1],828011,2,0.037799835205078125,0.021839499473571777,0.9846515655517578,0.036970287561416626,0.03911823034286499
0,0,0,0,0,NEUTRAL,828011,3,0.022717058658599854,0.010513603687286377,0.003098815679550171,0.602995753288269,0.004493832588195801
0,0,0,1,0,DI[1],2670520,3,0.014800310134887695,0.0051818788051605225,0.005749493837356567,0.9704738855361938,0.058944493532180786
0,0,0,1,0,DI[3],2670520,6,0.004988819360733032,0.002720355987548828,0.01548805832862854,0.1242116391658783,0.056092262268066406
1,0,0,1,0,EF[2]|DI[4],2670520,8,0.9142645597457886,0.008831948041915894,0.00965273380279541,0.9735410213470459,0.01545664668083191
0,0,0,0,0,NEUTRAL,2670520,5,0.13158538937568665,0.00213700532913208,0.005829930305480957,0.06545749306678772,0.014355212450027466
0,0,1,0,0,ADR[1],2388814,2,0.03441479802131653,0.01200646162033081,0.9771000146865845,0.02300328016281128,0.0378856360912323
0,0,1,0,0,ADR[2],2388814,5,0.023251384496688843,0.012062877416610718,0.9605833292007446,0.008898615837097168,0.04246959090232849
0,0,0,0,0,NEUTRAL,2388814,3,0.009229660034179688,0.031058788299560547,0.009231120347976685,0.011376738548278809,0.008229285478591919
1,0,0,0,0,EF[1],2732826,6,0.9924185276031494,0.019981831312179565,0.03231289982795715,0.06750905513763428,0.028407126665115356
0,0,0,0,0,NEUTRAL,2732826,3,0.0035316646099090576,0.016747355461120605,0.006018310785293579,0.04066398739814758,0.027028530836105347
0,0,1,1,0,ADR[3]|DI[1],2800633,4,0.007306456565856934,0.04753977060317993,0.04510420560836792,0.9881783723831177,0.028164535760879517
0,0,1,0,0,ADR[2],2800633,5,0.0033949315547943115,0.08017009496688843,0.40435412526130676,0.04922589659690857,0.010339587926864624
0,0,0,0,0,NEUTRAL,2800633,3,0.002953767776489258,0.007957637310028076,0.00530734658241272,0.19763392210006714,0.08994978666305542
0,0,0,1,0,DI[2],2492997,1,0.008539080619812012,0.015237927436828613,0.006032377481460571,0.9744833111763,0.03423693776130676
1,1,0,1,0,INF[4]|EF[3]|DI[1],2492997,3,0.14830854535102844,0.9855505228042603,0.03501993417739868,0.8842858076095581,0.02649208903312683
0,0,0,0,0,NEUTRAL,2492997,2,0.007513701915740967,0.011200040578842163,0.00878790020942688,0.011036068201065063,0.09954661130905151
0,0,0,1,0,DI[4],2433935,1,0.6892299652099609,0.009804904460906982,0.006688296794891357,0.9869449734687805,0.013353288173675537
0,1,0,0,0,INF[5],2433935,3,0.011454343795776367,0.5093364119529724,0.012967735528945923,0.005762577056884766,0.011905312538146973
