EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
0,0,0,0,1,Finding[3],875711,1,0.012078046798706055,0.024760037660598755,0.006803035736083984,0.9810179471969604,0.039013832807540894
0,0,0,0,1,Finding[4],875711,2,0.044663816690444946,0.009837180376052856,0.005133539438247681,0.9745941162109375,0.019994080066680908
0,0,0,0,1,Finding[5],875711,3,0.007110178470611572,0.005772024393081665,0.031073778867721558,0.014207273721694946,0.09550842642784119
0,0,0,1,0,DI[6],875711,5,0.024506181478500366,0.011342048645019531,0.006600499153137207,0.9753408432006836,0.022037237882614136
1,0,0,1,0,EF[1]|DI[2],875711,8,0.1181475818157196,0.4754808247089386,0.008671283721923828,0.9920653104782104,0.032637327909469604
0,0,0,0,0,NEUTRAL,875711,4,0.038751035928726196,0.07672616839408875,0.008016198873519897,0.00875389575958252,0.01023775339126587
0,1,0,1,0,INF[5]|DI[3],2657172,1,0.005806088447570801,0.014991343021392822,0.00534483790397644,0.8847919702529907,0.10768252611160278
0,0,0,1,0,DI[6],2657172,2,0.00485682487487793,0.015549331903457642,0.921554446220398,0.2808268666267395,0.20535624027252197
0,0,0,1,0,DI[2],2657172,4,0.014281809329986572,0.011631190776824951,0.008333981037139893,0.9780541658401489,0.03771054744720459
1,1,0,0,0,INF[1]|EF[4],2657172,5,0.046437084674835205,0.0033022165298461914,0.01380106806755066,0.01999729871749878,0.016682446002960205
0,0,0,0,0,NEUTRAL,2657172,6,0.08487874269485474,0.019374370574951172,0.009292542934417725,0.014004230499267578,0.007942914962768555
1,0,0,1,0,EF[2]|DI[3],656340,2,0.009449154138565063,0.057920634746551514,0.01091715693473816,0.9841210842132568,0.11443182826042175
0,0,0,1,0,DI[1],656340,7,0.04110369086265564,0.012118160724639893,0.006774723529815674,0.9863287210464478,0.03809419274330139
0,0,0,0,0,NEUTRAL,656340,1,0.008194655179977417,0.002827197313308716,0.011931777000427246,0.31494104862213135,0.05469068884849548
0,0,1,0,0,ADR[1],668099,6,0.009761303663253784,0.008638113737106323,0.015503466129302979,0.01563405990600586,0.017844974994659424
0,0,1,0,0,ADR[4],668099,7,0.024754494428634644,0.010707288980484009,0.008830219507217407,0.01899096369743347,0.010710686445236206
0,0,1,0,0,ADR[3],668099,8,0.012448251247406006,0.003424704074859619,0.06554141640663147,0.03491562604904175,0.226605623960495
0,0,1,0,0,ADR[2],668099,11,0.013397783041000366,0.005862295627593994,0.32151171565055847,0.17746764421463013,0.5803970098495483
