#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Этой зимой, у моего малыша резались зубки и с высокой температурой, которая ничем не сбивалась, загремели в больницу.
1-1	0-4	Этой	_	_	_	_	
1-2	5-10	зимой	_	_	_	_	
1-3	10-11	,	_	_	_	_	
1-4	12-13	у	_	_	_	_	
1-5	14-19	моего	_	_	_	_	
1-6	20-26	малыша	_	_	_	_	
1-7	27-35	резались	_	_	_	_	
1-8	36-41	зубки	_	_	_	_	
1-9	42-43	и	_	_	_	_	
1-10	44-45	с	_	_	_	_	
1-11	46-53	высокой	*[1]	DI[1]	_	_	
1-12	54-66	температурой	*[1]	DI[1]	_	_	
1-13	66-67	,	_	_	_	_	
1-14	68-75	которая	_	_	_	_	
1-15	76-81	ничем	_	_	_	_	
1-16	82-84	не	_	_	_	_	
1-17	85-94	сбивалась	_	_	_	_	
1-18	94-95	,	_	_	_	_	
1-19	96-105	загремели	_	_	_	_	
1-20	106-107	в	_	_	_	_	
1-21	108-116	больницу	_	_	_	_	
1-22	116-117	.	_	_	_	_	

#Text=В приёмной, сразу же ребёнку укололи жаропонижающее и отправили спать.
2-1	118-119	В	_	_	_	_	
2-2	120-128	приёмной	_	_	_	_	
2-3	128-129	,	_	_	_	_	
2-4	130-135	сразу	_	_	_	_	
2-5	136-138	же	_	_	_	_	
2-6	139-146	ребёнку	_	_	_	_	
2-7	147-154	укололи	_	_	_	_	
2-8	155-169	жаропонижающее	*	Drugclass	_	_	
2-9	170-171	и	_	_	_	_	
2-10	172-181	отправили	_	_	_	_	
2-11	182-187	спать	*	Other	_	_	
2-12	187-188	.	_	_	_	_	

#Text=На утро, ребёнок проснулся весь горячий, кричал, температура была 38.
3-1	189-191	На	_	_	_	_	
3-2	192-196	утро	_	_	_	_	
3-3	196-197	,	_	_	_	_	
3-4	198-205	ребёнок	_	_	_	_	
3-5	206-215	проснулся	_	_	_	_	
3-6	216-220	весь	_	_	_	_	
3-7	221-228	горячий	*	DI	_	_	
3-8	228-229	,	_	_	_	_	
3-9	230-236	кричал	*	ADR	_	_	
3-10	236-237	,	_	_	_	_	
3-11	238-249	температура	*[2]	DI[2]	_	_	
