#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Принимала это успокоительное уже давно.
1-1	0-9	Принимала	_	_	
1-2	10-13	это	_	_	
1-3	14-28	успокоительное	*	Drugclass	
1-4	29-32	уже	_	_	
1-5	33-38	давно	_	_	
1-6	38-39	.	_	_	

#Text=Но его действие я запомнила.
2-1	40-42	Но	_	_	
2-2	43-46	его	_	_	
2-3	47-55	действие	_	_	
2-4	56-57	я	_	_	
2-5	58-67	запомнила	_	_	
2-6	67-68	.	_	_	

#Text=Читала отзывы прежде чем купить его.
3-1	69-75	Читала	_	_	
3-2	76-82	отзывы	_	_	
3-3	83-89	прежде	_	_	
3-4	90-93	чем	_	_	
3-5	94-100	купить	_	_	
3-6	101-104	его	_	_	
3-7	104-105	.	_	_	

#Text=Все расписывали очень красочно, снимает тревогу, успокаивает, снимает напряжение.
4-1	106-109	Все	_	_	
4-2	110-121	расписывали	_	_	
4-3	122-127	очень	_	_	
4-4	128-136	красочно	_	_	
4-5	136-137	,	_	_	
4-6	138-145	снимает	_	_	
4-7	146-153	тревогу	*	Other	
4-8	153-154	,	_	_	
4-9	155-166	успокаивает	*	Other	
4-10	166-167	,	_	_	
4-11	168-175	снимает	_	_	
4-12	176-186	напряжение	*	Other	
4-13	186-187	.	_	_	

#Text=Однако, после этих положительных отзывов я его купила.
5-1	188-194	Однако	_	_	
5-2	194-195	,	_	_	
5-3	196-201	после	_	_	
5-4	202-206	этих	_	_	
5-5	207-220	положительных	_	_	
5-6	221-228	отзывов	_	_	
5-7	229-230	я	_	_	
5-8	231-234	его	_	_	
5-9	235-241	купила	_	_	
5-10	241-242	.	_	_	

#Text=Хочется заметить, что цена у него очень даже большая.
6-1	243-250	Хочется	_	_	
6-2	251-259	заметить	_	_	
6-3	259-260	,	_	_	
6-4	261-264	что	_	_	
6-5	265-269	цена	_	_	
6-6	270-271	у	_	_	
6-7	272-276	него	_	_	
6-8	277-282	очень	_	_	
6-9	283-287	даже	_	_	
6-10	288-295	большая	_	_	
6-11	295-296	.	_	_	

#Text=И продается по 20 таблеток ( если мне не изменяет память), что не хватает на курс.
7-1	297-298	И	_	_	
7-2	299-308	продается	_	_	
7-3	309-311	по	_	_	
7-4	312-314	20	_	_	
7-5	315-323	таблеток	*	Drugform	
7-6	324-325	(	_	_	
7-7	326-330	если	_	_	
7-8	331-334	мне	_	_	
7-9	335-337	не	_	_	
7-10	338-346	изменяет	_	_	
7-11	347-353	память	_	_	
7-12	353-354	)	_	_	
7-13	354-355	,	_	_	
7-14	356-359	что	_	_	
7-15	360-362	не	_	_	
7-16	363-370	хватает	_	_	
7-17	371-373	на	_	_	
7-18	374-378	курс	_	_	
7-19	378-379	.	_	_	

#Text=Так вот стала я принимать эти успокоительные и стала замечать раздражительность.
8-1	380-383	Так	_	_	
8-2	384-387	вот	_	_	
8-3	388-393	стала	_	_	
8-4	394-395	я	_	_	
