#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Придя в аптеку, я хотела купить совершенно другое средство от насморка, его не было в продаже и фармацевт предложил мне аналог тот же ксилометазолин, только выпускаемый под торговым названием "Ксимелин".
1-1	0-5	Придя	_	_	_	_	
1-2	6-7	в	_	_	_	_	
1-3	8-14	аптеку	_	_	_	_	
1-4	14-15	,	_	_	_	_	
1-5	16-17	я	_	_	_	_	
1-6	18-24	хотела	_	_	_	_	
1-7	25-31	купить	_	_	_	_	
1-8	32-42	совершенно	_	_	_	_	
1-9	43-49	другое	_	_	_	_	
1-10	50-58	средство	_	_	_	_	
1-11	59-61	от	_	_	_	_	
1-12	62-70	насморка	*	DI	_	_	
1-13	70-71	,	_	_	_	_	
1-14	72-75	его	_	_	_	_	
1-15	76-78	не	_	_	_	_	
1-16	79-83	было	_	_	_	_	
1-17	84-85	в	_	_	_	_	
1-18	86-93	продаже	_	_	_	_	
1-19	94-95	и	_	_	_	_	
1-20	96-105	фармацевт	_	_	_	_	
1-21	106-115	предложил	_	_	_	_	
1-22	116-119	мне	_	_	_	_	
1-23	120-126	аналог	_	_	_	_	
1-24	127-130	тот	_	_	_	_	
1-25	131-133	же	_	_	_	_	
1-26	134-148	ксилометазолин	*	Drugname	_	_	
1-27	148-149	,	_	_	_	_	
1-28	150-156	только	_	_	_	_	
1-29	157-168	выпускаемый	_	_	_	_	
1-30	169-172	под	_	_	_	_	
1-31	173-181	торговым	_	_	_	_	
1-32	182-191	названием	_	_	_	_	
1-33	192-193	"	_	_	_	_	
1-34	193-201	Ксимелин	*	Drugname	_	_	
1-35	201-202	"	_	_	_	_	
1-36	202-203	.	_	_	_	_	

#Text=Спрей мне достался по привлекательно низкой цене 50 рублей.
2-1	204-209	Спрей	*	Drugform	_	_	
2-2	210-213	мне	_	_	_	_	
2-3	214-222	достался	_	_	_	_	
2-4	223-225	по	_	_	_	_	
2-5	226-240	привлекательно	_	_	_	_	
2-6	241-247	низкой	_	_	_	_	
2-7	248-252	цене	_	_	_	_	
2-8	253-255	50	_	_	_	_	
2-9	256-262	рублей	_	_	_	_	
2-10	262-263	.	_	_	_	_	

#Text=В этом году истекал срок годности данного товара и в аптеке снизили на него цену.
3-1	264-265	В	_	_	_	_	
3-2	266-270	этом	_	_	_	_	
3-3	271-275	году	_	_	_	_	
3-4	276-283	истекал	_	_	_	_	
3-5	284-288	срок	_	_	_	_	
