#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Невролог назначил ребенку 3.7 лет пропить энцефабол, 1ч.
1-1	0-8	Невролог	_	_	_	_	
1-2	9-17	назначил	_	_	_	_	
1-3	18-25	ребенку	_	_	_	_	
1-4	26-29	3.7	_	_	_	_	
1-5	30-33	лет	_	_	_	_	
1-6	34-41	пропить	_	_	_	_	
1-7	42-51	энцефабол	*	Drugname	_	_	
1-8	51-52	,	_	_	_	_	
1-9	53-55	1ч	_	_	_	_	
1-10	55-56	.	_	_	_	_	

#Text=л 2раза в день, месяц.
2-1	57-58	л	_	_	_	_	
2-2	59-64	2раза	_	_	_	_	
2-3	65-66	в	_	_	_	_	
2-4	67-71	день	_	_	_	_	
2-5	71-72	,	_	_	_	_	
2-6	73-78	месяц	_	_	_	_	
2-7	78-79	.	_	_	_	_	

#Text=ребенок стал лучше намного разговаривать, повторять все что слышит.
3-1	80-87	ребенок	_	_	*->1-1	EF[1]	
3-2	88-92	стал	_	_	*->1-1	EF[1]	
3-3	93-98	лучше	_	_	*->1-1	EF[1]	
3-4	99-106	намного	_	_	*->1-1	EF[1]	
3-5	107-120	разговаривать	_	_	*->1-1	EF[1]	
3-6	120-121	,	_	_	*->1-1	EF[1]	
3-7	122-131	повторять	_	_	*->1-1	EF[1]	
3-8	132-135	все	_	_	*->1-1	EF[1]	
3-9	136-139	что	_	_	*->1-1	EF[1]	
3-10	140-146	слышит	_	_	*->1-1	EF[1]	
3-11	146-147	.	_	_	*->1-1	EF[1]	

#Text=но к концу приема, (т. е пили где то 20 дней если не меньше, )у ребенка заболела сильно правая нога, через неделю левая, жаловался на боли в руках, сильные боли в мышщах.
4-1	148-150	но	_	_	_	_	
4-2	151-152	к	_	_	_	_	
4-3	153-158	концу	_	_	_	_	
4-4	159-165	приема	_	_	_	_	
4-5	165-166	,	_	_	_	_	
4-6	167-168	(	_	_	_	_	
4-7	168-170	т.	_	_	_	_	
4-8	171-172	е	_	_	_	_	
4-9	173-177	пили	_	_	_	_	
4-10	178-181	где	_	_	_	_	
4-11	182-184	то	_	_	_	_	
4-12	185-187	20	_	_	_	_	
4-13	188-192	дней	_	_	_	_	
4-14	193-197	если	_	_	_	_	
4-15	198-200	не	_	_	_	_	
4-16	201-207	меньше	_	_	_	_	
4-17	207-208	,	_	_	_	_	
4-18	209-210	)	_	_	_	_	
4-19	210-211	у	_	_	_	_	
4-20	212-219	ребенка	_	_	_	_	
4-21	220-228	заболела	*[1]	ADR[1]	_	_	
4-22	229-235	сильно	*[1]	ADR[1]	_	_	
4-23	236-242	правая	*[1]	ADR[1]	_	_	
4-24	243-247	нога	*[1]	ADR[1]	_	_	
4-25	247-248	,	_	_	_	_	
4-26	249-254	через	_	_	_	_	
4-27	255-261	неделю	_	_	_	_	
4-28	262-267	левая	_	_	_	_	
4-29	267-268	,	_	_	_	_	
4-30	269-278	жаловался	_	_	_	_	
4-31	279-281	на	_	_	_	_	
4-32	282-286	боли	*[2]	ADR[2]	_	_	
4-33	287-288	в	*[2]	ADR[2]	_	_	
4-34	289-294	руках	*[2]	ADR[2]	_	_	
4-35	294-295	,	_	_	_	_	
4-36	296-303	сильные	*[3]	ADR[3]	_	_	
4-37	304-308	боли	*[3]	ADR[3]	_	_	
4-38	309-310	в	*[3]	ADR[3]	_	_	
4-39	311-317	мышщах	*[3]	ADR[3]	_	_	
4-40	317-318	.	_	_	_	_	

#Text=и температура была несколько разэ и мы прекратили его пить.
5-1	319-320	и	_	_	_	_	
5-2	321-332	температура	*	ADR	_	_	
5-3	333-337	была	_	_	_	_	
5-4	338-347	несколько	_	_	_	_	
5-5	348-352	разэ	_	_	_	_	
5-6	353-354	и	_	_	_	_	
5-7	355-357	мы	_	_	_	_	
5-8	358-368	прекратили	_	_	_	_	
5-9	369-372	его	_	_	_	_	
5-10	373-377	пить	_	_	_	_	
5-11	377-378	.	_	_	_	_	

#Text=Общее впечатление : Помог с речью,но потом побочный эффект был!
6-1	379-384	Общее	_	_	_	_	
6-2	385-396	впечатление	_	_	_	_	
6-3	397-398	:	_	_	_	_	
6-4	399-404	Помог	_	_	_	_	
6-5	405-406	с	_	_	_	_	
6-6	407-412	речью	_	_	_	_	
6-7	412-413	,	_	_	_	_	
6-8	413-415	но	_	_	_	_	
6-9	416-421	потом	_	_	_	_	
6-10	422-430	побочный	_	_	_	_	
6-11	431-437	эффект	_	_	_	_	
6-12	438-441	был	_	_	_	_	
6-13	441-442	!	_	_	_	_	
