#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Мы живет в такое время, когда стрессы случаются практически у каждого человека.
1-1	0-2	Мы	_	_	_	_	
1-2	3-8	живет	_	_	_	_	
1-3	9-10	в	_	_	_	_	
1-4	11-16	такое	_	_	_	_	
1-5	17-22	время	_	_	_	_	
1-6	22-23	,	_	_	_	_	
1-7	24-29	когда	_	_	_	_	
1-8	30-37	стрессы	*	DI	_	_	
1-9	38-47	случаются	_	_	_	_	
1-10	48-59	практически	_	_	_	_	
1-11	60-61	у	_	_	_	_	
1-12	62-69	каждого	_	_	_	_	
1-13	70-78	человека	_	_	_	_	
1-14	78-79	.	_	_	_	_	

#Text=После рождения ребенка, от постоянного недосыпа и переутомляемости, я начала постоянно срываться и кричать на своих близких.
2-1	80-85	После	_	_	_	_	
2-2	86-94	рождения	_	_	_	_	
2-3	95-102	ребенка	_	_	_	_	
2-4	102-103	,	_	_	_	_	
2-5	104-106	от	_	_	_	_	
2-6	107-118	постоянного	_	_	_	_	
2-7	119-127	недосыпа	*	DI	_	_	
2-8	128-129	и	_	_	_	_	
2-9	130-146	переутомляемости	*	DI	_	_	
2-10	146-147	,	_	_	_	_	
2-11	148-149	я	_	_	_	_	
2-12	150-156	начала	_	_	_	_	
2-13	157-166	постоянно	_	_	_	_	
2-14	167-176	срываться	*	DI	_	_	
2-15	177-178	и	_	_	_	_	
2-16	179-186	кричать	*	DI	_	_	
2-17	187-189	на	_	_	_	_	
2-18	190-195	своих	_	_	_	_	
2-19	196-203	близких	_	_	_	_	
2-20	203-204	.	_	_	_	_	

#Text=Но пропив курс таблеток "Тенотен" я стала намного спокойнее.
3-1	205-207	Но	_	_	*->1-1	EF[1]	
3-2	208-214	пропив	_	_	*->1-1	EF[1]	
3-3	215-219	курс	_	_	*->1-1	EF[1]	
3-4	220-228	таблеток	*	Drugform	*->1-1	EF[1]	
3-5	229-230	"	_	_	*->1-1	EF[1]	
3-6	230-237	Тенотен	*	Drugname	*->1-1	EF[1]	
3-7	237-238	"	_	_	*->1-1	EF[1]	
3-8	239-240	я	_	_	*->1-1	EF[1]	
3-9	241-246	стала	_	_	*->1-1	EF[1]	
3-10	247-254	намного	_	_	*->1-1	EF[1]	
3-11	255-264	спокойнее	*	DI	*->1-1	EF[1]	
3-12	264-265	.	_	_	*->1-1	EF[1]	

#Text=Также они очень хорошо помогают моей маме, ее работа связана общением с людьми, и не всегда люди бывают адекватные, чтобы не срываться, она принимает эти таблетки.
4-1	266-271	Также	_	_	*->3-1	EF[3]	
4-2	272-275	они	_	_	*->3-1	EF[3]	
4-3	276-281	очень	_	_	*->3-1	EF[3]	
4-4	282-288	хорошо	_	_	*->3-1	EF[3]	
4-5	289-297	помогают	_	_	*->3-1	EF[3]	
4-6	298-302	моей	_	_	*->3-1	EF[3]	
