sentences,EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
"Then we tried to smear it in the summer - bitten by mosquitoes, and even combed - did not help either.",0,1,0,0,0,INF[6],591900,4,0.010137835517525673,0.9549152851104736,0.013972150161862373,0.9140922427177429,0.02074783481657505
"Of course, you may need to use it in combination with internal medication, but as a separate tool it didn't help us.",0,1,0,0,0,INF[3],591900,5,0.010462962090969086,0.9784461259841919,0.016677547246217728,0.07023148238658905,0.03347945585846901
"I also suffered from mosquito bites in the summer, also smeared and also itched and itched.",0,1,0,0,0,INF[7],591900,6,0.004318407736718655,0.012351668439805508,0.035242024809122086,0.9924002885818481,0.05187481269240379
It seems to me that it is not effective.,0,1,0,0,0,INF[2],591900,7,0.01618555746972561,0.8492147922515869,0.01262959185987711,0.009666718542575836,0.00981924682855606
I agree that the same tools work differently for different people.,0,0,0,0,0,NEUTRAL,591900,2,0.008878150023519993,0.007785264868289232,0.008226008154451847,0.007322796154767275,0.007684891112148762
But ingavirin was able to help me in 3 days.,1,0,0,0,0,EF[3],2663253,4,0.9360924363136292,0.022585110738873482,0.00876089558005333,0.011355572380125523,0.008248614147305489
"I got SARS, bought Ingavirin in capsules at the pharmacy.",0,0,0,1,0,DI[1],2663253,5,0.0118991294875741,0.007319860626012087,0.00864162016659975,0.9783369302749634,0.006152650807052851
"And helped, on the third day felt great.",1,0,0,0,0,EF[6],2663253,9,0.9879580736160278,0.016003431752324104,0.032639287412166595,0.01585434563457966,0.018694713711738586
An excellent effective tool.,1,0,0,0,0,EF[4],2663253,10,0.9705932140350342,0.007221555802971125,0.04363803565502167,0.010692142881453037,0.015646036714315414
"Though it may seem expensive, but for great action and you can spend, especially when you are sick and want to be in service as early as possible.",1,0,0,0,0,EF[2],2663253,11,0.8321548104286194,0.013717292807996273,0.00629867659881711,0.009490634314715862,0.008664853870868683
I honestly recommend Ingavirin for the initial symptoms of a cold and even for prevention purposes.,0,0,0,1,0,DI[5],2663253,12,0.013911377638578415,0.0045409053564071655,0.013341670855879784,0.9837897419929504,0.010213927365839481
Probably because of the ads.,0,0,0,0,0,NEUTRAL,2663253,2,0.003510567592456937,0.005158590152859688,0.01523435115814209,0.010407233610749245,0.014137391932308674
"Recently, I began to suffer from the appearance of herpes on the lips.",0,0,0,1,0,DI[7],832817,1,0.009093175642192364,0.007378268521279097,0.008678270503878593,0.9775130152702332,0.006868906319141388
"I lived for twenty-three years and nothing like this ever appeared, and once I got sick, my immune system weakened and this nonsense popped out on my lips.",0,0,0,1,0,DI[10],832817,2,0.005480303894728422,0.009890959598124027,0.008663084357976913,0.9837649464607239,0.01485910452902317
"I have tried all sorts of remedies: Herpevir, Zovirax and some other means, and the doctor recommended me to dry it with alcohol, or rather alcohol solution (by the way, it helped) at an early stage of the appearance of herpes.",0,0,0,1,0,DI[3],832817,3,0.9548965692520142,0.009594629518687725,0.004179954994469881,0.9212686419487,0.013626115396618843
But once I had herpes again and again when I had a respiratory viral infection.,0,0,0,1,0,DI[9],832817,4,0.012624937109649181,0.03697073832154274,0.009643671102821827,0.9945151805877686,0.0099229970946908
And the next day I was all over.,1,0,0,0,0,EF[6],832817,7,0.0030454001389443874,0.012138636782765388,0.31054216623306274,0.004216821398586035,0.09715401381254196
"True, there was still a small wound, but the lip did not swell, did not spread, further herpes did not go.",1,0,0,1,1,EF[1]|DI[8]|Finding[2],832817,8,0.20172351598739624,0.8327122926712036,0.047199562191963196,0.9975824356079102,0.05207831785082817
