#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Много слышала про мазь оксолиновую и об её эффекте.
1-1	0-5	Много	_	_	_	_	
1-2	6-13	слышала	_	_	_	_	
1-3	14-17	про	_	_	_	_	
1-4	18-22	мазь	*	Drugform	_	_	
1-5	23-34	оксолиновую	*	Drugname	_	_	
1-6	35-36	и	_	_	_	_	
1-7	37-39	об	_	_	_	_	
1-8	40-42	её	_	_	_	_	
1-9	43-50	эффекте	_	_	_	_	
1-10	50-51	.	_	_	_	_	

#Text=Решила попробовать.
2-1	52-58	Решила	_	_	_	_	
2-2	59-70	попробовать	_	_	_	_	
2-3	70-71	.	_	_	_	_	

#Text=Эту мазь надо применять при выходе из дома или при посещении больниц и других людных мест.
3-1	72-75	Эту	_	_	_	_	
3-2	76-80	мазь	*	Drugform	_	_	
3-3	81-85	надо	_	_	_	_	
3-4	86-95	применять	_	_	_	_	
3-5	96-99	при	_	_	_	_	
3-6	100-106	выходе	_	_	_	_	
3-7	107-109	из	_	_	_	_	
3-8	110-114	дома	_	_	_	_	
3-9	115-118	или	_	_	_	_	
3-10	119-122	при	_	_	_	_	
3-11	123-132	посещении	_	_	_	_	
3-12	133-140	больниц	_	_	_	_	
3-13	141-142	и	_	_	_	_	
3-14	143-149	других	_	_	_	_	
3-15	150-156	людных	_	_	_	_	
3-16	157-161	мест	_	_	_	_	
3-17	161-162	.	_	_	_	_	

#Text=Необходимо эту мазь за 5 минут до выхода на нести на область вокруг носа и немного в носу.
4-1	163-173	Необходимо	_	_	_	_	
4-2	174-177	эту	_	_	_	_	
4-3	178-182	мазь	*	Drugform	_	_	
4-4	183-185	за	_	_	_	_	
4-5	186-187	5	_	_	_	_	
4-6	188-193	минут	_	_	_	_	
4-7	194-196	до	_	_	_	_	
4-8	197-203	выхода	_	_	_	_	
4-9	204-206	на	_	_	_	_	
4-10	207-212	нести	_	_	_	_	
4-11	213-215	на	_	_	_	_	
4-12	216-223	область	_	_	_	_	
4-13	224-230	вокруг	_	_	_	_	
4-14	231-235	носа	_	_	_	_	
4-15	236-237	и	_	_	_	_	
4-16	238-245	немного	_	_	_	_	
4-17	246-247	в	_	_	_	_	
4-18	248-252	носу	_	_	_	_	
4-19	252-253	.	_	_	_	_	

#Text=Она должна убивать все вредные микробы.
5-1	254-257	Она	_	_	_	_	
5-2	258-264	должна	_	_	_	_	
5-3	265-272	убивать	_	_	_	_	
5-4	273-276	все	_	_	_	_	
5-5	277-284	вредные	_	_	_	_	
5-6	285-292	микробы	_	_	_	_	
5-7	292-293	.	_	_	_	_	

#Text=Я так делала и что хочу сказать.
6-1	294-295	Я	_	_	_	_	
6-2	296-299	так	_	_	_	_	
6-3	300-306	делала	_	_	_	_	
6-4	307-308	и	_	_	_	_	
6-5	309-312	что	_	_	_	_	
6-6	313-317	хочу	_	_	_	_	
6-7	318-325	сказать	_	_	_	_	
6-8	325-326	.	_	_	_	_	

#Text=Все это сплошная ерунда.
7-1	327-330	Все	_	_	_	_	
7-2	331-334	это	_	_	_	_	
7-3	335-343	сплошная	_	_	_	_	
7-4	344-350	ерунда	_	_	_	_	
7-5	350-351	.	_	_	_	_	

#Text=Она не помогает.
8-1	352-355	Она	_	_	*->1-1	INF[1]	
8-2	356-358	не	_	_	*->1-1	INF[1]	
8-3	359-367	помогает	_	_	*->1-1	INF[1]	
8-4	367-368	.	_	_	*->1-1	INF[1]	

#Text=Все зависит от иммунитета.
9-1	369-372	Все	_	_	_	_	
9-2	373-380	зависит	_	_	_	_	
9-3	381-383	от	_	_	_	_	
9-4	384-394	иммунитета	_	_	_	_	
9-5	394-395	.	_	_	_	_	

#Text=Если он сильный, то тебе ничего не страшно.
10-1	396-400	Если	_	_	_	_	
10-2	401-403	он	_	_	_	_	
10-3	404-411	сильный	_	_	_	_	
10-4	411-412	,	_	_	_	_	
10-5	413-415	то	_	_	_	_	
10-6	416-420	тебе	_	_	_	_	
10-7	421-427	ничего	_	_	_	_	
10-8	428-430	не	_	_	_	_	
10-9	431-438	страшно	_	_	_	_	
10-10	438-439	.	_	_	_	_	

#Text=Что хочу сказать про мазь.
11-1	440-443	Что	_	_	_	_	
11-2	444-448	хочу	_	_	_	_	
11-3	449-456	сказать	_	_	_	_	
11-4	457-460	про	_	_	_	_	
11-5	461-465	мазь	*	Drugform	_	_	
11-6	465-466	.	_	_	_	_	

#Text=Обычная упаковка и невзрачная к тому же.
12-1	467-474	Обычная	_	_	_	_	
12-2	475-483	упаковка	_	_	_	_	
12-3	484-485	и	_	_	_	_	
12-4	486-496	невзрачная	_	_	_	_	
12-5	497-498	к	_	_	_	_	
12-6	499-503	тому	_	_	_	_	
12-7	504-506	же	_	_	_	_	
12-8	506-507	.	_	_	_	_	

#Text=Запах не приятный.
13-1	508-513	Запах	_	_	_	_	
13-2	514-516	не	_	_	_	_	
13-3	517-525	приятный	_	_	_	_	
13-4	525-526	.	_	_	_	_	

#Text=Жирная.
14-1	527-533	Жирная	_	_	_	_	
14-2	533-534	.	_	_	_	_	

#Text=Хотя она и должна быть такой.
15-1	535-539	Хотя	_	_	_	_	
15-2	540-543	она	_	_	_	_	
15-3	544-545	и	_	_	_	_	
15-4	546-552	должна	_	_	_	_	
15-5	553-557	быть	_	_	_	_	
15-6	558-563	такой	_	_	_	_	
15-7	563-564	.	_	_	_	_	

#Text=Остальное самовнушение.
16-1	565-574	Остальное	_	_	_	_	
16-2	575-587	самовнушение	_	_	_	_	
16-3	587-588	.	_	_	_	_	

#Text=А также есть один интересный пункт в инструкции как при беременности проконсультироваться с врачом и последствия не известны.
17-1	589-590	А	_	_	_	_	
17-2	591-596	также	_	_	_	_	
17-3	597-601	есть	_	_	_	_	
17-4	602-606	один	_	_	_	_	
17-5	607-617	интересный	_	_	_	_	
17-6	618-623	пункт	_	_	_	_	
17-7	624-625	в	_	_	_	_	
17-8	626-636	инструкции	_	_	_	_	
17-9	637-640	как	_	_	_	_	
17-10	641-644	при	_	_	_	_	
17-11	645-657	беременности	_	_	_	_	
17-12	658-678	проконсультироваться	_	_	_	_	
17-13	679-680	с	_	_	_	_	
17-14	681-687	врачом	_	_	_	_	
17-15	688-689	и	_	_	_	_	
17-16	690-701	последствия	_	_	_	_	
17-17	702-704	не	_	_	_	_	
17-18	705-713	известны	_	_	_	_	
17-19	713-714	.	_	_	_	_	

#Text=Ну это приблизительно до словно не помню просто.
18-1	715-717	Ну	_	_	_	_	
18-2	718-721	это	_	_	_	_	
18-3	722-736	приблизительно	_	_	_	_	
18-4	737-739	до	_	_	_	_	
18-5	740-746	словно	_	_	_	_	
18-6	747-749	не	_	_	_	_	
18-7	750-755	помню	_	_	_	_	
18-8	756-762	просто	_	_	_	_	
18-9	762-763	.	_	_	_	_	

#Text=Не советую разочаруетесь.
19-1	764-766	Не	_	_	_	_	
19-2	767-774	советую	_	_	_	_	
19-3	775-788	разочаруетесь	_	_	_	_	
19-4	788-789	.	_	_	_	_	
