#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Этой зимой мы заболели всей семьей ОРВИ.
1-1	0-4	Этой	_	_	
1-2	5-10	зимой	_	_	
1-3	11-13	мы	_	_	
1-4	14-22	заболели	_	_	
1-5	23-27	всей	_	_	
1-6	28-34	семьей	_	_	
1-7	35-39	ОРВИ	*	DI	
1-8	39-40	.	_	_	

#Text=Ребенку, которому 1 год, вызвали врача.
2-1	41-48	Ребенку	_	_	
2-2	48-49	,	_	_	
2-3	50-58	которому	_	_	
2-4	59-60	1	_	_	
2-5	61-64	год	_	_	
2-6	64-65	,	_	_	
2-7	66-73	вызвали	_	_	
2-8	74-79	врача	_	_	
2-9	79-80	.	_	_	

#Text=Врач выписал много сиропов и свечи "Виферон".
3-1	81-85	Врач	_	_	
3-2	86-93	выписал	_	_	
3-3	94-99	много	_	_	
3-4	100-107	сиропов	_	_	
3-5	108-109	и	_	_	
3-6	110-115	свечи	_	_	
3-7	116-117	"	_	_	
3-8	117-124	Виферон	*	Drugname	
3-9	124-125	"	_	_	
3-10	125-126	.	_	_	

#Text=Эти свечи выпускаются в различной дозировке.
4-1	127-130	Эти	_	_	
4-2	131-136	свечи	_	_	
4-3	137-148	выпускаются	_	_	
4-4	149-150	в	_	_	
4-5	151-160	различной	_	_	
4-6	161-170	дозировке	_	_	
4-7	170-171	.	_	_	

#Text=В упаковке 10 шт.
5-1	172-173	В	_	_	
5-2	174-182	упаковке	_	_	
5-3	183-185	10	_	_	
5-4	186-188	шт	_	_	
5-5	188-189	.	_	_	

#Text=Свечи на основе интерферона.
6-1	190-195	Свечи	_	_	
6-2	196-198	на	_	_	
6-3	199-205	основе	_	_	
6-4	206-217	интерферона	*	Drugname	
6-5	217-218	.	_	_	

#Text=Разрешены к применению как взрослыми и детьми, так и кормящими и беременными женщинами.
7-1	219-228	Разрешены	_	_	
7-2	229-230	к	_	_	
7-3	231-241	применению	_	_	
7-4	242-245	как	_	_	
7-5	246-255	взрослыми	_	_	
7-6	256-257	и	_	_	
7-7	258-264	детьми	_	_	
7-8	264-265	,	_	_	
7-9	266-269	так	_	_	
7-10	270-271	и	_	_	
7-11	272-281	кормящими	_	_	
7-12	282-283	и	_	_	
