#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=В первый день приема Ликопид 10мг раз в день за 30 мин до еды - поднялась температура до 37.7.
1-1	0-1	В	_	_	
1-2	2-8	первый	_	_	
1-3	9-13	день	_	_	
1-4	14-20	приема	_	_	
1-5	21-28	Ликопид	*	Drugname	
1-6	29-33	10мг	_	_	
1-7	34-37	раз	_	_	
1-8	38-39	в	_	_	
1-9	40-44	день	_	_	
1-10	45-47	за	_	_	
1-11	48-50	30	_	_	
1-12	51-54	мин	_	_	
1-13	55-57	до	_	_	
1-14	58-61	еды	_	_	
1-15	62-63	-	_	_	
1-16	64-73	поднялась	_	_	
1-17	74-85	температура	*[1]	ADR[1]	
1-18	86-88	до	*[1]	ADR[1]	
1-19	89-93	37.7	*[1]	ADR[1]	
1-20	93-94	.	_	_	

#Text=На второй день - лимит суставы в кисти руки, которая болела 4 года назад (падала на эту руку) + постоянная температура 37.9.
2-1	95-97	На	_	_	
2-2	98-104	второй	_	_	
2-3	105-109	день	_	_	
2-4	110-111	-	_	_	
2-5	112-117	лимит	*[2]	ADR[2]	
2-6	118-125	суставы	*[2]	ADR[2]	
2-7	126-127	в	*[2]	ADR[2]	
2-8	128-133	кисти	*[2]	ADR[2]	
2-9	134-138	руки	*[2]	ADR[2]	
2-10	138-139	,	_	_	
2-11	140-147	которая	_	_	
2-12	148-154	болела	_	_	
2-13	155-156	4	_	_	
2-14	157-161	года	_	_	
2-15	162-167	назад	_	_	
2-16	168-169	(	_	_	
2-17	169-175	падала	_	_	
2-18	176-178	на	_	_	
2-19	179-182	эту	_	_	
2-20	183-187	руку	_	_	
2-21	187-188	)	_	_	
2-22	189-190	+	_	_	
2-23	191-201	постоянная	_	_	
2-24	202-213	температура	*[3]	ADR[3]	
2-25	214-218	37.9	*[3]	ADR[3]	
2-26	218-219	.	_	_	

#Text=Больше пить не буду!
3-1	220-226	Больше	_	_	
3-2	227-231	пить	_	_	
3-3	232-234	не	_	_	
3-4	235-239	буду	_	_	
3-5	239-240	!	_	_	

#Text=А то завтра, судя по отзывам, не встану совсем...
4-1	241-242	А	_	_	
4-2	243-245	то	_	_	
4-3	246-252	завтра	_	_	
4-4	252-253	,	_	_	
4-5	254-258	судя	_	_	
4-6	259-261	по	_	_	
4-7	262-269	отзывам	_	_	
4-8	269-270	,	_	_	
4-9	271-273	не	_	_	
4-10	274-280	встану	_	_	
4-11	281-287	совсем	_	_	
4-12	287-290	...	_	_	
