#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Гриппеферон прочно занял место в нашем доме.
1-1	0-11	Гриппеферон	*	Drugname	_	_	
1-2	12-18	прочно	_	_	_	_	
1-3	19-24	занял	_	_	_	_	
1-4	25-30	место	_	_	_	_	
1-5	31-32	в	_	_	_	_	
1-6	33-38	нашем	_	_	_	_	
1-7	39-43	доме	_	_	_	_	
1-8	43-44	.	_	_	_	_	

#Text=Мне очень понравилось это средство.
2-1	45-48	Мне	_	_	_	_	
2-2	49-54	очень	_	_	_	_	
2-3	55-66	понравилось	_	_	_	_	
2-4	67-70	это	_	_	_	_	
2-5	71-79	средство	_	_	_	_	
2-6	79-80	.	_	_	_	_	

#Text=Когда я и муж болели гриппом, то это средство закапывали малышу в целях профилактики.
3-1	81-86	Когда	_	_	_	_	
3-2	87-88	я	_	_	_	_	
3-3	89-90	и	_	_	_	_	
3-4	91-94	муж	_	_	_	_	
3-5	95-101	болели	_	_	_	_	
3-6	102-109	гриппом	*	DI	_	_	
3-7	109-110	,	_	_	_	_	
3-8	111-113	то	_	_	_	_	
3-9	114-117	это	_	_	_	_	
3-10	118-126	средство	_	_	_	_	
3-11	127-137	закапывали	_	_	_	_	
3-12	138-144	малышу	_	_	_	_	
3-13	145-146	в	_	_	_	_	
3-14	147-152	целях	_	_	_	_	
3-15	153-165	профилактики	*	DI	_	_	
3-16	165-166	.	_	_	_	_	

#Text=Или у ребенка иммунитет такой хороший, или все же это гриппферон помог, и сын не заразился от нас, хотя я с ним постоянно контактировала.
4-1	167-170	Или	_	_	*->1-1	EF[1]	
4-2	171-172	у	_	_	*->1-1	EF[1]	
4-3	173-180	ребенка	_	_	*->1-1	EF[1]	
4-4	181-190	иммунитет	_	_	*->1-1	EF[1]	
4-5	191-196	такой	_	_	*->1-1	EF[1]	
4-6	197-204	хороший	_	_	*->1-1	EF[1]	
4-7	204-205	,	_	_	*->1-1	EF[1]	
4-8	206-209	или	_	_	*->1-1	EF[1]	
4-9	210-213	все	_	_	*->1-1	EF[1]	
4-10	214-216	же	_	_	*->1-1	EF[1]	
4-11	217-220	это	_	_	*->1-1	EF[1]	
4-12	221-231	гриппферон	*	Drugname	*->1-1	EF[1]	
4-13	232-237	помог	_	_	*->1-1	EF[1]	
4-14	237-238	,	_	_	*->1-1	EF[1]	
4-15	239-240	и	_	_	*->1-1	EF[1]	
4-16	241-244	сын	_	_	*->1-1	EF[1]	
4-17	245-247	не	_	_	*->1-1	EF[1]	
4-18	248-257	заразился	_	_	*->1-1	EF[1]	
4-19	258-260	от	_	_	*->1-1	EF[1]	
4-20	261-264	нас	_	_	*->1-1	EF[1]	
4-21	264-265	,	_	_	*->1-1	EF[1]	
4-22	266-270	хотя	_	_	*->1-1	EF[1]	
4-23	271-272	я	_	_	*->1-1	EF[1]	
4-24	273-274	с	_	_	*->1-1	EF[1]	
4-25	275-278	ним	_	_	*->1-1	EF[1]	
4-26	279-288	постоянно	_	_	*->1-1	EF[1]	
4-27	289-303	контактировала	_	_	*->1-1	EF[1]	
4-28	303-304	.	_	_	*->1-1	EF[1]	

#Text=Флакон 10 мл, пластмассовый, дозатор не очень удобный, большой ( не очень удобно маленькому ребенку закапывать, особенно когда он вертится).
5-1	305-311	Флакон	_	_	_	_	
5-2	312-314	10	_	_	_	_	
5-3	315-317	мл	_	_	_	_	
5-4	317-318	,	_	_	_	_	
5-5	319-332	пластмассовый	_	_	_	_	
5-6	332-333	,	_	_	_	_	
5-7	334-341	дозатор	_	_	_	_	
5-8	342-344	не	_	_	_	_	
5-9	345-350	очень	_	_	_	_	
5-10	351-358	удобный	_	_	_	_	
5-11	358-359	,	_	_	_	_	
5-12	360-367	большой	_	_	_	_	
5-13	368-369	(	_	_	_	_	
5-14	370-372	не	_	_	_	_	
5-15	373-378	очень	_	_	_	_	
5-16	379-385	удобно	_	_	_	_	
5-17	386-396	маленькому	_	_	_	_	
5-18	397-404	ребенку	_	_	_	_	
5-19	405-415	закапывать	_	_	_	_	
5-20	415-416	,	_	_	_	_	
5-21	417-425	особенно	_	_	_	_	
5-22	426-431	когда	_	_	_	_	
5-23	432-434	он	_	_	_	_	
5-24	435-443	вертится	_	_	_	_	
5-25	443-444	)	_	_	_	_	
5-26	444-445	.	_	_	_	_	

#Text=Капли хранить при температуре от 2 до 8 градусов, следовательно в холодильнике.
6-1	446-451	Капли	*	Drugform	_	_	
6-2	452-459	хранить	_	_	_	_	
6-3	460-463	при	_	_	_	_	
6-4	464-475	температуре	_	_	_	_	
6-5	476-478	от	_	_	_	_	
6-6	479-480	2	_	_	_	_	
6-7	481-483	до	_	_	_	_	
6-8	484-485	8	_	_	_	_	
6-9	486-494	градусов	_	_	_	_	
6-10	494-495	,	_	_	_	_	
6-11	496-509	следовательно	_	_	_	_	
6-12	510-511	в	_	_	_	_	
6-13	512-524	холодильнике	_	_	_	_	
6-14	524-525	.	_	_	_	_	

#Text=Закрытый флакон годен в течении 2-х лет, а вот открытый хранится в течении 30-ти дней, а это не очень целесообразно, так как стоит он недешево.
7-1	526-534	Закрытый	_	_	_	_	
7-2	535-541	флакон	_	_	_	_	
7-3	542-547	годен	_	_	_	_	
7-4	548-549	в	_	_	_	_	
7-5	550-557	течении	_	_	_	_	
