EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
0,0,0,0,0,NEUTRAL,877405,4,0.9575846791267395,0.043286144733428955,0.016534864902496338,0.01383429765701294,0.02131974697113037
0,0,0,0,1,Finding[2],2886803,2,0.022657126188278198,0.015726029872894287,0.02352827787399292,0.06198209524154663,0.6166219711303711
0,0,1,0,0,ADR[3],2886803,3,0.012821733951568604,0.020272672176361084,0.9613988399505615,0.01678261160850525,0.04917776584625244
0,0,1,0,0,ADR[1],2886803,5,0.010914206504821777,0.006687134504318237,0.09028276801109314,0.2721083164215088,0.64381343126297
0,0,0,0,0,NEUTRAL,2886803,4,0.013780087232589722,0.007191181182861328,0.010676801204681396,0.026028603315353394,0.010701149702072144
0,0,0,1,0,DI[2],5801040,7,0.023019790649414062,0.010912716388702393,0.0167350172996521,0.9848304390907288,0.01344597339630127
1,0,0,0,0,EF[1],5801040,10,0.18228641152381897,0.2338075041770935,0.0038952529430389404,0.016799062490463257,0.005808413028717041
0,0,0,0,0,NEUTRAL,5801040,13,0.9780312180519104,0.018628329038619995,0.03131282329559326,0.03068840503692627,0.03191366791725159
0,0,0,1,0,DI[1],24065,1,0.018903374671936035,0.023823916912078857,0.9650696516036987,0.02210867404937744,0.028444260358810425
0,0,0,1,0,DI[5],24065,2,0.09191244840621948,0.02608245611190796,0.01231810450553894,0.9923788905143738,0.013773322105407715
1,0,0,0,0,EF[3],24065,6,0.849729061126709,0.015566378831863403,0.012030363082885742,0.011812716722488403,0.015240222215652466
0,0,0,1,0,DI[2],24065,8,0.1383419930934906,0.01794379949569702,0.02267441153526306,0.9937025308609009,0.014861077070236206
1,0,0,0,0,EF[4],24065,10,0.9704238176345825,0.024897843599319458,0.025562018156051636,0.020189523696899414,0.02426522970199585
0,0,0,0,0,NEUTRAL,24065,4,0.013401448726654053,0.0036880970001220703,0.007822960615158081,0.10301586985588074,0.023688673973083496
0,1,0,0,0,INF[2],217439,4,0.028307288885116577,0.9819285869598389,0.028597146272659302,0.1137155294418335,0.03224751353263855
0,0,1,0,0,ADR[5],217439,5,0.008029550313949585,0.07411298155784607,0.00489431619644165,0.024744421243667603,0.06283393502235413
0,0,1,0,0,ADR[4],217439,6,0.024649739265441895,0.13905295729637146,0.011450797319412231,0.9914504885673523,0.01849263906478882
0,0,0,0,1,Finding[1],217439,8,0.006843268871307373,0.011273860931396484,0.01732960343360901,0.6946199536323547,0.37257975339889526
0,0,1,0,0,ADR[3],217439,9,0.0098763108253479,0.008913993835449219,0.9312595129013062,0.05630800127983093,0.04518178105354309
0,0,0,0,0,NEUTRAL,217439,1,0.0200594961643219,0.0027579665184020996,0.011036872863769531,0.10194647312164307,0.05440312623977661
0,1,0,0,0,INF[1],2706079,2,0.006659060716629028,0.1615101397037506,0.08120390772819519,0.0058176517486572266,0.3530704081058502
0,0,0,0,0,NEUTRAL,2706079,4,0.015040367841720581,0.01371222734451294,0.7615145444869995,0.00454556941986084,0.1741483211517334
0,0,0,0,1,Finding[4],2734199,1,0.023350000381469727,0.010076761245727539,0.012713909149169922,0.9773585796356201,0.010891228914260864
0,0,0,0,1,Finding[2],2734199,3,0.5302106738090515,0.02248421311378479,0.0049797892570495605,0.9801069498062134,0.012545257806777954
0,0,1,1,1,ADR[1]|DI[3]|Finding[5],2734199,6,0.03191787004470825,0.05437654256820679,0.09920775890350342,0.9945065975189209,0.10802885890007019
0,0,0,0,0,NEUTRAL,2734199,8,0.009984999895095825,0.016107112169265747,0.02011367678642273,0.008266866207122803,0.014672189950942993
0,0,0,1,0,DI[3],2689254,2,0.014431387186050415,0.009231239557266235,0.0068038105964660645,0.9637383222579956,0.02762100100517273
