EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
0,0,0,1,1,DI[3]|Finding[1],252298,4,0.008264362812042236,0.1264840066432953,0.6707916259765625,0.994647741317749,0.14141914248466492
1,0,0,0,0,EF[2],252298,7,0.9944810271263123,0.017938971519470215,0.0597003698348999,0.07917040586471558,0.05799490213394165
0,0,0,0,0,NEUTRAL,252298,8,0.5480594038963318,0.005904048681259155,0.03925818204879761,0.0027229487895965576,0.04356050491333008
0,0,0,1,0,DI[1],2457636,2,0.023400574922561646,0.010557234287261963,0.0035206079483032227,0.9777768850326538,0.006918281316757202
0,1,0,1,0,INF[3]|DI[2],2457636,5,0.023298680782318115,0.9786385297775269,0.0271853506565094,0.9742168188095093,0.02787196636199951
0,1,0,0,0,INF[4],2457636,6,0.0063667893409729,0.03655627369880676,0.004382878541946411,0.005009502172470093,0.04187428951263428
0,0,0,0,0,NEUTRAL,2457636,1,0.0381866991519928,0.9890098571777344,0.021096467971801758,0.028091907501220703,0.016832411289215088
0,0,0,1,0,DI[1],902248,1,0.007296442985534668,0.004058569669723511,0.00872465968132019,0.9703261852264404,0.015126317739486694
0,1,0,0,0,INF[2],902248,4,0.0317668616771698,0.9861279726028442,0.03177514672279358,0.016727477312088013,0.014931291341781616
0,1,0,0,0,INF[3],902248,13,0.0132845938205719,0.9753926992416382,0.017329424619674683,0.024529308080673218,0.013913393020629883
0,1,0,0,0,INF[4],902248,17,0.02922987937927246,0.9913544058799744,0.026053547859191895,0.03231477737426758,0.022135436534881592
0,0,0,0,0,NEUTRAL,902248,2,0.00727882981300354,0.0030939877033233643,0.006558746099472046,0.036520183086395264,0.011561095714569092
0,0,0,1,0,DI[5],1410682,1,0.0165461003780365,0.008902966976165771,0.007113099098205566,0.9865676164627075,0.007619529962539673
0,0,0,1,0,DI[8],1410682,3,0.010309785604476929,0.948954701423645,0.321405291557312,0.8463162183761597,0.011280149221420288
1,0,0,0,0,EF[4],1410682,6,0.9813438653945923,0.016237467527389526,0.014956653118133545,0.026987224817276,0.014111757278442383
1,0,0,1,1,EF[1]|DI[2]|Finding[6],1410682,7,0.9808428287506104,0.014544159173965454,0.04110315442085266,0.9836817979812622,0.03338012099266052
0,0,1,0,0,ADR[3],1410682,9,0.01761767268180847,0.01671406626701355,0.9708643555641174,0.012199461460113525,0.026166558265686035
0,0,1,0,0,ADR[7],1410682,10,0.041098713874816895,0.011523693799972534,0.8408994674682617,0.01050180196762085,0.02753874659538269
0,0,0,0,0,NEUTRAL,1410682,12,0.7070450782775879,0.010425925254821777,0.004257917404174805,0.017137855291366577,0.005223393440246582
0,0,1,0,0,ADR[1],828011,2,0.03280133008956909,0.015742510557174683,0.983024537563324,0.019616931676864624,0.02896180748939514
0,0,0,0,0,NEUTRAL,828011,3,0.006406694650650024,0.003331810235977173,0.028308749198913574,0.007740885019302368,0.08267480134963989
0,0,0,1,0,DI[1],2670520,3,0.004849165678024292,0.006112992763519287,0.008231312036514282,0.9674794673919678,0.013553619384765625
0,0,0,1,0,DI[3],2670520,6,0.0021302103996276855,0.11608552932739258,0.8317514657974243,0.2968870997428894,0.03450232744216919
1,0,0,1,0,EF[2]|DI[4],2670520,8,0.9913750290870667,0.018021494150161743,0.013169407844543457,0.8344228267669678,0.018248707056045532
0,0,0,0,0,NEUTRAL,2670520,5,0.08176308870315552,0.006012678146362305,0.0057153403759002686,0.008480221033096313,0.006005525588989258
0,0,1,0,0,ADR[1],2388814,2,0.01687827706336975,0.0178888738155365,0.9726351499557495,0.016076713800430298,0.023297786712646484
0,0,1,0,0,ADR[2],2388814,5,0.025167226791381836,0.010083019733428955,0.9740438461303711,0.011943280696868896,0.05146372318267822
0,0,0,0,0,NEUTRAL,2388814,3,0.005657851696014404,0.010438889265060425,0.006062865257263184,0.018551170825958252,0.00594976544380188
1,0,0,0,0,EF[1],2732826,6,0.9922471642494202,0.014264553785324097,0.02303352952003479,0.09373578429222107,0.024594038724899292
0,0,0,0,0,NEUTRAL,2732826,3,0.001432269811630249,0.013191968202590942,0.007914155721664429,0.12371769547462463,0.017678380012512207
0,0,1,1,0,ADR[3]|DI[1],2800633,4,0.012434244155883789,0.02174323797225952,0.32982581853866577,0.6186783909797668,0.9044783711433411
0,0,1,0,0,ADR[2],2800633,5,0.0127030611038208,0.007969766855239868,0.3515010476112366,0.01343485713005066,0.5837545394897461
0,0,0,0,0,NEUTRAL,2800633,3,0.00796559453010559,0.00657382607460022,0.02829691767692566,0.003253161907196045,0.11974060535430908
0,0,0,1,0,DI[2],2492997,1,0.006256073713302612,0.008184611797332764,0.011732250452041626,0.9870675802230835,0.014663398265838623
1,1,0,1,0,INF[4]|EF[3]|DI[1],2492997,3,0.5870388150215149,0.08037745952606201,0.005824148654937744,0.9948782920837402,0.014464318752288818
0,0,0,0,0,NEUTRAL,2492997,2,0.21640676259994507,0.0032439231872558594,0.002553492784500122,0.10467168688774109,0.0039622485637664795
0,0,0,1,0,DI[4],2433935,1,0.016624808311462402,0.004582196474075317,0.005928069353103638,0.9682685136795044,0.00810927152633667
0,1,0,0,0,INF[5],2433935,3,0.010809719562530518,0.8939940929412842,0.013160139322280884,0.009158819913864136,0.00960320234298706
0,1,0,1,0,INF[1]|DI[6],2433935,4,0.015282630920410156,0.9786058068275452,0.04850691556930542,0.983466386795044,0.05753982067108154
0,0,0,1,0,DI[3],2433935,8,0.01324540376663208,0.009114056825637817,0.0069713294506073,0.9872434139251709,0.00886070728302002
0,1,0,0,0,INF[2],2433935,9,0.007977008819580078,0.9848790168762207,0.02724316716194153,0.060055702924728394,0.02239978313446045
0,0,0,0,0,NEUTRAL,2433935,10,0.009197473526000977,0.013525784015655518,0.006302386522293091,0.009162843227386475,0.005644410848617554
0,0,0,1,0,DI[7],826379,2,0.0048164427280426025,0.010913431644439697,0.01239427924156189,0.9852393865585327,0.013356655836105347
1,0,1,0,0,EF[5]|ADR[8],826379,7,0.016520410776138306,0.07988491654396057,0.9894827604293823,0.05779501795768738,0.02579742670059204
0,0,1,0,0,ADR[1],826379,8,0.011314541101455688,0.04226234555244446,0.9647401571273804,0.007905960083007812,0.022945493459701538
0,0,0,0,1,Finding[3],826379,10,0.027073144912719727,0.0307198166847229,0.03494054079055786,0.026872694492340088,0.956142246723175
0,0,0,0,1,Finding[2],826379,11,0.05504125356674194,0.03239041566848755,0.014862507581710815,0.07774120569229126,0.9554316997528076
0,0,0,1,0,DI[4],826379,13,0.018140554428100586,0.016126930713653564,0.9789987802505493,0.013502448797225952,0.0430755615234375
0,0,1,0,0,ADR[6],826379,15,0.015379846096038818,0.009546071290969849,0.1608787477016449,0.27181750535964966,0.9244434833526611
0,0,0,0,0,NEUTRAL,826379,3,0.010563790798187256,0.022459715604782104,0.0071212053298950195,0.9874809980392456,0.006796836853027344
0,0,0,1,0,DI[1],2540685,1,0.01525413990020752,0.004180014133453369,0.005737483501434326,0.9759413599967957,0.011950254440307617
1,0,0,0,0,EF[3],2540685,2,0.9912887811660767,0.013551592826843262,0.025276154279708862,0.08403962850570679,0.016375690698623657
0,0,0,1,0,DI[2],2540685,5,0.008869081735610962,0.006442844867706299,0.00995779037475586,0.986129641532898,0.013192206621170044
0,0,0,0,0,NEUTRAL,2540685,8,0.015188217163085938,0.004283338785171509,0.006255507469177246,0.029533594846725464,0.005024820566177368
0,0,0,1,0,DI[4],1133905,2,0.018237918615341187,0.021922945976257324,0.8543949723243713,0.7526679039001465,0.08538258075714111
0,0,1,0,0,ADR[2],1133905,4,0.025593847036361694,0.018386662006378174,0.9803255796432495,0.5190305113792419,0.03508314490318298
0,0,1,0,0,ADR[3],1133905,5,0.020613640546798706,0.02276068925857544,0.9858592748641968,0.014751344919204712,0.04684296250343323
0,0,1,0,0,ADR[1],1133905,6,0.00805211067199707,0.004405945539474487,0.8363537788391113,0.33206629753112793,0.24745619297027588
0,0,0,0,0,NEUTRAL,1133905,7,0.6992236375808716,0.5258314609527588,0.008542925119400024,0.004855036735534668,0.009220212697982788
1,0,0,1,0,EF[2]|DI[3],2402827,2,0.04096031188964844,0.9311834573745728,0.0087452232837677,0.9775604009628296,0.014292091131210327
0,0,0,1,0,DI[1],2402827,3,0.025556296110153198,0.004239171743392944,0.0047980546951293945,0.9716832637786865,0.009233415126800537
1,0,0,0,0,EF[4],2402827,7,0.9803436994552612,0.02272510528564453,0.011962532997131348,0.026771843433380127,0.014176636934280396
0,0,0,0,0,NEUTRAL,2402827,1,0.004291176795959473,0.009539544582366943,0.005828529596328735,0.04307723045349121,0.0052755773067474365
0,0,1,0,0,ADR[1],1417439,3,0.016790837049484253,0.016289889812469482,0.9734116792678833,0.7695373296737671,0.06001439690589905
0,0,1,0,0,ADR[2],1417439,4,0.006369411945343018,0.024678081274032593,0.29939934611320496,0.978212833404541,0.5561473965644836
0,0,0,1,0,DI[3],1417439,7,0.012391388416290283,0.01597002148628235,0.024529576301574707,0.897080659866333,0.7057222127914429
0,0,0,0,0,NEUTRAL,1417439,1,0.00489160418510437,0.0025536417961120605,0.006002604961395264,0.20924970507621765,0.010870218276977539
0,0,0,0,1,Finding[6],2729929,4,0.07901176810264587,0.09176763892173767,0.02923130989074707,0.26070570945739746,0.9844624996185303
0,1,0,0,0,INF[3],2729929,5,0.017252206802368164,0.9842062592506409,0.025166243314743042,0.024976730346679688,0.015436440706253052
0,1,0,1,1,INF[2]|DI[4]|Finding[5],2729929,6,0.22864198684692383,0.9792000651359558,0.020492196083068848,0.9927759170532227,0.3440856337547302
0,1,0,0,0,INF[1],2729929,7,0.00862070918083191,0.07242098450660706,0.003725707530975342,0.014298975467681885,0.003846973180770874
0,0,0,0,0,NEUTRAL,2729929,1,0.01968669891357422,0.005356788635253906,0.005559712648391724,0.9768562316894531,0.008050590753555298
0,1,1,0,0,INF[1]|ADR[2],807762,1,0.9883900880813599,0.008904516696929932,0.044826656579971313,0.8556417226791382,0.0195009708404541
0,0,0,0,0,NEUTRAL,807762,2,0.009160429239273071,0.004396647214889526,0.010106563568115234,0.013566732406616211,0.008613646030426025
0,0,0,0,1,Finding[4],804874,1,0.0035114586353302,0.0031297802925109863,0.006447106599807739,0.7331511974334717,0.02092602849006653
0,0,0,0,1,Finding[1],804874,4,0.0037443339824676514,0.012898892164230347,0.02008184790611267,0.9889265894889832,0.02266162633895874
0,0,0,0,1,Finding[2],804874,5,0.01761704683303833,0.005578398704528809,0.007795453071594238,0.9875879287719727,0.011523306369781494
0,0,0,0,1,Finding[3],804874,6,0.05275258421897888,0.010334670543670654,0.9805459380149841,0.7174562215805054,0.12158122658729553
0,0,0,0,0,NEUTRAL,804874,3,0.0803842842578888,0.006344199180603027,0.004285156726837158,0.015706241130828857,0.0038951635360717773
0,0,0,1,0,DI[1],1033114,1,0.008858829736709595,0.005040466785430908,0.009982377290725708,0.9048407077789307,0.49727559089660645
0,0,0,0,1,Finding[3],1033114,4,0.007083326578140259,0.013101637363433838,0.012054502964019775,0.9884363412857056,0.010840415954589844
0,0,0,0,1,Finding[2],1033114,6,0.1471385657787323,0.013356655836105347,0.051291078329086304,0.02131706476211548,0.950993537902832
