EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
0,0,0,0,1,Finding[3],875711,1,0.007270008325576782,0.007950514554977417,0.00565105676651001,0.9803528785705566,0.007793396711349487
0,0,0,0,1,Finding[4],875711,2,0.018546193838119507,0.004805326461791992,0.004620671272277832,0.9723168611526489,0.004995077848434448
0,0,0,0,1,Finding[5],875711,3,0.004177093505859375,0.0032029151916503906,0.006751328706741333,0.02122706174850464,0.08366739749908447
0,0,0,1,0,DI[6],875711,5,0.009099900722503662,0.009459227323532104,0.004770457744598389,0.9807366132736206,0.006192564964294434
1,0,0,1,0,EF[1]|DI[2],875711,8,0.969475507736206,0.016171753406524658,0.008387356996536255,0.9874463081359863,0.013820379972457886
0,0,0,0,0,NEUTRAL,875711,4,0.010675251483917236,0.047973692417144775,0.0063897669315338135,0.0038061439990997314,0.006843864917755127
0,1,0,1,0,INF[5]|DI[3],2657172,1,0.1212206482887268,0.8805491924285889,0.011215060949325562,0.9966751933097839,0.03367617726325989
0,0,0,1,0,DI[6],2657172,2,0.029726535081863403,0.93609619140625,0.020564615726470947,0.9891529083251953,0.02579912543296814
0,0,0,1,0,DI[2],2657172,4,0.013677775859832764,0.009638160467147827,0.005629479885101318,0.9870909452438354,0.006368726491928101
1,1,0,0,0,INF[1]|EF[4],2657172,5,0.02324390411376953,0.9410886764526367,0.003363698720932007,0.125589519739151,0.007610499858856201
0,0,0,0,0,NEUTRAL,2657172,6,0.03235328197479248,0.02141207456588745,0.0026555657386779785,0.012681573629379272,0.002911120653152466
1,0,0,1,0,EF[2]|DI[3],656340,2,0.23134925961494446,0.00427931547164917,0.004223465919494629,0.9913519620895386,0.0168454647064209
0,0,0,1,0,DI[1],656340,7,0.006621867418289185,0.00553467869758606,0.005518823862075806,0.981473445892334,0.017738640308380127
0,0,0,0,0,NEUTRAL,656340,1,0.006373614072799683,0.007175236940383911,0.0028655529022216797,0.12815722823143005,0.0032083988189697266
0,0,1,0,0,ADR[1],668099,6,0.010377496480941772,0.007936060428619385,0.006915092468261719,0.010520756244659424,0.003791213035583496
0,0,1,0,0,ADR[4],668099,7,0.012155741453170776,0.007052361965179443,0.004303187131881714,0.01644676923751831,0.0038289129734039307
