#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Болею я довольно часто, и приходится как-то бороться с простудой.
1-1	0-5	Болею	_	_	_	_	
1-2	6-7	я	_	_	_	_	
1-3	8-16	довольно	_	_	_	_	
1-4	17-22	часто	_	_	_	_	
1-5	22-23	,	_	_	_	_	
1-6	24-25	и	_	_	_	_	
1-7	26-36	приходится	_	_	_	_	
1-8	37-43	как-то	_	_	_	_	
1-9	44-52	бороться	_	_	_	_	
1-10	53-54	с	_	_	_	_	
1-11	55-64	простудой	*	DI	_	_	
1-12	64-65	.	_	_	_	_	

#Text=А так как свекровь - фармацевт, то у меня дома вседа лучшие препараты для лечения в самые болезненные периоды.
2-1	66-67	А	_	_	_	_	
2-2	68-71	так	_	_	_	_	
2-3	72-75	как	_	_	_	_	
2-4	76-84	свекровь	_	_	_	_	
2-5	85-86	-	_	_	_	_	
2-6	87-96	фармацевт	_	_	_	_	
2-7	96-97	,	_	_	_	_	
2-8	98-100	то	_	_	_	_	
2-9	101-102	у	_	_	_	_	
2-10	103-107	меня	_	_	_	_	
2-11	108-112	дома	_	_	_	_	
2-12	113-118	вседа	_	_	_	_	
2-13	119-125	лучшие	_	_	_	_	
2-14	126-135	препараты	_	_	_	_	
2-15	136-139	для	_	_	_	_	
2-16	140-147	лечения	_	_	_	_	
2-17	148-149	в	_	_	_	_	
2-18	150-155	самые	_	_	_	_	
2-19	156-167	болезненные	_	_	_	_	
2-20	168-175	периоды	_	_	_	_	
2-21	175-176	.	_	_	_	_	

#Text="Альтабор" я стала использовать при простуде постоянно и вот мои наблюдения: - действует медленно, то есть, тем людям, которые ходят на работу и требуют быстрого обесболивающего эффекта, такой препарат не подойдет; - говоря об обесболивании - в этом плане препарат не работает практически никак - только постепенное лечение; - состав, безусловно, порадовал - на травах и только скрепляющие компоненты, что крайне подходит для лечения; Общее лечение длится до 5 дней - за это время боль в горле проходит полностью и воспаление тоже.
3-1	177-178	"	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-2	178-186	Альтабор	*	Drugname	*->2-1|*->1-1	INF[2]|EF[1]	
3-3	186-187	"	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-4	188-189	я	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-5	190-195	стала	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-6	196-208	использовать	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-7	209-212	при	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-8	213-221	простуде	*	DI	*->2-1|*->1-1	INF[2]|EF[1]	
3-9	222-231	постоянно	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-10	232-233	и	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-11	234-237	вот	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-12	238-241	мои	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-13	242-252	наблюдения	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-14	252-253	:	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-15	254-255	-	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-16	256-265	действует	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-17	266-274	медленно	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
3-18	274-275	,	_	_	*->2-1|*->1-1	INF[2]|EF[1]	
