#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Ну что я могу сказать, хорошее но слабоватое средство.
1-1	0-2	Ну	_	_	_	_	
1-2	3-6	что	_	_	_	_	
1-3	7-8	я	_	_	_	_	
1-4	9-13	могу	_	_	_	_	
1-5	14-21	сказать	_	_	_	_	
1-6	21-22	,	_	_	_	_	
1-7	23-30	хорошее	_	_	_	_	
1-8	31-33	но	_	_	_	_	
1-9	34-44	слабоватое	_	_	_	_	
1-10	45-53	средство	_	_	_	_	
1-11	53-54	.	_	_	_	_	

#Text=Если пью 1 таблетку, то через некоторое время все равно просыпаюсь, то есть эффект не длительный.
2-1	55-59	Если	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-2	60-63	пью	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-3	64-65	1	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-4	66-74	таблетку	*	Drugform	*->1-1|*->2-1	EF[1]|INF[2]	
2-5	74-75	,	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-6	76-78	то	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-7	79-84	через	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-8	85-94	некоторое	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-9	95-100	время	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-10	101-104	все	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-11	105-110	равно	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-12	111-121	просыпаюсь	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-13	121-122	,	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-14	123-125	то	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-15	126-130	есть	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-16	131-137	эффект	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-17	138-140	не	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-18	141-151	длительный	_	_	*->1-1|*->2-1	EF[1]|INF[2]	
2-19	151-152	.	_	_	*->1-1|*->2-1	EF[1]|INF[2]	

#Text=Ели пью 2 таблетки, то да минут через сорок засыпаю, но на утро побочные эффекты голова побаливает, тошнота немного и слабость присутствует.
3-1	153-156	Ели	_	_	*->3-1	EF[3]	
3-2	157-160	пью	_	_	*->3-1	EF[3]	
3-3	161-162	2	_	_	*->3-1	EF[3]	
3-4	163-171	таблетки	*	Drugform	*->3-1	EF[3]	
3-5	171-172	,	_	_	*->3-1	EF[3]	
3-6	173-175	то	_	_	*->3-1	EF[3]	
3-7	176-178	да	_	_	*->3-1	EF[3]	
3-8	179-184	минут	_	_	*->3-1	EF[3]	
3-9	185-190	через	_	_	*->3-1	EF[3]	
3-10	191-196	сорок	_	_	*->3-1	EF[3]	
3-11	197-204	засыпаю	*	DI	*->3-1	EF[3]	
3-12	204-205	,	_	_	*->3-1	EF[3]	
3-13	206-208	но	_	_	*->3-1	EF[3]	
3-14	209-211	на	_	_	*->3-1	EF[3]	
3-15	212-216	утро	_	_	*->3-1	EF[3]	
3-16	217-225	побочные	_	_	*->3-1	EF[3]	
3-17	226-233	эффекты	_	_	*->3-1	EF[3]	
3-18	234-240	голова	*[1]	ADR[1]	*->3-1	EF[3]	
