#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=в первый день болезни ребенка решила применить эти свечи (знакомые рекомендовали, им помогло).
1-1	0-1	в	_	_	
1-2	2-8	первый	_	_	
1-3	9-13	день	_	_	
1-4	14-21	болезни	_	_	
1-5	22-29	ребенка	_	_	
1-6	30-36	решила	_	_	
1-7	37-46	применить	_	_	
1-8	47-50	эти	_	_	
1-9	51-56	свечи	*	Drugform	
1-10	57-58	(	_	_	
1-11	58-66	знакомые	_	_	
1-12	67-80	рекомендовали	_	_	
1-13	80-81	,	_	_	
1-14	82-84	им	_	_	
1-15	85-92	помогло	_	_	
1-16	92-93	)	_	_	
1-17	93-94	.	_	_	

#Text=А у нас вызвал повышение температуры до 40!!!
2-1	95-96	А	_	_	
2-2	97-98	у	_	_	
2-3	99-102	нас	_	_	
2-4	103-109	вызвал	_	_	
2-5	110-119	повышение	_	_	
2-6	120-131	температуры	*[1]	ADR[1]	
2-7	132-134	до	*[1]	ADR[1]	
2-8	135-137	40	*[1]	ADR[1]	
2-9	137-138	!	_	_	
2-10	138-139	!	_	_	
2-11	139-140	!	_	_	

#Text=Пришлось делать укол.
3-1	141-149	Пришлось	_	_	
3-2	150-156	делать	_	_	
3-3	157-161	укол	_	_	
3-4	161-162	.	_	_	

#Text=Температура спала, весь день была не выше 38.
4-1	163-174	Температура	*	ADR	
4-2	175-180	спала	_	_	
4-3	180-181	,	_	_	
4-4	182-186	весь	_	_	
4-5	187-191	день	_	_	
4-6	192-196	была	_	_	
4-7	197-199	не	_	_	
4-8	200-204	выше	_	_	
4-9	205-207	38	_	_	
4-10	207-208	.	_	_	

#Text=На ночь поставила опять так как не думала что это реакция на свечи.
5-1	209-211	На	_	_	
5-2	212-216	ночь	_	_	
5-3	217-226	поставила	_	_	
5-4	227-232	опять	_	_	
5-5	233-236	так	_	_	
5-6	237-240	как	_	_	
5-7	241-243	не	_	_	
5-8	244-250	думала	_	_	
5-9	251-254	что	_	_	
5-10	255-258	это	_	_	
5-11	259-266	реакция	_	_	
5-12	267-269	на	_	_	
5-13	270-275	свечи	*	Drugform	
5-14	275-276	.	_	_	

#Text=И температура стала расти к утру достигла 40,6!!!
6-1	277-278	И	_	_	
6-2	279-290	температура	*	ADR	
6-3	291-296	стала	_	_	
6-4	297-302	расти	_	_	
6-5	303-304	к	_	_	
6-6	305-309	утру	_	_	
6-7	310-318	достигла	_	_	
6-8	319-323	40,6	_	_	
6-9	323-324	!	_	_	
6-10	324-325	!	_	_	
6-11	325-326	!	_	_	

#Text=Не могли ни чем сбить, опять укол.
7-1	327-329	Не	_	_	
7-2	330-335	могли	_	_	
7-3	336-338	ни	_	_	
7-4	339-342	чем	_	_	
7-5	343-348	сбить	_	_	
7-6	348-349	,	_	_	
7-7	350-355	опять	_	_	
7-8	356-360	укол	_	_	
7-9	360-361	.	_	_	

#Text=Больше я не ставила эти свечи и температура больше 38,5 не росла.
8-1	362-368	Больше	_	_	
8-2	369-370	я	_	_	
8-3	371-373	не	_	_	
8-4	374-381	ставила	_	_	
8-5	382-385	эти	_	_	
8-6	386-391	свечи	*	Drugform	
8-7	392-393	и	_	_	
8-8	394-405	температура	*[2]	ADR[2]	
8-9	406-412	больше	*[2]	ADR[2]	
8-10	413-417	38,5	*[2]	ADR[2]	
8-11	418-420	не	_	_	
8-12	421-426	росла	_	_	
8-13	426-427	.	_	_	

#Text=Так что думайте сами.
9-1	428-431	Так	_	_	
9-2	432-435	что	_	_	
9-3	436-443	думайте	_	_	
9-4	444-448	сами	_	_	
9-5	448-449	.	_	_	

#Text=Самое странное что в препарате альтевир тоже действующее вещество, и указан большой список побочных эффектов, а тут только зуд и аллергия.
10-1	450-455	Самое	_	_	
10-2	456-464	странное	_	_	
10-3	465-468	что	_	_	
10-4	469-470	в	_	_	
10-5	471-480	препарате	_	_	
10-6	481-489	альтевир	*[3]|*[4]	*[3]|Drugname[4]	
10-7	490-494	тоже	_	_	
10-8	495-506	действующее	_	_	
10-9	507-515	вещество	_	_	
10-10	515-516	,	_	_	
10-11	517-518	и	_	_	
10-12	519-525	указан	_	_	
10-13	526-533	большой	_	_	
10-14	534-540	список	_	_	
10-15	541-549	побочных	_	_	
10-16	550-558	эффектов	_	_	
10-17	558-559	,	_	_	
10-18	560-561	а	_	_	
10-19	562-565	тут	_	_	
10-20	566-572	только	_	_	
10-21	573-576	зуд	*	Other	
10-22	577-578	и	_	_	
10-23	579-587	аллергия	*	Other	
10-24	587-588	.	_	_	
