#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Ребенок (4 года) с переходом в новый садик начал очень часто болеть.
1-1	0-7	Ребенок	_	_	
1-2	8-9	(	_	_	
1-3	9-10	4	_	_	
1-4	11-15	года	_	_	
1-5	15-16	)	_	_	
1-6	17-18	с	_	_	
1-7	19-28	переходом	_	_	
1-8	29-30	в	_	_	
1-9	31-36	новый	_	_	
1-10	37-42	садик	_	_	
1-11	43-48	начал	_	_	
1-12	49-54	очень	_	_	
1-13	55-60	часто	_	_	
1-14	61-67	болеть	_	_	
1-15	67-68	.	_	_	

#Text=Заболел ларинготрахеитом, спустя 10 дней болезни я начала давать ему ликопид, и сама начала его принимать в дозировке 1 мг.
2-1	69-76	Заболел	_	_	
2-2	77-93	ларинготрахеитом	*	DI	
2-3	93-94	,	_	_	
2-4	95-101	спустя	_	_	
2-5	102-104	10	_	_	
2-6	105-109	дней	_	_	
2-7	110-117	болезни	_	_	
2-8	118-119	я	_	_	
2-9	120-126	начала	_	_	
2-10	127-133	давать	_	_	
2-11	134-137	ему	_	_	
2-12	138-145	ликопид	*	Drugname	
2-13	145-146	,	_	_	
2-14	147-148	и	_	_	
2-15	149-153	сама	_	_	
2-16	154-160	начала	_	_	
2-17	161-164	его	_	_	
2-18	165-174	принимать	_	_	
2-19	175-176	в	_	_	
2-20	177-186	дозировке	_	_	
2-21	187-188	1	_	_	
2-22	189-191	мг	_	_	
2-23	191-192	.	_	_	

#Text=У ребенка на 6-ой день поднялась температура 39!
3-1	193-194	У	_	_	
3-2	195-202	ребенка	_	_	
3-3	203-205	на	_	_	
3-4	206-210	6-ой	_	_	
3-5	211-215	день	_	_	
3-6	216-225	поднялась	_	_	
3-7	226-237	температура	*[1]	DI[1]	
3-8	238-240	39	*[1]	DI[1]	
3-9	240-241	!	_	_	

#Text=Посоветовавшись с педиатром, я сразу отменила ребенку этот препарат, на следующий день температура 40, после осмотра врача- диагноз - гнойная ангина (( принимали антибиотик 5 дней и все прошло... Непонятно, то ли этот препарат дал такую побочку, так как ребенок сидел дома и никуда не выходил- с больными не контактрировал.
4-1	242-257	Посоветовавшись	_	_	
4-2	258-259	с	_	_	
4-3	260-269	педиатром	_	_	
4-4	269-270	,	_	_	
4-5	271-272	я	_	_	
4-6	273-278	сразу	_	_	
4-7	279-287	отменила	_	_	
4-8	288-295	ребенку	_	_	
4-9	296-300	этот	_	_	
4-10	301-309	препарат	_	_	
4-11	309-310	,	_	_	
4-12	311-313	на	_	_	
4-13	314-323	следующий	_	_	
4-14	324-328	день	_	_	
4-15	329-340	температура	*[2]	DI[2]	
4-16	341-343	40	*[2]	DI[2]	
4-17	343-344	,	_	_	
4-18	345-350	после	_	_	
4-19	351-358	осмотра	_	_	
4-20	359-365	врача-	_	_	
4-21	366-373	диагноз	_	_	
4-22	374-375	-	_	_	
4-23	376-383	гнойная	*[3]	DI[3]	
4-24	384-390	ангина	*[3]	DI[3]	
4-25	391-392	(	_	_	
4-26	392-393	(	_	_	
4-27	394-403	принимали	_	_	
4-28	404-414	антибиотик	*	Drugclass	
4-29	415-416	5	_	_	
4-30	417-421	дней	_	_	
4-31	422-423	и	_	_	
4-32	424-427	все	_	_	
4-33	428-434	прошло	_	_	
4-34	434-437	...	_	_	
4-35	438-447	Непонятно	_	_	
4-36	447-448	,	_	_	
4-37	449-451	то	_	_	
4-38	452-454	ли	_	_	
4-39	455-459	этот	_	_	
4-40	460-468	препарат	_	_	
4-41	469-472	дал	_	_	
4-42	473-478	такую	_	_	
4-43	479-486	побочку	_	_	
4-44	486-487	,	_	_	
4-45	488-491	так	_	_	
4-46	492-495	как	_	_	
4-47	496-503	ребенок	_	_	
4-48	504-509	сидел	_	_	
4-49	510-514	дома	_	_	
4-50	515-516	и	_	_	
4-51	517-523	никуда	_	_	
4-52	524-526	не	_	_	
4-53	527-535	выходил-	_	_	
4-54	536-537	с	_	_	
4-55	538-546	больными	_	_	
4-56	547-549	не	_	_	
4-57	550-564	контактрировал	_	_	
4-58	564-565	.	_	_	

#Text=Я пропила 10 дней таблеток детской дозировки, пока не заболела )))
5-1	566-567	Я	_	_	
5-2	568-575	пропила	_	_	
5-3	576-578	10	_	_	
5-4	579-583	дней	_	_	
5-5	584-592	таблеток	*	Drugform	
5-6	593-600	детской	_	_	
5-7	601-610	дозировки	_	_	
5-8	610-611	,	_	_	
5-9	612-616	пока	_	_	
5-10	617-619	не	_	_	
5-11	620-628	заболела	_	_	
5-12	629-630	)	_	_	
5-13	630-631	)	_	_	
5-14	631-632	)	_	_	
