#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Все мы бывает болеем.
1-1	0-3	Все	_	_	_	_	
1-2	4-6	мы	_	_	_	_	
1-3	7-13	бывает	_	_	_	_	
1-4	14-20	болеем	_	_	_	_	
1-5	20-21	.	_	_	_	_	

#Text=Как то слегла с простудой, температурой и насморком в постель.
2-1	22-25	Как	_	_	_	_	
2-2	26-28	то	_	_	_	_	
2-3	29-35	слегла	_	_	_	_	
2-4	36-37	с	_	_	_	_	
2-5	38-47	простудой	*	DI	_	_	
2-6	47-48	,	_	_	_	_	
2-7	49-61	температурой	*	DI	_	_	
2-8	62-63	и	_	_	_	_	
2-9	64-73	насморком	*	DI	_	_	
2-10	74-75	в	_	_	_	_	
2-11	76-83	постель	_	_	_	_	
2-12	83-84	.	_	_	_	_	

#Text=Муж приобрел в аптеке шипучие таблетки Антигриппин NatureProduct, в его состав входит парацетомол, а это первое средство для понижения температуры.
3-1	85-88	Муж	_	_	_	_	
3-2	89-97	приобрел	_	_	_	_	
3-3	98-99	в	_	_	_	_	
3-4	100-106	аптеке	_	_	_	_	
3-5	107-114	шипучие	*[1]	Drugform[1]	_	_	
3-6	115-123	таблетки	*[1]	Drugform[1]	_	_	
3-7	124-135	Антигриппин	*	Drugname	_	_	
3-8	136-149	NatureProduct	_	_	_	_	
3-9	149-150	,	_	_	_	_	
3-10	151-152	в	_	_	_	_	
3-11	153-156	его	_	_	_	_	
3-12	157-163	состав	_	_	_	_	
3-13	164-170	входит	_	_	_	_	
3-14	171-182	парацетомол	*	Drugname	_	_	
3-15	182-183	,	_	_	_	_	
3-16	184-185	а	_	_	_	_	
3-17	186-189	это	_	_	_	_	
3-18	190-196	первое	_	_	_	_	
3-19	197-205	средство	_	_	_	_	
3-20	206-209	для	_	_	_	_	
3-21	210-219	понижения	_	_	_	_	
3-22	220-231	температуры	*	DI	_	_	
3-23	231-232	.	_	_	_	_	

#Text=Растворила одну таблетку днем, выпила приятный на вкус и легко пьется, замоталась под одеяло, меня сразу вырубило на спать и я обильно потела.
4-1	233-243	Растворила	_	_	_	_	
4-2	244-248	одну	_	_	_	_	
4-3	249-257	таблетку	*	Drugform	_	_	
4-4	258-262	днем	_	_	_	_	
4-5	262-263	,	_	_	_	_	
4-6	264-270	выпила	_	_	_	_	
4-7	271-279	приятный	_	_	_	_	
4-8	280-282	на	_	_	_	_	
4-9	283-287	вкус	_	_	_	_	
4-10	288-289	и	_	_	_	_	
4-11	290-295	легко	_	_	_	_	
4-12	296-302	пьется	_	_	_	_	
4-13	302-303	,	_	_	_	_	
4-14	304-314	замоталась	_	_	_	_	
4-15	315-318	под	_	_	_	_	
4-16	319-325	одеяло	_	_	_	_	
4-17	325-326	,	_	_	_	_	
4-18	327-331	меня	_	_	_	_	
4-19	332-337	сразу	_	_	_	_	
4-20	338-346	вырубило	_	_	_	_	
4-21	347-349	на	_	_	_	_	
4-22	350-355	спать	*	ADR	_	_	
4-23	356-357	и	_	_	_	_	
4-24	358-359	я	_	_	_	_	
4-25	360-367	обильно	_	_	_	_	
4-26	368-374	потела	*	ADR	_	_	
4-27	374-375	.	_	_	_	_	

#Text=После того как проснулась я почувствовала себя на много лучше и приятнее.
5-1	376-381	После	_	_	*->2-1	EF[2]	
5-2	382-386	того	_	_	*->2-1	EF[2]	
5-3	387-390	как	_	_	*->2-1	EF[2]	
5-4	391-401	проснулась	_	_	*->2-1	EF[2]	
5-5	402-403	я	_	_	*->2-1	EF[2]	
5-6	404-417	почувствовала	_	_	*->2-1	EF[2]	
5-7	418-422	себя	_	_	*->2-1	EF[2]	
5-8	423-425	на	_	_	*->2-1	EF[2]	
5-9	426-431	много	_	_	*->2-1	EF[2]	
5-10	432-437	лучше	_	_	*->2-1	EF[2]	
5-11	438-439	и	_	_	*->2-1	EF[2]	
5-12	440-448	приятнее	_	_	*->2-1	EF[2]	
5-13	448-449	.	_	_	*->2-1	EF[2]	

#Text=Затем следующую таблетку выпила перед сном на ночь и тоже потела всю ночь.
6-1	450-455	Затем	_	_	_	_	
6-2	456-465	следующую	_	_	_	_	
6-3	466-474	таблетку	*	Drugform	_	_	
6-4	475-481	выпила	_	_	_	_	
6-5	482-487	перед	_	_	_	_	
6-6	488-492	сном	_	_	_	_	
6-7	493-495	на	_	_	_	_	
6-8	496-500	ночь	_	_	_	_	
