#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Как вообще этот препарат еще существует на рынке?!
1-1	0-3	Как	_	_	
1-2	4-10	вообще	_	_	
1-3	11-15	этот	_	_	
1-4	16-24	препарат	_	_	
1-5	25-28	еще	_	_	
1-6	29-39	существует	_	_	
1-7	40-42	на	_	_	
1-8	43-48	рынке	_	_	
1-9	48-49	?	_	_	
1-10	49-50	!	_	_	

#Text=Отрава в чистом виде.
2-1	51-57	Отрава	_	_	
2-2	58-59	в	_	_	
2-3	60-66	чистом	_	_	
2-4	67-71	виде	_	_	
2-5	71-72	.	_	_	

#Text=Осторожно!
3-1	73-82	Осторожно	_	_	
3-2	82-83	!	_	_	

#Text=Вызывает рвоту, понос, головокружение, слабость, учащенное сердцебиение, чувство тревоги.
4-1	84-92	Вызывает	_	_	
4-2	93-98	рвоту	*	ADR	
4-3	98-99	,	_	_	
4-4	100-105	понос	*	ADR	
4-5	105-106	,	_	_	
4-6	107-121	головокружение	*	ADR	
4-7	121-122	,	_	_	
4-8	123-131	слабость	*	ADR	
4-9	131-132	,	_	_	
4-10	133-142	учащенное	*[1]	ADR[1]	
4-11	143-155	сердцебиение	*[1]	ADR[1]	
4-12	155-156	,	_	_	
4-13	157-164	чувство	*[2]	ADR[2]	
4-14	165-172	тревоги	*[2]	ADR[2]	
4-15	172-173	.	_	_	

#Text=При этом не справляется с поставленной перед ним задачей - ОРВИ.
5-1	174-177	При	_	_	
5-2	178-182	этом	_	_	
5-3	183-185	не	_	_	
5-4	186-197	справляется	_	_	
5-5	198-199	с	_	_	
5-6	200-212	поставленной	_	_	
5-7	213-218	перед	_	_	
5-8	219-222	ним	_	_	
5-9	223-230	задачей	_	_	
5-10	231-232	-	_	_	
5-11	233-237	ОРВИ	*	DI	
5-12	237-238	.	_	_	
