#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Врач прописал Ингавирин в качестве иммуномодулятора для повышения иммунитета.
1-1	0-4	Врач	_	_	
1-2	5-13	прописал	_	_	
1-3	14-23	Ингавирин	*	Drugname	
1-4	24-25	в	_	_	
1-5	26-34	качестве	_	_	
1-6	35-51	иммуномодулятора	*	Drugclass	
1-7	52-55	для	_	_	
1-8	56-65	повышения	*[1]	DI[1]	
1-9	66-76	иммунитета	*[1]	DI[1]	
1-10	76-77	.	_	_	

#Text=Из семи капсул выпила только три.
2-1	78-80	Из	_	_	
2-2	81-85	семи	_	_	
2-3	86-92	капсул	*	Drugform	
2-4	93-99	выпила	_	_	
2-5	100-106	только	_	_	
2-6	107-110	три	_	_	
2-7	110-111	.	_	_	

#Text=На второй день приема началась очень сильная головная боль, боль в глазах, тошнота, в глазах рябило, кружилась голова.
3-1	112-114	На	_	_	
3-2	115-121	второй	_	_	
3-3	122-126	день	_	_	
3-4	127-133	приема	_	_	
3-5	134-142	началась	_	_	
3-6	143-148	очень	_	_	
3-7	149-156	сильная	_	_	
3-8	157-165	головная	*[2]	ADR[2]	
3-9	166-170	боль	*[2]	ADR[2]	
3-10	170-171	,	_	_	
3-11	172-176	боль	*[3]	ADR[3]	
3-12	177-178	в	*[3]	ADR[3]	
3-13	179-185	глазах	*[3]	ADR[3]	
3-14	185-186	,	_	_	
3-15	187-194	тошнота	*	ADR	
3-16	194-195	,	_	_	
3-17	196-197	в	*[4]	ADR[4]	
3-18	198-204	глазах	*[4]	ADR[4]	
3-19	205-211	рябило	*[4]	ADR[4]	
3-20	211-212	,	_	_	
3-21	213-222	кружилась	*[5]	ADR[5]	
3-22	223-229	голова	*[5]	ADR[5]	
3-23	229-230	.	_	_	

#Text=Головная боль прошла только через два дня после последней капсулы.
4-1	231-239	Головная	*[6]	ADR[6]	
4-2	240-244	боль	*[6]	ADR[6]	
4-3	245-251	прошла	_	_	
4-4	252-258	только	_	_	
4-5	259-264	через	_	_	
4-6	265-268	два	_	_	
4-7	269-272	дня	_	_	
4-8	273-278	после	_	_	
4-9	279-288	последней	_	_	
4-10	289-296	капсулы	*[7]	Drugform[7]	
4-11	296-297	.	*[7]	Drugform[7]	

#Text=Я не знаю, что там внутри, но на некоторых сайтах прочитала, что действующее вещество Ингавирина применяют для лечения онкобольных после химиотерапии.
5-1	298-299	Я	_	_	
5-2	300-302	не	_	_	
5-3	303-307	знаю	_	_	
5-4	307-308	,	_	_	
5-5	309-312	что	_	_	
5-6	313-316	там	_	_	
5-7	317-323	внутри	_	_	
5-8	323-324	,	_	_	
5-9	325-327	но	_	_	
5-10	328-330	на	_	_	
5-11	331-340	некоторых	_	_	
5-12	341-347	сайтах	_	_	
5-13	348-357	прочитала	_	_	
5-14	357-358	,	_	_	
5-15	359-362	что	_	_	
5-16	363-374	действующее	_	_	
5-17	375-383	вещество	_	_	
5-18	384-394	Ингавирина	*	Drugname	
5-19	395-404	применяют	_	_	
5-20	405-408	для	_	_	
5-21	409-416	лечения	_	_	
5-22	417-428	онкобольных	_	_	
5-23	429-434	после	_	_	
5-24	435-447	химиотерапии	_	_	
5-25	447-448	.	_	_	

#Text=Стоит ли таким мощным препаратом лечить грипп и тем более пить его для профилактики - большой вопрос.
6-1	449-454	Стоит	_	_	
6-2	455-457	ли	_	_	
6-3	458-463	таким	_	_	
6-4	464-470	мощным	_	_	
6-5	471-481	препаратом	_	_	
6-6	482-488	лечить	_	_	
6-7	489-494	грипп	*	Other	
6-8	495-496	и	_	_	
6-9	497-500	тем	_	_	
6-10	501-506	более	_	_	
6-11	507-511	пить	_	_	
6-12	512-515	его	_	_	
6-13	516-519	для	_	_	
6-14	520-532	профилактики	*	DI	
6-15	533-534	-	_	_	
6-16	535-542	большой	_	_	
6-17	543-549	вопрос	_	_	
6-18	549-550	.	_	_	

#Text=Я просто испугалась и выбросила оставшиеся капсулы.
7-1	551-552	Я	_	_	
7-2	553-559	просто	_	_	
7-3	560-570	испугалась	_	_	
7-4	571-572	и	_	_	
7-5	573-582	выбросила	_	_	
7-6	583-593	оставшиеся	_	_	
7-7	594-601	капсулы	*[8]	Drugform[8]	
7-8	601-602	.	*[8]	Drugform[8]	

#Text=Общее впечатление : Очень странный препарат с чудовищной побочкой.
8-1	603-608	Общее	_	_	
8-2	609-620	впечатление	_	_	
8-3	621-622	:	_	_	
8-4	623-628	Очень	_	_	
8-5	629-637	странный	_	_	
8-6	638-646	препарат	_	_	
8-7	647-648	с	_	_	
8-8	649-659	чудовищной	_	_	
8-9	660-668	побочкой	_	_	
8-10	668-669	.	_	_	
