#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=В последние годы простудные заболевания всё чаще и чаще проникают в мой организм.
1-1	0-1	В	_	_	_	_	
1-2	2-11	последние	_	_	_	_	
1-3	12-16	годы	_	_	_	_	
1-4	17-27	простудные	*	DI	_	_	
1-5	28-39	заболевания	_	_	_	_	
1-6	40-43	всё	_	_	_	_	
1-7	44-48	чаще	_	_	_	_	
1-8	49-50	и	_	_	_	_	
1-9	51-55	чаще	_	_	_	_	
1-10	56-65	проникают	_	_	_	_	
1-11	66-67	в	_	_	_	_	
1-12	68-71	мой	_	_	_	_	
1-13	72-80	организм	_	_	_	_	
1-14	80-81	.	_	_	_	_	

#Text=По началу я не придавал значения всяким мелким заболеваниям и в последствии расплачивался за это продолжительным лечением.
2-1	82-84	По	_	_	_	_	
2-2	85-91	началу	_	_	_	_	
2-3	92-93	я	_	_	_	_	
2-4	94-96	не	_	_	_	_	
2-5	97-105	придавал	_	_	_	_	
2-6	106-114	значения	_	_	_	_	
2-7	115-121	всяким	_	_	_	_	
2-8	122-128	мелким	_	_	_	_	
2-9	129-141	заболеваниям	_	_	_	_	
2-10	142-143	и	_	_	_	_	
2-11	144-145	в	_	_	_	_	
2-12	146-157	последствии	_	_	_	_	
2-13	158-171	расплачивался	_	_	_	_	
2-14	172-174	за	_	_	_	_	
2-15	175-178	это	_	_	_	_	
2-16	179-194	продолжительным	_	_	_	_	
2-17	195-203	лечением	_	_	_	_	
2-18	203-204	.	_	_	_	_	

#Text=Помня предыдущий опыт, предпочитаю теперь сразу пропить курс противовирусных препаратов, не уходя даже на больничный, чем просто ждать у моря погоды, а потом лежать дома.
3-1	205-210	Помня	_	_	_	_	
3-2	211-221	предыдущий	_	_	_	_	
3-3	222-226	опыт	_	_	_	_	
3-4	226-227	,	_	_	_	_	
3-5	228-239	предпочитаю	_	_	_	_	
3-6	240-246	теперь	_	_	_	_	
3-7	247-252	сразу	_	_	_	_	
3-8	253-260	пропить	_	_	_	_	
3-9	261-265	курс	_	_	_	_	
3-10	266-281	противовирусных	*	Drugclass	_	_	
3-11	282-292	препаратов	_	_	_	_	
3-12	292-293	,	_	_	_	_	
3-13	294-296	не	_	_	_	_	
3-14	297-302	уходя	_	_	_	_	
3-15	303-307	даже	_	_	_	_	
3-16	308-310	на	_	_	_	_	
3-17	311-321	больничный	_	_	_	_	
3-18	321-322	,	_	_	_	_	
3-19	323-326	чем	_	_	_	_	
3-20	327-333	просто	_	_	_	_	
3-21	334-339	ждать	_	_	_	_	
3-22	340-341	у	_	_	_	_	
3-23	342-346	моря	_	_	_	_	
3-24	347-353	погоды	_	_	_	_	
3-25	353-354	,	_	_	_	_	
3-26	355-356	а	_	_	_	_	
3-27	357-362	потом	_	_	_	_	
3-28	363-369	лежать	_	_	_	_	
3-29	370-374	дома	_	_	_	_	
3-30	374-375	.	_	_	_	_	

#Text=Тем более всё это сказывается сильно на семейном бюджете: лекарства дорогие, а больничный дешевый.
4-1	376-379	Тем	_	_	_	_	
4-2	380-385	более	_	_	_	_	
4-3	386-389	всё	_	_	_	_	
4-4	390-393	это	_	_	_	_	
4-5	394-405	сказывается	_	_	_	_	
4-6	406-412	сильно	_	_	_	_	
4-7	413-415	на	_	_	_	_	
4-8	416-424	семейном	_	_	_	_	
4-9	425-432	бюджете	_	_	_	_	
4-10	432-433	:	_	_	_	_	
4-11	434-443	лекарства	_	_	_	_	
4-12	444-451	дорогие	_	_	_	_	
4-13	451-452	,	_	_	_	_	
4-14	453-454	а	_	_	_	_	
4-15	455-465	больничный	_	_	_	_	
4-16	466-473	дешевый	_	_	_	_	
4-17	473-474	.	_	_	_	_	

#Text=Итак, жена, при очередном моём заболевании, посоветовала пропить Лавомакс, так как перед этим сама опробовала и ей помогло, а несколько таблеток оставались ещё в пачке.
5-1	475-479	Итак	_	_	*->1-1	EF[1]	
5-2	479-480	,	_	_	*->1-1	EF[1]	
5-3	481-485	жена	_	_	*->1-1	EF[1]	
5-4	485-486	,	_	_	*->1-1	EF[1]	
5-5	487-490	при	_	_	*->1-1	EF[1]	
5-6	491-500	очередном	_	_	*->1-1	EF[1]	
5-7	501-505	моём	_	_	*->1-1	EF[1]	
5-8	506-517	заболевании	_	_	*->1-1	EF[1]	
5-9	517-518	,	_	_	*->1-1	EF[1]	
5-10	519-531	посоветовала	_	_	*->1-1	EF[1]	
5-11	532-539	пропить	_	_	*->1-1	EF[1]	
5-12	540-548	Лавомакс	*	Drugname	*->1-1	EF[1]	
5-13	548-549	,	_	_	*->1-1	EF[1]	
5-14	550-553	так	_	_	*->1-1	EF[1]	
5-15	554-557	как	_	_	*->1-1	EF[1]	
5-16	558-563	перед	_	_	*->1-1	EF[1]	
5-17	564-568	этим	_	_	*->1-1	EF[1]	
5-18	569-573	сама	_	_	*->1-1	EF[1]	
5-19	574-584	опробовала	_	_	*->1-1	EF[1]	
5-20	585-586	и	_	_	*->1-1	EF[1]	
5-21	587-589	ей	_	_	*->1-1	EF[1]	
5-22	590-597	помогло	_	_	*->1-1	EF[1]	
5-23	597-598	,	_	_	*->1-1	EF[1]	
5-24	599-600	а	_	_	*->1-1	EF[1]	
5-25	601-610	несколько	_	_	*->1-1	EF[1]	
5-26	611-619	таблеток	*	Drugform	*->1-1	EF[1]	
5-27	620-630	оставались	_	_	*->1-1	EF[1]	
5-28	631-634	ещё	_	_	*->1-1	EF[1]	
5-29	635-636	в	_	_	*->1-1	EF[1]	
5-30	637-642	пачке	_	_	*->1-1	EF[1]	
5-31	642-643	.	_	_	*->1-1	EF[1]	

#Text=Итак начал пить таблеточки и заболевание было убито на корню.
