#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Здравствуйте.
1-1	0-12	Здравствуйте	_	_	
1-2	12-13	.	_	_	

#Text=Мы поздновато, но решили вообще отказаться от прививок после осложнения АКДС в 1.5 года.
2-1	14-16	Мы	_	_	
2-2	17-27	поздновато	_	_	
2-3	27-28	,	_	_	
2-4	29-31	но	_	_	
2-5	32-38	решили	_	_	
2-6	39-45	вообще	_	_	
2-7	46-56	отказаться	_	_	
2-8	57-59	от	_	_	
2-9	60-68	прививок	_	_	
2-10	69-74	после	_	_	
2-11	75-85	осложнения	_	_	
2-12	86-90	АКДС	*	Drugname	
2-13	91-92	в	_	_	
2-14	93-96	1.5	_	_	
2-15	97-101	года	_	_	
2-16	101-102	.	_	_	

#Text=Педиатры нам все рассказывали, что у сына простуда, и мы ни как ее не могли вылечить, а пошли к частному врачу выяснили, что у нас коклюш (один из компонентов АКДС), если бы мы вовремя не узнали что у нас коклюш, все могло бы закончиться очень плачевно.
3-1	103-111	Педиатры	_	_	
3-2	112-115	нам	_	_	
3-3	116-119	все	_	_	
3-4	120-132	рассказывали	_	_	
3-5	132-133	,	_	_	
3-6	134-137	что	_	_	
3-7	138-139	у	_	_	
3-8	140-144	сына	_	_	
3-9	145-153	простуда	*	DI	
3-10	153-154	,	_	_	
3-11	155-156	и	_	_	
3-12	157-159	мы	_	_	
3-13	160-162	ни	_	_	
3-14	163-166	как	_	_	
3-15	167-169	ее	_	_	
3-16	170-172	не	_	_	
3-17	173-178	могли	_	_	
3-18	179-187	вылечить	_	_	
3-19	187-188	,	_	_	
3-20	189-190	а	_	_	
3-21	191-196	пошли	_	_	
3-22	197-198	к	_	_	
3-23	199-207	частному	_	_	
3-24	208-213	врачу	_	_	
3-25	214-222	выяснили	_	_	
3-26	222-223	,	_	_	
3-27	224-227	что	_	_	
3-28	228-229	у	_	_	
3-29	230-233	нас	_	_	
3-30	234-240	коклюш	*	DI	
3-31	241-242	(	_	_	
3-32	242-246	один	_	_	
3-33	247-249	из	_	_	
3-34	250-261	компонентов	_	_	
3-35	262-266	АКДС	*	Drugname	
3-36	266-267	)	_	_	
3-37	267-268	,	_	_	
3-38	269-273	если	_	_	
3-39	274-276	бы	_	_	
3-40	277-279	мы	_	_	
3-41	280-287	вовремя	_	_	
3-42	288-290	не	_	_	
3-43	291-297	узнали	_	_	
3-44	298-301	что	_	_	
3-45	302-303	у	_	_	
3-46	304-307	нас	_	_	
3-47	308-314	коклюш	*	DI	
3-48	314-315	,	_	_	
3-49	316-319	все	_	_	
3-50	320-325	могло	_	_	
3-51	326-328	бы	_	_	
3-52	329-340	закончиться	_	_	
3-53	341-346	очень	_	_	
3-54	347-355	плачевно	_	_	
3-55	355-356	.	_	_	

#Text=Короче наоборот заразили нашего ребенка и «ушатали» иммунитет ребенку, теперь он у нас каждые две недели простывает, до этого вообще ни чем, ни разу не болел.
4-1	357-363	Короче	_	_	
4-2	364-372	наоборот	_	_	
4-3	373-381	заразили	_	_	
4-4	382-388	нашего	_	_	
4-5	389-396	ребенка	_	_	
4-6	397-398	и	_	_	
4-7	399-400	«	_	_	
4-8	400-407	ушатали	_	_	
4-9	407-408	»	_	_	
4-10	409-418	иммунитет	*	SSI	
4-11	419-426	ребенку	_	_	
4-12	426-427	,	_	_	
4-13	428-434	теперь	_	_	
4-14	435-437	он	_	_	
4-15	438-439	у	_	_	
4-16	440-443	нас	_	_	
4-17	444-450	каждые	_	_	
4-18	451-454	две	_	_	
4-19	455-461	недели	_	_	
4-20	462-472	простывает	_	_	
4-21	472-473	,	_	_	
4-22	474-476	до	_	_	
4-23	477-482	этого	_	_	
4-24	483-489	вообще	_	_	
4-25	490-492	ни	_	_	
4-26	493-496	чем	_	_	
4-27	496-497	,	_	_	
4-28	498-500	ни	_	_	
4-29	501-505	разу	_	_	
4-30	506-508	не	_	_	
4-31	509-514	болел	_	_	
4-32	514-515	.	_	_	

#Text=Ко всему прочему уже к году сын использовал (произносил) десятка два слов, при том по назначению, то есть осмысленно, а после прививки перестал даже говорить мама, папа.
5-1	516-518	Ко	_	_	
5-2	519-524	всему	_	_	
5-3	525-532	прочему	_	_	
5-4	533-536	уже	_	_	
5-5	537-538	к	_	_	
5-6	539-543	году	_	_	
5-7	544-547	сын	_	_	
5-8	548-559	использовал	_	_	
5-9	560-561	(	_	_	
5-10	561-571	произносил	_	_	
5-11	571-572	)	_	_	
5-12	573-580	десятка	_	_	
5-13	581-584	два	_	_	
5-14	585-589	слов	_	_	
5-15	589-590	,	_	_	
5-16	591-594	при	_	_	
5-17	595-598	том	_	_	
5-18	599-601	по	_	_	
5-19	602-612	назначению	_	_	
5-20	612-613	,	_	_	
5-21	614-616	то	_	_	
5-22	617-621	есть	_	_	
5-23	622-632	осмысленно	_	_	
5-24	632-633	,	_	_	
5-25	634-635	а	_	_	
5-26	636-641	после	_	_	
5-27	642-650	прививки	_	_	
5-28	651-659	перестал	_	_	
5-29	660-664	даже	_	_	
5-30	665-673	говорить	_	_	
5-31	674-678	мама	_	_	
5-32	678-679	,	_	_	
5-33	680-684	папа	_	_	
5-34	684-685	.	_	_	

#Text=И только вот недавно ближе к двум годам он опять начал говорить (это как раз таки произошло осложнение на центральную нервную систему).
6-1	686-687	И	_	_	
6-2	688-694	только	_	_	
6-3	695-698	вот	_	_	
6-4	699-706	недавно	_	_	
6-5	707-712	ближе	_	_	
6-6	713-714	к	_	_	
6-7	715-719	двум	_	_	
6-8	720-725	годам	_	_	
6-9	726-728	он	_	_	
6-10	729-734	опять	_	_	
6-11	735-740	начал	_	_	
6-12	741-749	говорить	_	_	
6-13	750-751	(	_	_	
6-14	751-754	это	_	_	
6-15	755-758	как	_	_	
6-16	759-762	раз	_	_	
6-17	763-767	таки	_	_	
6-18	768-777	произошло	_	_	
6-19	778-788	осложнение	*[1]	SSI[1]	
6-20	789-791	на	*[1]	SSI[1]	
